,method,fold,cpu_avg_user,cpu_avg_sys,cpu_avg_busy,cpu_avg_wait,cpu_avg_idle,cpu_avg_waste,cpu_max_user,cpu_max_sys,cpu_max_busy,cpu_max_wait,cpu_max_idle,cpu_max_waste,cpu_frac_busy,io_iget,io_bread,io_bwrite,io_lread,io_lwrite,io_phread,io_phwrite,io_wcancel,io_namei,io_dirblk,disk_avg_active,disk_max_active,disk_frac_active,disk_avg_read,disk_avg_write,disk_avg_total,disk_max_read,disk_max_write,disk_max_total,disk_frac_busy,net_avg_read,net_avg_write,net_avg_total,net_max_read,net_max_write,net_max_total,net_frac_busy,mem_swap,mem_fault,mem_tlbflush,syscall_total
48,confidence_relevance_centrality,3,0.04157398234358187,0.027245988364725235,0.0,0.0,0.021780468351612722,0.6774002458871733,0.05758640354647378,0.0008471391430904476,0.00013037414261665869,8.60713154995072e-05,0.0,0.0008240293811442581,0.0,0.004822884163334608,0.0011747387109818758,0.0,0.0,0.0,0.0,0.02171361569673952,0.10308180031273415,0.0,0.0,0.0,0.0,0.020786963438203906,0.0,0.0,2.8679745078373325e-05,4.010031211504627e-07,0.0,0.0,2.5022596775128106e-06,0.0,0.0,0.0,6.313393475492688e-05,0.02085057825945623,0.0,0.0,0.0,0.0,0.0,0.0
49,lift_relevance_centrality,3,0.03139460342523578,0.023115409668677873,0.0,0.0,0.0261214587076752,0.7000284064314056,0.06303488225144345,0.0007343455915160528,0.00011373011765331539,5.9588098006714526e-05,0.0,0.0009217282751729775,0.0,0.0049100885088100964,0.0008376015212522712,0.0,0.0,0.0,0.0,0.026079282869775774,0.07300914765388268,0.0,0.0,0.0,0.0,0.024064080152744905,0.0,0.0,2.0876629950087592e-05,4.387117805154035e-07,0.0,0.0,2.7498855736113755e-06,0.0,0.0,0.0,7.030865896011024e-05,0.025481272840482926,0.0,0.0,0.0,0.0,0.0,0.0
50,equal_relevance_centrality,3,0.04103501667375896,0.028237002581691664,0.0,0.0,0.02185602154948433,0.6761806465766347,0.058850745739879556,0.0008864437812735636,0.00012868397046710944,8.495548580036142e-05,0.0,0.0008133466530935321,0.0,0.005361281517240454,0.001260083314394983,0.0,0.0,0.0,0.0,0.021790035617832042,0.10175289385422635,0.0,0.0,0.0,0.0,0.020718627930108906,0.0,0.0,2.8307940474985312e-05,3.9580451126012825e-07,0.0,0.0,2.469820349184435e-06,0.0,0.0,0.0,7.47278957043369e-05,0.020938313293073683,0.0,0.0,0.0,0.0,0.0,0.0
51,relevance_relevance_centrality,3,0.03814442028003132,0.001622063085429054,0.0,0.0,0.02309179418030735,0.7268858739713758,0.04736943619004551,6.262915635540173e-05,1.5912475387109636e-06,1.3800594495571602e-06,0.0,2.473232936260898e-05,0.0,0.0003186397428019127,0.00010783791116747297,0.0,0.0,0.0,0.0,0.023091629653953928,0.11327904772396308,0.0,0.0,0.0,0.0,0.0029077980206979725,0.0,0.0,4.3812730347585467e-07,1.7113515020529987e-09,0.0,0.0,1.990178473762802e-08,0.0,0.0,0.0,1.3690689082331094e-06,0.023089297638172305,0.0,0.0,0.0,0.0,0.0,0.0
52,perm,4,0.0,0.06432748538011701,0.29434697855750475,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333332,0.0,0.0,0.013645224171540071,0.003898635477582872,0.05847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.009746588693957201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,gini,4,0.0,0.7532919016944207,0.012254496725118082,0.0,0.0,0.10657101634527161,0.018479888328564443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055587640563405875,0.025570502491107327,0.0,0.0,0.007701961732046223,0.005134641154697483,0.057926336124480615,0.0,0.0,0.0,0.0,0.0,0.0,0.007510491347953024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,shap,4,0.0,0.0959499215499319,0.19134350505076494,0.0,0.0,0.2661779295309052,0.004068491941724842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29959058502002067,0.0,0.0,0.02788282842167204,0.04433513168131065,0.06720893523553481,0.0,0.0,0.0,0.0,0.0,0.0,0.003442671568134898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,support_impurity_centrality,4,0.0,0.07778440442269631,0.0075508648093208655,0.0,0.0,0.20008676678904502,0.051663026516569566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010595420278645535,0.07741382815858407,0.0,0.0,0.11789981992237988,0.11044940097738495,0.3426605514934597,0.0,0.0,0.0,0.0,0.0,0.0,0.0038959166319141154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,confidence_impurity_centrality,4,0.0,0.11071929462729621,0.0017433739172668882,0.0,0.0,0.037632790546432586,0.05297564131681032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004573187792727578,0.059034444255317634,0.0,0.0,0.3183996524153205,0.26370472962164143,0.15524640970451822,0.0,0.0,0.0,0.0,0.0,0.0,8.634481612330817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,lift_impurity_centrality,4,0.0,0.09942136888868132,0.0026213915516046763,0.0,0.0,0.036108489406749114,0.06382588459949015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006902595149528521,0.08786071908231718,0.0,0.0,0.32583952961558216,0.23682718843399062,0.14672372006746717,0.0,0.0,0.0,0.0,0.0,0.0,8.144883916481873e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,equal_impurity_centrality,4,0.0,0.1093578825121644,0.002331989865846741,0.0,0.0,0.04052641141804362,0.061927321578821984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004532733750228433,0.0625599489964282,0.0,0.0,0.3105731879898726,0.2572227009210761,0.15495833960471994,0.0,0.0,0.0,0.0,0.0,0.0,8.894373800346301e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,relevance_impurity_centrality,4,0.0,0.06800312087071672,0.006538634941393595,0.0,0.0,0.22677476422730738,0.06462237488018795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014528080700372524,0.1008337453422291,0.0,0.0,0.10559836911590231,0.0894734208568385,0.320623036559225,0.0,0.0,0.0,0.0,0.0,0.0,0.0030044525058269046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,support_relevance_centrality,4,0.0,0.16409251961211277,0.1166684776228485,0.0,0.0,0.5261407224664726,0.017414091139565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008703752693902122,0.11643686417884705,0.0,0.0,5.301513256908533e-08,6.404322144284131e-07,0.003990815953176715,0.0,0.0,0.0,0.0,0.0,0.0,0.04655206288572757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,confidence_relevance_centrality,4,0.0,0.09761071385480305,0.078521866686297,0.0,0.0,0.6740566299948789,0.020614896297560407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010085106504168755,0.07163898693002195,0.0,0.0,4.474839668056356e-06,5.609531166195532e-05,0.01937713280966997,0.0,0.0,0.0,0.0,0.0,0.0,0.028034096771269886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,lift_relevance_centrality,4,0.0,0.06610646026261485,0.059498729536354496,0.0,0.0,0.7512889705843668,0.024214412108839577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011929415744672595,0.051289440412630595,0.0,0.0,3.950117558702802e-06,6.47604673775709e-05,0.01582431485161945,0.0,0.0,0.0,0.0,0.0,0.0,0.01977954591396529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,equal_relevance_centrality,4,0.0,0.09376987410353495,0.07786677453269016,0.0,0.0,0.6803329928675864,0.01943070288567344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009489322119958229,0.06667548665097751,0.0,0.0,4.1402724073707314e-06,5.1901272064510145e-05,0.02543227912350291,0.0,0.0,0.0,0.0,0.0,0.0,0.02694652617160445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,relevance_relevance_centrality,4,0.0,0.11612329295166054,0.08277503302926352,0.0,0.0,0.6497123056051558,0.021929586738099294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010961655247489358,0.08248269731901922,0.0,0.0,4.538628069918817e-08,7.796765320314762e-07,0.0030503144950511855,0.0,0.0,0.0,0.0,0.0,0.0,0.032964289551448374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,perm,5,2.804773956947761e-17,0.0,0.10263157894736841,0.0,0.05789473684210529,0.1368421052631578,0.0,0.0,0.0,0.0,0.0,0.0026315789473684644,0.0,0.0,0.0,0.16578947368421043,-0.0026315789473683525,0.0,0.0,0.0,0.5789473684210521,0.0,0.0,0.0,0.0,0.0,0.0,-0.028947368421052493,-0.010526315789473634,-0.034210526315789365,0.0,0.0,0.005263157894736873,-0.010526315789473606,0.0,0.0,0.0,0.0,0.0,0.0,0.01842105263157903,0.0,0.018421052631579,0.0
66,gini,5,0.008167324496480497,0.0,0.03887627888484302,0.0,0.09622036227730817,0.006001946920044941,0.010113453758426691,0.0,0.0,0.0,0.002673066862268868,0.00803580348657225,0.0,0.0,0.0,0.0426534997759629,0.010915023020931213,0.0,0.003564089149691824,0.005116688067504451,0.6745385680675391,0.0,0.0,0.0,0.0,0.0,0.005184129672279017,0.01823730610288011,0.007529138328723977,0.01281701290369944,0.0,0.0,0.00668266715567217,0.01640361686502479,0.0044551114371147804,0.0,0.0,0.002485582179583864,0.0,0.0,0.014197042211891924,0.0,0.0051322883755562255,0.0
67,shap,5,0.019790981417606636,0.0,0.07018153569830121,0.0,0.05715170559780833,0.0904597317422936,0.0009215448345459307,0.0,0.0,0.0,0.0011045527854151292,0.020924810678129274,0.0,0.0,0.0,0.11612085799139404,0.017082148878131465,0.0,0.0038347191413549576,0.0,0.3647703898977276,0.0,0.0,0.0,0.0,0.0,0.024439430771422608,0.02571892871597001,0.02247284672444819,0.0399631997490034,0.0,0.0,0.018677146982296722,0.022113339251982556,0.006091848694541147,0.0,0.0,0.015220772310672767,0.0,0.0,0.02976529603118176,0.0,0.03319421210577249,0.0
68,support_impurity_centrality,5,0.045652133010619766,0.0,0.05621957692553509,0.0,0.17927006104990864,0.013652694807237803,0.009406734153186332,0.0,0.0,0.0,0.008404210322189161,0.0383657946239739,0.0,0.0,0.0,0.106212037613975,0.041089363830858185,0.0,0.011120368386797997,0.0047390606435582724,0.18883299687866353,0.0,0.0,0.0,0.0,0.0,0.018420563864663425,0.019932832605056322,0.02784146494278502,0.04449488633697057,0.0,0.0,0.02755511772654293,0.06097381400270535,0.017084393229395704,0.0,0.0,0.002275168039060726,0.0,0.0,0.05821028950948877,0.0,0.020246437496827478,0.0
69,confidence_impurity_centrality,5,0.05878863442502192,0.0,0.07843736473774628,0.0,0.0856456401505861,0.028520273281732178,0.00028154106055593977,0.0,0.0,0.0,0.0548979590897548,0.046181835999637245,0.0,0.0,0.0,0.04428602963494919,0.06506274360054952,0.0,0.04478702973350673,0.0001379427487675458,0.12383975561508907,0.0,0.0,0.0,0.0,0.0,0.038682951058484356,0.009454627643524673,0.028850167561092363,0.1011435909781331,0.0,0.0,0.04012719395381105,0.025462397496786398,0.04080277135820114,0.0,0.0,6.470891357269279e-05,0.0,0.0,0.07721036446013183,0.0,0.007334476498365651,0.0
70,lift_impurity_centrality,5,0.07353612405106719,0.0,0.09149914301294464,0.0,0.06939369919358461,0.03590510395464783,0.00035028412244226083,0.0,0.0,0.0,0.04501693866955763,0.055946000065126386,0.0,0.0,0.0,0.03459761708412281,0.06843535898080896,0.0,0.0458441760678121,0.0001736987406546962,0.1096906823988514,0.0,0.0,0.0,0.0,0.0,0.04429004011798125,0.009283318989412622,0.026317772164179166,0.09334951182983575,0.0,0.0,0.045648358382648774,0.021750266287190786,0.04456140868779976,0.0,0.0,8.258212027625056e-05,0.0,0.0,0.07826940204520001,0.0,0.0060585130338551025,0.0
71,equal_impurity_centrality,5,0.058488038529693524,0.0,0.07796834547365437,0.0,0.08557922204061014,0.028259303870920703,0.00028300164364024197,0.0,0.0,0.0,0.05435315083257555,0.04611507438304587,0.0,0.0,0.0,0.0447133619395903,0.06441705985317446,0.0,0.0443425625070757,0.0001387180459010959,0.12585863298283625,0.0,0.0,0.0,0.0,0.0,0.038299060810137106,0.010195242261831362,0.028563858019373507,0.10013984030252863,0.0,0.0,0.04247508646885917,0.025641187738917128,0.040397843978015636,0.0,0.0,6.559176403242931e-05,0.0,0.0,0.07644412752172532,0.0,0.007261689031861409,0.0
72,relevance_impurity_centrality,5,0.0553129614991516,0.0,0.06333689240352387,0.0,0.15204228758431385,0.016828164698450727,0.011951208743517072,0.0,0.0,0.0,0.007683885720045352,0.04402998298447496,0.0,0.0,0.0,0.08725038086624441,0.04741712530386111,0.0,0.012926334012634662,0.006021891722501871,0.2110057450270199,0.0,0.0,0.0,0.0,0.0,0.018046526704271953,0.016239478062081487,0.029928364247222873,0.04473814640890374,0.0,0.0,0.03240331955282008,0.04519009851616333,0.01682691394646957,0.0,0.0,0.002891198093196458,0.0,0.0,0.06321538448631231,0.0,0.014713709416818816,0.0
73,support_relevance_centrality,5,5.6637350217824806e-05,0.0,0.019299082981139647,0.0,0.1767615819117884,0.1535904247726724,0.018597401329889927,0.0,0.0,0.0,2.158844414377592e-10,3.285217481116901e-06,0.0,0.0,0.0,0.055863782811850775,1.3558592150870294e-06,0.0,1.603949399692292e-09,0.009296803586265846,0.55709130222683,0.0,0.0,0.0,0.0,0.0,2.092517722981697e-07,0.00010428132450633001,6.0162448236046695e-06,2.8924282238248544e-07,0.0,0.0,3.4407471243587196e-07,2.0907942968146768e-05,1.1505145563391301e-07,0.0,0.0,0.009296171389727537,0.0,0.0,3.675744596947416e-06,0.0,6.329865429759766e-06,0.0
74,confidence_relevance_centrality,5,0.0006480006963676002,0.0,0.015568140030980691,0.0,0.21583315418543073,0.10826434053775706,0.023285742786760853,0.0,0.0,0.0,6.563392422399194e-08,0.00011003174332815253,0.0,0.0,0.0,0.06922190976209654,5.746407073692744e-05,0.0,3.500476640365886e-07,0.011450647968577317,0.541910382025228,0.0,0.0,0.0,0.0,0.0,9.001225233220647e-06,0.0015186368565949944,0.00022226461924604099,1.7739914554793137e-05,0.0,0.0,2.11083420271145e-05,0.0003759290173674832,7.407258287314368e-06,0.0,0.0,0.01125844719757873,0.0,0.0,0.00011692215824728622,0.0,0.00010231392201090863,0.0
75,lift_relevance_centrality,5,0.0004448998191880222,0.0,0.010969737263778794,0.0,0.25006450058672397,0.07113736086565915,0.026680786668629553,0.0,0.0,0.0,5.2507924846396546e-08,9.93554193963059e-05,0.0,0.0,0.0,0.08016148133441894,5.303736343231777e-05,0.0,2.990786025148024e-07,0.013214491570491656,0.5321341984127458,0.0,0.0,0.0,0.0,0.0,6.606427462241136e-06,0.0011751705984337042,0.00021372388166314505,1.71813003117689e-05,0.0,0.0,2.4057845828274795e-05,0.00031073221743544945,5.20070013024974e-06,0.0,0.0,0.013088614604046023,0.0,0.0,0.00011977027419935475,0.0,7.874125949793776e-05,0.0
76,equal_relevance_centrality,5,0.0006406898246375726,0.0,0.015400814572031882,0.0,0.21693504977578332,0.10704288088340112,0.023383559594767456,0.0,0.0,0.0,6.489342933898681e-08,0.00011347390255913401,0.0,0.0,0.0,0.06955306289941987,5.681574975116635e-05,0.0,3.4609835721406077e-07,0.011501725119057999,0.5414490614542488,0.0,0.0,0.0,0.0,0.0,8.89967163387724e-06,0.001746659998469455,0.0002197569859509844,1.753976933806922e-05,0.0,0.0,2.1183072609055186e-05,0.00037261190825449366,7.323688137601103e-06,0.0,0.0,0.011311717522623985,0.0,0.0,0.00011560301938503569,0.0,0.00010115959615260201,0.0
77,relevance_relevance_centrality,5,4.010572031862399e-05,0.0,0.013572752384933457,0.0,0.2185026817480381,0.10778559118473846,0.022993332792334047,0.0,0.0,0.0,1.8508487081231184e-10,2.780810801632314e-06,0.0,0.0,0.0,0.06905636916659985,1.4985562259477272e-06,0.0,1.6175867784223241e-09,0.011495335133781166,0.5449408635194604,0.0,0.0,0.0,0.0,0.0,1.5185143121238181e-07,8.17258571888366e-05,6.8637167610571435e-06,3.000484298699154e-07,0.0,0.0,4.2173906750919906e-07,1.557732603876513e-05,8.319708939902982e-08,0.0,0.0,0.011494891581282942,0.0,0.0,4.1885688831837315e-06,0.0,4.483293923970271e-06,0.0
78,perm,6,0.0,0.17647058823529413,0.0,0.0,0.21960784313725493,0.36274509803921556,0.04901960784313729,0.0607843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352998,0.0,0.04901960784313731,0.0,0.0,0.0,0.0,0.07058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00588235294117651,0.0,-0.0058823529411764055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,gini,6,0.0,0.6333053751197619,0.014261006569822153,0.0,0.013142049041822097,0.20116717214061974,0.012006166243507574,0.009725262661465253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026430770131448383,0.0,0.009447457125478733,0.0,0.0,0.0,0.0,0.051483141639096015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012094744559572192,0.0,0.01399368245412892,0.0,0.0,0.0,0.0,0.0,0.0,0.0029431723132768,0.0
80,shap,6,0.0,0.14399063770031603,0.0708126501031775,0.0,0.11314656245919533,0.21010084291079437,0.031373319057817886,0.10791995023929347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841381273284858,0.0,0.04797806910867167,0.0,0.0,0.0,0.0,0.07625486837541783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042643654837696505,0.0,0.059896109388071446,0.0,0.0,0.0,0.0,0.0,0.0,0.01174520849106221,0.0
81,support_impurity_centrality,6,0.0,0.19828893536313594,0.048944343734725955,0.0,0.00384307439051521,0.1353990418749594,0.0011322316725852165,0.009483419580031486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03789360156715347,0.0,0.023540219307108912,0.0,0.0,0.0,0.0,0.35742820346512066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049221919203547425,0.0,0.10623342583249958,0.0,0.0,0.0,0.0,0.0,0.0,0.02859158400861671,0.0
82,confidence_impurity_centrality,6,0.0,0.08402361274453944,0.02088388337414579,0.0,0.0005120900952403124,0.07446643280734451,0.0023588620865302003,0.010524855250017144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06290100479759034,0.0,0.012848742099561364,0.0,0.0,0.0,0.0,0.2142117998453185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026413270477126154,0.0,0.1454435835282982,0.0,0.0,0.0,0.0,0.0,0.0,0.345411862894288,0.0
83,lift_impurity_centrality,6,0.0,0.06796303624532782,0.0165443546027158,0.0,0.0005827532421930831,0.086907412229883,0.003285039733291868,0.009509871012432121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06692208333952902,0.0,0.016400226437052284,0.0,0.0,0.0,0.0,0.18019503717802526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02416740034151576,0.0,0.18583149648899128,0.0,0.0,0.0,0.0,0.0,0.0,0.3416912891490426,0.0
84,equal_impurity_centrality,6,0.0,0.08302207714832358,0.02345827790010119,0.0,0.0004937220862742857,0.08533638010168844,0.0022742527563406087,0.010322080157922232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0637303656563462,0.0,0.01238787434937347,0.0,0.0,0.0,0.0,0.21474628533828874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028038380588148216,0.0,0.1431679175107034,0.0,0.0,0.0,0.0,0.0,0.0,0.3330223864064897,0.0
85,relevance_impurity_centrality,6,0.0,0.1782428545070854,0.041127259392215926,0.0,0.006036338753199326,0.11927710830014436,0.001125672259306697,0.013942135955397212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415684044933896,0.0,0.036911551953868665,0.0,0.0,0.0,0.0,0.3571194879885426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04466278152929755,0.0,0.12388612476947357,0.0,0.0,0.0,0.0,0.0,0.0,0.03610028009807909,0.0
86,support_relevance_centrality,6,0.0,0.060197983592806974,0.00015787824146221933,0.0,0.003685419968520745,0.8526460726443141,0.04275916218221569,2.8480036141775328e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025965419116810867,0.0,4.2864871247369966e-05,0.0,0.0,0.0,0.0,0.012546888926250473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002129464520433588,0.0,0.0017568725578958402,0.0,0.0,0.0,0.0,0.0,0.0,1.141029053264732e-08,0.0
87,confidence_relevance_centrality,6,0.0,0.13141588748386954,0.00236771015692349,0.0,0.005176869949990132,0.7338214025322413,0.025470794172144342,0.0002515476554882224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358660413100452,0.0,0.0003392792992302082,0.0,0.0,0.0,0.0,0.049890881667146614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017579112348619108,0.0,0.013638936579554365,0.0,0.0,0.0,0.0,0.0,0.0,2.7379585046942258e-06,0.0
88,lift_relevance_centrality,6,0.0,0.1205645642331384,0.002166407036459076,0.0,0.00819850112050262,0.7167551701410141,0.02399621407751143,0.0003093971910571573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05728674407434228,0.0,0.0005428112267409536,0.0,0.0,0.0,0.0,0.05587327144260027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016935148280293416,0.0,0.012608990711857216,0.0,0.0,0.0,0.0,0.0,0.0,4.413916747213954e-06,0.0
89,equal_relevance_centrality,6,0.0,0.1227663979663422,0.0019892852675249765,0.0,0.0043494644364702574,0.7458635140967593,0.021399864105260527,0.00022030393819076619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030490749684186823,0.0,0.00028505318083857877,0.0,0.0,0.0,0.0,0.059495170921866736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015279309065250864,0.0,0.011609965138239444,0.0,0.0,0.0,0.0,0.0,0.0,2.3003577952970442e-06,0.0
90,relevance_relevance_centrality,6,0.0,0.05669717407972393,0.00015003645337562799,0.0,0.006184546161983882,0.8384876642988874,0.04063831194436978,4.6541735358506665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043458892259820935,0.0,7.191695939262118e-05,0.0,0.0,0.0,0.0,0.012391602513090934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002034693777480451,0.0,0.0016698251106055495,0.0,0.0,0.0,0.0,0.0,0.0,1.9105642730700765e-08,0.0
91,perm,7,0.0,0.13178294573643415,0.0,0.0,0.2816537467700261,0.0,0.09819121447028425,0.0,-0.012919896640827004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3617571059431527,0.0,0.0,-0.02325581395348856,0.0,0.10594315245478032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03100775193798444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02583979328165368,0.0
92,gini,7,0.0,0.8460969450478637,0.0,0.0,0.005552948463643362,0.0,0.033677026392658245,0.0,0.017671148265981942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019139291107408897,0.0,0.0,0.007754520335286129,0.0,0.05335768295544891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00580287931130477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01094755812040395,0.0
93,shap,7,0.0,0.16971198630086629,0.0,0.0,0.257640698426577,0.0,0.1130187170742315,0.0,0.041437375425159136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2643338722080284,0.0,0.0,0.03241498621860091,0.0,0.05996298022352161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03358379524794742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02789558887506788,0.0
94,support_impurity_centrality,7,0.0,0.543440671017659,0.0,0.0,0.011054630443191922,0.0,0.052072256967216374,0.0,0.08587054583736874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02280520663590893,0.0,0.0,0.07168889568832805,0.0,0.1524239026380152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059910535618430925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054652837210468624,0.0
95,confidence_impurity_centrality,7,0.0,0.2354045773097724,0.0,0.0,0.0007815977964643548,0.0,0.010391815238164117,0.0,0.28580058868918334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022110459075814586,0.0,0.0,0.34184822969766354,0.0,0.06835683402843447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002286765005354697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03507722166396781,0.0
96,lift_impurity_centrality,7,0.0,0.26647937681522815,0.0,0.0,0.0010878013883105573,0.0,0.009654239564987347,0.0,0.24076137137543027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02834980792844692,0.0,0.0,0.32968543650040183,0.0,0.07905571621565599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018871022046614607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04473753999107259,0.0
97,equal_impurity_centrality,7,0.0,0.23306841662301528,0.0,0.0,0.0007870628703463439,0.0,0.013048258405310225,0.0,0.2830907511454297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02261172620908988,0.0,0.0,0.33732492937627234,0.0,0.0752301211888792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022565067679701856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03461308350486001,0.0
98,relevance_impurity_centrality,7,0.0,0.5826647748088074,0.0,0.0,0.013382798705301917,0.0,0.04698354553810697,0.0,0.06360686375136204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01770716360596401,0.0,0.0,0.05864603225493071,0.0,0.14659458898083652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004145036094651103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06626919626003931,0.0
