,method,fold,Age,Sex,Steroid,Antivirals,Fatigue,Malaise,Anorexia,Liver Big,Liver Firm,Spleen Palpable,Spiders,Ascites,Varices,Bilirubin,Alk Phosphate,Sgot,Albumin,Protime,Histology
51,perm,4,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.33333333333333337,0.0,-0.10416666666666667,0.16666666666666669,0.27083333333333337,0.0
52,gini,4,0.06514437765535253,0.0,0.0,0.0,0.0,0.11400266089686689,0.0,0.03053642702594649,0.0,0.0,0.09417177845064614,0.0,0.0,0.08760385363677389,0.07125166306054181,0.05771041601982251,0.32027988978224997,0.15929893347179988,0.0
53,shap,4,0.13497751308520198,0.0,0.0,0.0,0.0,0.2139452424597962,0.0,0.008538077255842769,0.0,0.0,0.02860620851914684,0.0,0.0,0.03233203528265556,0.01062516244651103,0.0,0.33119663955366835,0.2397791213971773,0.0
54,support_impurity_centrality,4,0.342570815644461,0.0,0.0,0.0,0.0,0.2941773368373492,0.0,0.0,0.0,0.0,0.043742098730974434,0.0,0.0,0.02734907661768153,0.011357285616098634,0.0,0.040747235437403856,0.24005615111603132,0.0
55,confidence_impurity_centrality,4,0.3129902718025254,0.0,0.0,0.0,0.0,0.27028287972702425,0.0,0.0,0.0,0.0,0.09785853660169672,0.0,0.0,0.030297086466591922,0.008788377791710923,0.0,0.026990140524538304,0.25279270708591267,0.0
56,lift_impurity_centrality,4,0.3580295894713539,0.0,0.0,0.0,0.0,0.26531059175675,0.0,0.0,0.0,0.0,0.06276422235699305,0.0,0.0,0.03470809711645217,0.010374053274830887,0.0,0.02426067138647044,0.24455277463714964,0.0
57,equal_impurity_centrality,4,0.2898180925887461,0.0,0.0,0.0,0.0,0.2627153554483941,0.0,0.0,0.0,0.0,0.10839917326793293,0.0,0.0,0.04152905941785831,0.03195595005300707,0.0,0.030498878307279285,0.2350834909167823,0.0
58,relevance_impurity_centrality,4,0.37809477418972826,0.0,0.0,0.0,0.0,0.28325205313520285,0.0,0.0,0.0,0.0,0.030393100021848283,0.0,0.0,0.02106984416289409,0.01272232486888875,0.0,0.026616470612572413,0.24785143300886536,0.0
59,support_relevance_centrality,4,0.0016419517926956105,0.0,0.0,0.0,0.0,0.00241155541746974,0.0,0.0,0.0,0.0,2.8915559157490787e-05,0.0,0.0,0.19189949830662872,0.0052069693509352805,0.0,0.3094206932000429,0.48939041637307024,0.0
60,confidence_relevance_centrality,4,0.00602667833648389,0.0,0.0,0.0,0.0,0.00851174437351695,0.0,0.0,0.0,0.0,0.00021764640138396084,0.0,0.0,0.0779856325186318,0.015269880558708584,0.0,0.6647583998646741,0.22723001794660067,0.0
61,lift_relevance_centrality,4,0.0070675263101638314,0.0,0.0,0.0,0.0,0.009579911409415349,0.0,0.0,0.0,0.0,0.00022613698991875275,0.0,0.0,0.026446533742083143,0.019929906794630334,0.0,0.8296494757465791,0.10710050900720952,0.0
62,equal_relevance_centrality,4,0.006018558463860758,0.0,0.0,0.0,0.0,0.008891459165303045,0.0,0.0,0.0,0.0,0.00029639066170122566,0.0,0.0,0.0782752165040537,0.015249307122035092,0.0,0.6639277269792839,0.22734134110376228,0.0
63,relevance_relevance_centrality,4,0.003646755324289917,0.0,0.0,0.0,0.0,0.004985965287295689,0.0,0.0,0.0,0.0,5.727203921389371e-05,0.0,0.0,0.113902294922964,0.012230471637573919,0.0,0.5582417028843795,0.30693553790428313,0.0
64,perm,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.2812499999999999,0.0,0.34375000000000006,0.0,0.0
65,gini,5,0.041154442038954006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041154442038954006,0.0,0.0,0.0,0.2657073884611704,0.17406393269460602,0.0,0.36814899549204533,0.10977079927427033,0.0
66,shap,5,0.0379477754136536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166806483704697,0.0,0.0,0.0,0.188083059502229,0.09021154014980863,0.0,0.42408970666680323,0.2379998534304586,0.0
67,support_impurity_centrality,5,0.1270737072562996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11545533042045435,0.0,0.0,0.0,0.0789644358926542,0.13190321942072197,0.0,0.34598876502902554,0.20061454198084433,0.0
68,confidence_impurity_centrality,5,0.2858817744616506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23111797093241293,0.0,0.0,0.0,0.09082555744884054,0.06123685936932511,0.0,0.23982417883670254,0.09111365895106813,0.0
