,method,fold,Time,radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3,tumor_size,lymph_node_status
65,perm,5,-0.17647058823529385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588235294117645,0.05882352941176475,0.0,0.0,0.0,0.0,0.0,0.0,-0.3529411764705885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823532,0.0
66,gini,5,0.21431432438043857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0837394021864165,0.1845834097725555,0.2447666694881498,0.0,0.0,0.0,0.0,0.0,0.0,0.09951607537881647,0.045059799311663144,0.034748372430817735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09327194705114233,0.0
67,shap,5,0.3066368800224657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025979387372933337,0.12668238949616042,0.10384417006432774,0.0,0.0,0.0,0.0,0.0,0.0,0.08887941282959462,0.20090520052642222,0.011046497970737406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1360260617173585,0.0
68,support_impurity_centrality,5,0.3164547218964378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022883194823448628,0.16718750026419288,0.28846117349746286,0.0,0.0,0.0,0.0,0.0,0.0,0.03531053304831661,0.009001452058364565,0.034114431881406206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12658699253037045,0.0
69,confidence_impurity_centrality,5,0.2998471765794034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003951038288439378,0.11799517636446802,0.21769376181320588,0.0,0.0,0.0,0.0,0.0,0.0,0.023818104861858376,0.0016478087678296913,0.23092289835400573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041240349707895,0.0
70,lift_impurity_centrality,5,0.31653781187841995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017723150060119433,0.11074199057483232,0.2437414744156923,0.0,0.0,0.0,0.0,0.0,0.0,0.016584351938668744,0.000607397407992676,0.20006649878237934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10994815999600277,0.0
71,equal_impurity_centrality,5,0.29789308189806835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003930685710548526,0.12306480657887787,0.21619930536287416,0.0,0.0,0.0,0.0,0.0,0.0,0.03168368037637141,0.0017434735640679245,0.2243325467602382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1011524197489535,0.0
72,relevance_impurity_centrality,5,0.32178890763614065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007790814725810253,0.15275946469276477,0.31452007423074824,0.0,0.0,0.0,0.0,0.0,0.0,0.023158921089838254,0.003019244149029565,0.0336645603065416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432980131691267,0.0
73,support_relevance_centrality,5,0.7232825973266716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05721196731673744,0.004838414046571745,0.03869462349075563,0.0,0.0,0.0,0.0,0.0,0.0,0.003956820190088309,0.17142181586698368,8.593826739375584e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005929023795176896,0.0
74,confidence_relevance_centrality,5,0.6806227739574119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05649496117998351,0.01983474047989768,0.07004168648002468,0.0,0.0,0.0,0.0,0.0,0.0,0.015233287398530353,0.15511870385512658,3.096820271173924e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002622878446313533,0.0
75,lift_relevance_centrality,5,0.6484224765989257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058629002389603585,0.0427506563882666,0.08007936609904096,0.0,0.0,0.0,0.0,0.0,0.0,0.028690467797297,0.13442290508569232,8.26105345065735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006922515106667262,0.0
76,equal_relevance_centrality,5,0.6801785292465186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05530419332304335,0.0197947352225363,0.06879086699192151,0.0,0.0,0.0,0.0,0.0,0.0,0.021032566233239996,0.1523628571037844,2.9595968683564287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025066559102722755,0.0
77,relevance_relevance_centrality,5,0.7144465072324921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055405595856332646,0.0121087399960204,0.042681301171823685,0.0,0.0,0.0,0.0,0.0,0.0,0.008434863953458306,0.16499440659125386,2.7407039398032615e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019258444946791819,0.0
78,perm,6,-0.040000000000000216,0.0,0.0,0.0,0.0,0.15999999999999998,0.3800000000000003,0.0,0.0,-0.22000000000000042,0.2600000000000002,0.08000000000000003,0.18000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,gini,6,0.22466886772451336,0.0,0.0,0.0,0.0,0.07172239790449657,0.07471083115051722,0.0,0.0,0.08004731908983995,0.04106058687621927,0.15206527632636052,0.20279329823401496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722437250514796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08068769764255866,0.0
80,shap,6,0.25894310856074193,0.0,0.0,0.0,0.0,0.06355234733542238,0.08504939422100308,0.0,0.0,0.11296659700230612,0.07585950613099744,0.07617728337871761,0.134951879118098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1300545587818104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244532547090307,0.0
81,support_impurity_centrality,6,0.2760951940196325,0.0,0.0,0.0,0.0,0.07199533359605854,0.07839490193662904,0.0,0.0,0.03160335309957389,0.00883248542590918,0.12511338976547282,0.2258715364133281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07779402461876693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10429978112462898,0.0
82,confidence_impurity_centrality,6,0.24114749896238274,0.0,0.0,0.0,0.0,0.1523278338146151,0.13919455610588757,0.0,0.0,0.021021029539009223,0.0014317424445253611,0.07594841683702311,0.14983699436034112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14575569101046199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333623692575363,0.0
83,lift_impurity_centrality,6,0.20977224460749877,0.0,0.0,0.0,0.0,0.14634753814976315,0.1557228521494797,0.0,0.0,0.015572508044498522,0.0006594234499647632,0.06801173629887693,0.15656219911104063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17107772593628434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07627377225259332,0.0
84,equal_impurity_centrality,6,0.2415490683307053,0.0,0.0,0.0,0.0,0.15551013023979535,0.1344825899669206,0.0,0.0,0.027537936565712177,0.0013931805592065467,0.07921675685762895,0.14953317156501483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402589113983679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07051825451664828,0.0
85,relevance_impurity_centrality,6,0.27924546854273685,0.0,0.0,0.0,0.0,0.06797584280467184,0.07557224634396383,0.0,0.0,0.020294214142713277,0.0030868476733674653,0.10944103647567795,0.24492490604742828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08092934142059653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11853009654884399,0.0
86,support_relevance_centrality,6,0.677470314134327,0.0,0.0,0.0,0.0,3.3814565007825775e-05,0.0006798573440165476,0.0,0.0,0.002291236183610069,0.02795992663452308,0.004223462399705194,0.0071105999065241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2795801303681078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006506584641784376,0.0
87,confidence_relevance_centrality,6,0.647694078217369,0.0,0.0,0.0,0.0,0.000468806099914062,0.00308589167883793,0.0,0.0,0.00996075465791963,0.026662449407900916,0.016387080496135686,0.03333848194809775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25967814521500815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002724312278816879,0.0
88,lift_relevance_centrality,6,0.6257069883577812,0.0,0.0,0.0,0.0,0.0011308590327986376,0.00436177656766804,0.0,0.0,0.01916740674234529,0.025524247483568328,0.03767659695876192,0.044362147873535165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2346680548198016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007401922163739866,0.0
89,equal_relevance_centrality,6,0.646381169967434,0.0,0.0,0.0,0.0,0.00048577224658738434,0.0031432913080717733,0.0,0.0,0.013455908659422275,0.026389718467372023,0.017140349521051947,0.03314689957628192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25719529148294473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002661598770833956,0.0
90,relevance_relevance_centrality,6,0.6715042777416785,0.0,0.0,0.0,0.0,9.06177842768729e-05,0.000791115253294381,0.0,0.0,0.004376926503193051,0.027220670063304378,0.010721512547501387,0.011107221755971005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2721043451617471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002083313189033258,0.0
91,perm,7,0.22222222222222207,0.0,0.0,0.04166666666666667,0.0,0.11111111111111109,0.08333333333333334,0.13888888888888892,-0.04166666666666658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.236111111111111,0.0,0.02777777777777781,0.0,-0.11111111111111091,0.0,0.0,0.0,0.0,0.0,0.0,0.15277777777777776,0.0,0.08333333333333334,-0.02777777777777772,0.0
92,gini,7,0.14060291292283766,0.0,0.0,0.027267156862745102,0.0,0.040840694830563795,0.07032115668540487,0.024929971988795516,0.0233718487394958,0.014542483660130707,0.027776913234429598,0.0233718487394958,0.03397713924279385,0.0,0.0,0.0,0.02908496732026145,0.1430960528930919,0.0,0.05459923552754437,0.0,0.0989107045128322,0.0,0.0,0.0,0.026010605855245335,0.0,0.0,0.09642385800474038,0.0,0.05141806722689075,0.0734543817527011,0.0
93,shap,7,0.29405880691122427,0.0,0.0,0.006519700228636627,0.0,0.09832678527929059,0.11359462390839428,0.03367746549361052,0.013698585505439901,0.01947875223814664,0.00906789276859771,0.005016036970819467,0.014026537443257112,0.0,0.0,0.0,0.05915939241206252,0.14095080071614577,0.0,0.0224631220210671,0.0,0.07199546092448651,0.0,0.0,0.0,0.016345163514276218,0.0,0.0,0.03290841569813731,0.0,0.015654823376066846,0.03305763459034068,0.0
94,support_impurity_centrality,7,0.2129706260721826,0.0,0.0,0.02165189261665337,0.0,0.12789965769190356,0.1284710176060753,0.012574168569898998,0.01791685177346182,0.005039387953009601,0.003729316675078636,0.024878340767822395,0.023732853061900584,0.0,0.0,0.0,0.012692704932990203,0.11833636987971108,0.0,0.016854889884131752,0.0,0.07492644992271623,0.0,0.0,0.0,0.02332744123624311,0.0,0.0,0.07217194756657047,0.0,0.06063958347308113,0.04218650031656919,0.0
95,confidence_impurity_centrality,7,0.19069780026933497,0.0,0.0,0.0349751563129023,0.0,0.12226046380593447,0.0620961695615361,0.02657512292412786,0.054194813547466435,0.002923931773064402,0.000885722658425232,0.048523299402306465,0.04090384035002059,0.0,0.0,0.0,0.009540024363809848,0.13798683858082272,0.0,0.030409600142977323,0.0,0.04536664915845723,0.0,0.0,0.0,0.03720213089053855,0.0,0.0,0.08514393195813283,0.0,0.04540766818884943,0.024906836111293344,0.0
96,lift_impurity_centrality,7,0.16883758039320693,0.0,0.0,0.03699086133519129,0.0,0.11275487587974897,0.078104281882104,0.024946017333081907,0.05791573027832603,0.003331179467300526,0.0004239141142207756,0.06032510169206657,0.05875642470524792,0.0,0.0,0.0,0.009319102449280409,0.12140555950236455,0.0,0.020743437066646744,0.0,0.02927241423471447,0.0,0.0,0.0,0.05293157834305422,0.0,0.0,0.09400288110756248,0.0,0.04195629037363271,0.02798276984224926,0.0
97,equal_impurity_centrality,7,0.19069780026933497,0.0,0.0,0.0349751563129023,0.0,0.12226046380593447,0.0620961695615361,0.02657512292412786,0.054194813547466435,0.002923931773064402,0.000885722658425232,0.048523299402306465,0.04090384035002059,0.0,0.0,0.0,0.009540024363809848,0.13798683858082272,0.0,0.030409600142977323,0.0,0.04536664915845723,0.0,0.0,0.0,0.03720213089053855,0.0,0.0,0.08514393195813283,0.0,0.04540766818884943,0.024906836111293344,0.0
98,relevance_impurity_centrality,7,0.2489281978228839,0.0,0.0,0.011910839235809085,0.0,0.1413742913725448,0.1413303517319115,0.0071045578541827125,0.012659722091935291,0.002259926285209534,0.001431375173693682,0.029356612651994882,0.028928221349508013,0.0,0.0,0.0,0.005686922655289084,0.10367468337978339,0.0,0.008909874256323834,0.0,0.04082795669952308,0.0,0.0,0.0,0.026740941397242052,0.0,0.0,0.07649506373490363,0.0,0.0638003561172007,0.04858010619006087,0.0
99,support_relevance_centrality,7,0.6876863024827614,0.0,0.0,8.744668695245709e-05,0.0,0.06318420439100254,0.009182467019310279,1.8720575185380998e-06,2.5920796553373873e-06,0.005274570010774433,0.0026974667430539317,5.616172571089319e-06,0.13010591603236532,0.0,0.0,0.0,0.00036574723525783544,0.043412093077100235,0.0,0.005363336131892706,0.0,0.03915080151768577,0.0,0.0,0.0,0.007945047084155086,0.0,0.0,0.001479609434558254,0.0,0.0018344723459638227,0.0022204394974209185,0.0
100,confidence_relevance_centrality,7,0.530964922230652,0.0,0.0,0.00044156116142990475,0.0,0.08409744268728234,0.02662358291221778,2.3803838930199173e-05,3.5705762076391824e-05,0.006416708224916823,0.0060691491054884325,6.427037252560266e-05,0.09386206533479083,0.0,0.0,0.0,0.0009719887485973469,0.1131777385209286,0.0,0.007786562599986847,0.0,0.09837175431325833,0.0,0.0,0.0,0.012000617174977817,0.0,0.0,0.006282224364517591,0.0,0.005622463199882427,0.007187439447540789,0.0
101,lift_relevance_centrality,7,0.3864390650027738,0.0,0.0,0.0003252210671098466,0.0,0.07387274369993317,0.047712541614132416,3.066395767759551e-05,3.7603828333637906e-05,0.004319486599517613,0.007055588890833657,0.00012609603453513687,0.0624506678115578,0.0,0.0,0.0,0.0007769276526638445,0.18589639911981884,0.0,0.0071126963061481,0.0,0.1777482947272714,0.0,0.0,0.0,0.008502939892294052,0.0,0.0,0.01266547678787243,0.0,0.011260068259441458,0.013667518748085175,0.0
102,equal_relevance_centrality,7,0.530964922230652,0.0,0.0,0.00044156116142990475,0.0,0.08409744268728234,0.02662358291221778,2.3803838930199173e-05,3.5705762076391824e-05,0.006416708224916823,0.0060691491054884325,6.427037252560266e-05,0.09386206533479083,0.0,0.0,0.0,0.0009719887485973469,0.1131777385209286,0.0,0.007786562599986847,0.0,0.09837175431325833,0.0,0.0,0.0,0.012000617174977817,0.0,0.0,0.006282224364517591,0.0,0.005622463199882427,0.007187439447540789,0.0
103,relevance_relevance_centrality,7,0.6078611764593815,0.0,0.0,7.650149392944397e-05,0.0,0.06317469122225135,0.02173599563318002,2.237903234981579e-06,2.829056688890252e-06,0.00450964381644077,0.002432790370698545,1.530322297033779e-05,0.1111006340574356,0.0,0.0,0.0,0.00031865557658457055,0.07649102742538381,0.0,0.004754707138163666,0.0,0.08552182174624592,0.0,0.0,0.0,0.006891446723212604,0.0,0.0,0.004061102191304263,0.0,0.005040022168548865,0.006009413794344823,0.0
104,perm,8,1.1612903225806428,0.0,0.0,-0.22580645161290253,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129,0.064516129032258,-0.06451612903225779,0.0,0.0,0.161290322580645,0.0,0.0,0.16129032258064493,-0.29032258064516037,0.0,0.0,0.225806451612903,0.0,-0.16129032258064466,0.2580645161290319,0.0,-0.1290322580645157,0.0,0.0,0.0,0.19354838709677397,-0.3870967741935473
105,gini,8,0.17162082471760523,0.0,0.0,0.04700498293758933,0.0,0.035821520770348635,0.03876387467878742,0.0,0.0,0.0,0.10679778651521708,0.02998224427683181,0.06958905148203991,0.0,0.0,0.05077035317184532,0.0,0.026343648648452,0.040992490654696526,0.04629306614634702,0.0,0.0,0.035022252158169336,0.0,0.05600613767776525,0.04386682451632155,0.04049845350736084,0.03190832272778549,0.0,0.0,0.0404064799714287,0.02588652421723453,0.06242516122417431
106,shap,8,0.2572933998853702,0.0,0.0,0.04390023543971039,0.0,0.032220051676989936,0.03961971321521116,0.0,0.0,0.0,0.040128509378524774,0.029943374598169727,0.07966369869232166,0.0,0.0,0.031855046290045826,0.0,0.0,0.06028124874318629,0.04031654240714578,0.0,0.0,0.024167804027916417,0.0,0.06276577746675639,0.09604296370724467,0.015471818510955051,0.010563044840351175,0.0,0.0,0.020868926806870858,0.02324975943304243,0.09164808488018744
107,support_impurity_centrality,8,0.19135493341855647,0.0,0.0,0.05471009377699609,0.0,0.01718131921181672,0.0355431280011921,0.0,0.0,0.0,0.02870708541854449,0.014467537611449562,0.145215278320802,0.0,0.0,0.05982863340900923,0.0,0.012109991115396342,0.04397289470800519,0.010302695366310493,0.0,0.0,0.04018659361022839,0.0,0.07868899725925228,0.040385302603773605,0.007184555276791561,0.025388286540003042,0.0,0.0,0.017841651110671843,0.02144791479726984,0.15548310844393076
108,confidence_impurity_centrality,8,0.18078931364165385,0.0,0.0,0.04723912002885554,0.0,0.020714192064909938,0.06284205460642905,0.0,0.0,0.0,0.042566918039699544,0.008037328996933032,0.09777788316880952,0.0,0.0,0.11031905119120482,0.0,0.003072858251119195,0.07388577902778744,0.01729951572338528,0.0,0.0,0.05185385378374244,0.0,0.03452346775610004,0.030761541864307896,0.0020049567525290404,0.0527972289094421,0.0,0.0,0.008058564311746414,0.04355236924673795,0.11190400263460659
109,lift_impurity_centrality,8,0.17447211455716477,0.0,0.0,0.054878616890555225,0.0,0.026652019656332748,0.07330338988136179,0.0,0.0,0.0,0.029291067438523593,0.009179053824303446,0.10228868275388894,0.0,0.0,0.10682689216474686,0.0,0.0015660244072004236,0.08202036612602959,0.02316459217433338,0.0,0.0,0.03963208386759864,0.0,0.03777559124354523,0.036706928304705844,0.0008720117742813633,0.0535310484199289,0.0,0.0,0.008457031908574974,0.035471198287526984,0.1039112863193971
110,equal_impurity_centrality,8,0.18138233677439367,0.0,0.0,0.04677974940977198,0.0,0.020512759624448283,0.06223095529908793,0.0,0.0,0.0,0.04215298163528661,0.00997812358894936,0.09805434226148266,0.0,0.0,0.10924626806545103,0.0,0.0030429766445966688,0.07316728647261848,0.017131288854577334,0.0,0.0,0.051349607792285444,0.0,0.03516945382274958,0.03046240529018162,0.0022718659751067905,0.05228380919046318,0.0,0.0,0.009657921148841734,0.04312884995147571,0.11199701819823168
111,relevance_impurity_centrality,8,0.21039459868380622,0.0,0.0,0.04884525697585089,0.0,0.013550084567008399,0.042586980646452145,0.0,0.0,0.0,0.017671035889095434,0.014367874235531571,0.16959279125814175,0.0,0.0,0.06444823447660644,0.0,0.004679765128646216,0.05277172767278302,0.010128508356157669,0.0,0.0,0.030173740834644698,0.0,0.08156330697839873,0.031759961040806715,0.0027405222741488317,0.023835013237847612,0.0,0.0,0.017356007020055006,0.011825715290668382,0.15170887543335035
112,support_relevance_centrality,8,0.47430873999574025,0.0,0.0,0.0027104319618237193,0.0,0.006960515861271774,0.01548468541606235,0.0,0.0,0.0,0.007525562179608986,0.0017400421426462238,0.21278744874651137,0.0,0.0,4.841706679929968e-05,0.0,0.004170071346890957,0.1497577369275712,0.013522499449221072,0.0,0.0,0.00018004916174017995,0.0,0.014914409745336199,0.021507347266463844,0.0083122120214277,1.061828398755438e-05,0.0,0.0,0.005069825834947166,7.704026711187145e-06,0.060981682565239
113,confidence_relevance_centrality,8,0.3776108763844451,0.0,0.0,0.008160925147833592,0.0,0.008478154221306333,0.022246123343573794,0.0,0.0,0.0,0.012907233678248939,0.00506573056937988,0.2656882630729262,0.0,0.0,0.00031584807253103866,0.0,0.005419815567958068,0.10301748209349888,0.017249265297771973,0.0,0.0,0.0010967314146699762,0.0,0.03723725310602714,0.029755364430692356,0.010189125319012452,0.0001236511637133454,0.0,0.0,0.010917552770385796,8.265811196115848e-05,0.08443794623406395
114,lift_relevance_centrality,8,0.3567394406297731,0.0,0.0,0.010731165964314563,0.0,0.007966900089646182,0.023779275798728444,0.0,0.0,0.0,0.019869052532320998,0.011455841593337415,0.24384547681204513,0.0,0.0,0.0008120028650806939,0.0,0.0052044447135305314,0.0884287681682573,0.016044324996752422,0.0,0.0,0.0025924561026062338,0.0,0.04563134841507365,0.03316209139606754,0.00866020495292218,0.0003027510236472234,0.0,0.0,0.028113202584965434,0.0001332571909124226,0.09652799417001856
115,equal_relevance_centrality,8,0.3771969353101792,0.0,0.0,0.008123430750086367,0.0,0.00843920235239716,0.022143916181779248,0.0,0.0,0.0,0.012847932931754881,0.006297938204840445,0.26489929628379266,0.0,0.0,0.000314396946213293,0.0,0.0053949148714144204,0.10254418055248957,0.017170015604605286,0.0,0.0,0.001091692612924021,0.0,0.03757803419387852,0.02961865695588183,0.010142312597355667,0.00012308306318182583,0.0,0.0,0.011268727784108807,8.227834911923005e-05,0.08472305445399758
116,relevance_relevance_centrality,8,0.46058807277996183,0.0,0.0,0.0032805569167806536,0.0,0.0066392926234830445,0.01530201457940973,0.0,0.0,0.0,0.008325139310354127,0.00431190963743771,0.20915923236467085,0.0,0.0,0.00014270405456574828,0.0,0.003962665621162067,0.14140697537257763,0.012889408856855258,0.0,0.0,0.0004863755819213908,0.0,0.021177231098422004,0.021773688476654576,0.00784198973598396,2.8857596218565528e-05,0.0,0.0,0.014641514774595991,1.0270832774026658e-05,0.06803209978617084
117,perm,9,-1.9999999999999793,0.0,0.0,0.0,0.0,0.0,-0.3333333333333299,0.0,0.0,0.0,0.0,-0.3333333333333292,5.333333333333286,0.0,0.0,0.0,0.0,0.0,-3.9999999999999614,-1.3333333333333195,3.6666666666666337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,gini,9,0.2015616997520107,0.0,0.0,0.0,0.0,0.0,0.11858632587705442,0.0,0.0,0.0,0.0759518803665732,0.17559457841367504,0.22656014080345116,0.0,0.0,0.0,0.0,0.0,0.05508041833297555,0.0996577642147067,0.04700719223955327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,shap,9,0.2598746241226593,0.0,0.0,0.0,0.0,0.0,0.09208194693632717,0.0,0.0,0.0,0.013828996564774678,0.17576089621731736,0.17589941770761272,0.0,0.0,0.0,0.0,0.0,0.056589106382352435,0.09679810135683269,0.12916691071212363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,support_impurity_centrality,9,0.31348992647668605,0.0,0.0,0.0,0.0,0.0,0.03313523034419024,0.0,0.0,0.0,0.027616778072408824,0.19821670774518232,0.27709816080567645,0.0,0.0,0.0,0.0,0.0,0.0805064187476183,0.05209027995934036,0.017846497848897455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,confidence_impurity_centrality,9,0.3025742432587147,0.0,0.0,0.0,0.0,0.0,0.035818593859040314,0.0,0.0,0.0,0.006518634278685113,0.21760482500046466,0.2755336006825863,0.0,0.0,0.0,0.0,0.0,0.09155149250102179,0.0589818729849831,0.011416737434503886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,lift_impurity_centrality,9,0.32531556785686394,0.0,0.0,0.0,0.0,0.0,0.027518478554497607,0.0,0.0,0.0,0.0029429513697067145,0.18328479361581346,0.31065358009528105,0.0,0.0,0.0,0.0,0.0,0.09954170185354752,0.0392437960587503,0.0114991305955392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,equal_impurity_centrality,9,0.29153122343810783,0.0,0.0,0.0,0.0,0.0,0.043104895800255935,0.0,0.0,0.0,0.006267485047711901,0.21744559349410328,0.2647419984465078,0.0,0.0,0.0,0.0,0.0,0.09091747583386384,0.07070523530325855,0.015286092636190764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,relevance_impurity_centrality,9,0.3244505924943352,0.0,0.0,0.0,0.0,0.0,0.021549842703944992,0.0,0.0,0.0,0.010045483833387577,0.1811791866704845,0.3187193933164553,0.0,0.0,0.0,0.0,0.0,0.09704859287792597,0.035918301001443734,0.01108860710202267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,support_relevance_centrality,9,0.6826798663861775,0.0,0.0,0.0,0.0,0.0,0.0016793567411260515,0.0,0.0,0.0,0.05396234267180994,0.006476683042406111,0.03397542590423237,0.0,0.0,0.0,0.0,0.0,0.0006902928440473616,0.0020050144178394838,0.21853101799236122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,confidence_relevance_centrality,9,0.6334143840236955,0.0,0.0,0.0,0.0,0.0,0.008544897691525352,0.0,0.0,0.0,0.052160544267053105,0.027425735189108673,0.05621175527873043,0.0,0.0,0.0,0.0,0.0,0.0029109583827199477,0.009011695952285651,0.21032002921488127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,lift_relevance_centrality,9,0.5786486857519918,0.0,0.0,0.0,0.0,0.0,0.0175336826300705,0.0,0.0,0.0,0.050797662987098896,0.062126326275840055,0.06078227452877041,0.0,0.0,0.0,0.0,0.0,0.007345532658070327,0.015371977351751486,0.20739385781640648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,equal_relevance_centrality,9,0.6264906255730731,0.0,0.0,0.0,0.0,0.0,0.011396128614838632,0.0,0.0,0.0,0.0509067273232866,0.0261936606523546,0.05429796617906071,0.0,0.0,0.0,0.0,0.0,0.002788035971307284,0.01180738674701049,0.21611946893906855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,relevance_relevance_centrality,9,0.6681208099150313,0.0,0.0,0.0,0.0,0.0,0.0036899226950102768,0.0,0.0,0.0,0.05154376938876763,0.01870527433100618,0.036916632636256635,0.0,0.0,0.0,0.0,0.0,0.0022192700802657252,0.004285262974598943,0.2145190579790633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
