,method,fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22
30,confidence_impurity_centrality,2,0.11817019518027196,0.028998704278261612,0.0,0.13892844725383272,0.011357780023615448,0.0,0.22693751553286778,0.0014857587183463535,0.0,0.1002442537987362,0.04638006582982017,0.0,0.24006235980018065,0.03417523463341857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05325968495064856
31,lift_impurity_centrality,2,0.1176074803766912,0.011966928747713835,0.0,0.21306142157590696,0.004687536097434072,0.0,0.14341737424148066,0.0006132079981578637,0.0,0.0936067228025806,0.06122017807874513,0.0,0.31773986371582763,0.01410323613562856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021976050229833503
32,equal_impurity_centrality,2,0.11106248510788988,0.02284954485268096,0.0,0.16278681201597,0.008961704949650096,0.0,0.20171799879560287,0.001219761030574244,0.0,0.10118767596137752,0.0494515585832337,0.0,0.2624360940580799,0.030845834914840817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04748052973010002
33,relevance_impurity_centrality,2,0.20889945548897637,0.002907177770071065,0.0,0.06878926361975575,0.0027170744749084375,0.0,0.15981546691790982,0.0001856424470987021,0.0,0.04333265719515554,0.12048809199795403,0.0,0.3756411575133504,0.006800784924396504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010423227650423389
34,support_relevance_centrality,2,0.3240803561577861,4.999062725299749e-05,0.0,0.001731891865787259,0.0004356481676672714,0.0,0.0994967786322961,0.0038284760972911998,0.0,0.004514619503904808,0.08541245889104608,0.0,0.4680967078723535,0.00042095172488294726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011932120459731693
35,confidence_relevance_centrality,2,0.3125261626205917,0.00040768034826603163,0.0,0.006895330050482736,0.001065830975842669,0.0,0.10480721858732955,0.003602508698357355,0.0,0.011849050150019934,0.0891916112083421,0.0,0.455486235107929,0.001747861657444139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012420510595394754
36,lift_relevance_centrality,2,0.32858549813692706,0.00011103575445775377,0.0,0.002522139102355209,0.00029028955413606917,0.0,0.1012852404375039,0.0009811786929794784,0.0,0.007574853969346425,0.0866422117659891,0.0,0.4681486699263571,0.0004760466014684994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033828360584793847
37,equal_relevance_centrality,2,0.31948548665794885,0.0002494162586085941,0.0,0.004592981377738048,0.000652068649947175,0.0,0.10231681689099997,0.0022039920368270394,0.0,0.01045356790297699,0.08834524509792645,0.0,0.4628456533853584,0.0012411628871484164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007613608854520077
38,relevance_relevance_centrality,2,0.33078834265370094,1.4751183728564075e-05,0.0,0.0006087746320780334,0.00012855062073761507,0.0,0.10072928270738885,0.0011297028550665605,0.0,0.0018932573662861975,0.08636884751307511,0.0,0.4746967423679413,0.00012115879379843542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352058930619844
39,perm,3,-0.14285714285714662,0.8571428571428694,-0.0,-0.857142857142872,2.0000000000000306,-0.0,1.7142857142857404,-2.1428571428571783,-0.0,0.28571428571428975,-0.0,-0.14285714285714618,3.5714285714286267,-0.0,1.2857142857143042,-2.000000000000033,-0.5714285714285804,-0.0,-0.14285714285714532,-3.142857142857194,-0.0,0.4285714285714342
40,gini,3,0.06292965001297718,0.06050441298219993,0.02065152215862154,0.060113420832745394,0.056902431811639016,0.01034675041013791,0.037861209845156,0.06911733760545528,0.026917708683684143,0.04777888613843716,0.0152368852201036,0.008834310972759805,0.186510325027738,0.0,0.014370815539776314,0.07613632807687405,0.0670920066821372,0.0,0.058937193024030055,0.029320285058541725,0.0,0.09043851991698557
41,shap,3,0.09622254460543048,0.04057192080881932,0.02163034073433675,0.06776763932817341,0.053599751254362775,0.008302308282257375,0.06115632927796298,0.09485679183876294,0.0178476973948518,0.08118729703014398,0.015050171367199312,0.009171815109810822,0.10449378290841,0.0,0.018009983190880326,0.04663372892899092,0.06669088973685704,0.0,0.04148453591686348,0.03215774846254282,0.0,0.12316472382334334
42,support_impurity_centrality,3,0.07499351637384039,0.06913948254389371,0.020319393091168144,0.0769596578248269,0.03429011003359572,0.005122015749019796,0.028534441136802056,0.051399566823089674,0.030929235956814804,0.06857642678016734,0.0023192160071098316,0.03207548702924996,0.14024635226017898,0.0,0.023843295379732746,0.05984633681422381,0.05729000399567233,0.0,0.04359968553672601,0.050935120639536334,0.0,0.12958065602435143
43,confidence_impurity_centrality,3,0.10334025964552082,0.07923504967943135,0.033347124755183866,0.07887467003592938,0.029176891288236098,0.008007823713089618,0.04620060080581889,0.05408664534247184,0.014565311573325178,0.03382651999318364,0.0010869341838291018,0.027115683703795086,0.13737712779692224,0.0,0.017132345201628513,0.05371448625735521,0.05407417427161569,0.0,0.05792888160991137,0.039064525153484735,0.0,0.13184494498926758
44,lift_impurity_centrality,3,0.10513813520352713,0.08343274224243932,0.04282973312876388,0.07768817355045857,0.033971863680737985,0.01110390681795217,0.05128061225443526,0.05884521210576592,0.006453013234392648,0.03538564160960289,0.00043597729362061853,0.03278280683158579,0.1087014691871684,0.0,0.016750748157170904,0.060414387311226864,0.06976405226088946,0.0,0.05578615213098644,0.03986681969904564,0.0,0.10936855330023018
45,equal_impurity_centrality,3,0.10327995463500228,0.07884710673814462,0.033958675506784275,0.07830949260753169,0.02898025031548289,0.007945788804854111,0.04595240991089656,0.05448978126422756,0.014685383307600944,0.034109556622601296,0.0012365838721344045,0.02703208107060231,0.13706536123788574,0.0,0.016999624564846168,0.05382382989984741,0.053890364343902805,0.0,0.05798808216658607,0.03964989522705679,0.0,0.1317557779040122
46,relevance_impurity_centrality,3,0.08841782972574665,0.07657932382885878,0.02234334858440315,0.08055079596364459,0.0239681201730915,0.005323006053212121,0.0355511323280509,0.050079699003535726,0.01698653166962127,0.04279193207420244,0.0007506596822536085,0.023980205675023323,0.15163197031276626,0.0,0.012657410402080852,0.061246990265673,0.07264334317853223,0.0,0.04503363448220665,0.04968132829540602,0.0,0.13978273830169102
47,support_relevance_centrality,3,0.0017661895257498452,2.7563454522043602e-05,9.907944540527954e-05,0.005592827006815892,0.002240834368754713,1.6601926441730916e-05,0.012180810676504165,0.09199239410878537,0.05622891560401032,0.025460114309126234,4.171766157623473e-05,0.0007980631167526938,0.03132941875843568,0.0,2.6392806227297895e-05,0.08978355604598462,0.30606542065206216,0.0,0.003725748734833283,0.038047251239397464,0.0,0.33457710055861495
48,confidence_relevance_centrality,3,0.006203844914413513,0.0002905272406392421,0.0009963718902388445,0.01296841884470478,0.007206631956569112,0.00016378717272805566,0.018907616221164956,0.04270251756744406,0.03726303203946472,0.031802970993935274,0.00020278411685679506,0.0017562550007551745,0.036533776992378336,0.0,0.00020278411545365362,0.14458916790170787,0.45313176257515675,0.0,0.008999822809236535,0.028251939091692324,0.0,0.16782598855546
49,lift_relevance_centrality,3,0.0083348475344829,0.0005886054076375077,0.0020613409865885227,0.008335343344868839,0.009329196890916746,0.0001329794496390713,0.011015569296756046,0.04722257424676215,0.08297939981382378,0.049924412802142756,0.00011643699265415715,0.0015437714607648512,0.04482162296059394,0.0,0.00029812987282456377,0.12423307932856517,0.3216290478825989,0.0,0.005780821593397096,0.05795611183588046,0.0,0.22369670829910254
50,equal_relevance_centrality,3,0.005774096250394641,0.00029283744404411707,0.0009180363516191398,0.011948831595005921,0.006640040906096492,0.00015091009688885748,0.01742108462065526,0.04322427054732687,0.045623341188649094,0.033286261602415046,0.0001868410707179781,0.001794751687451573,0.03764271708606082,0.0,0.00018684106942515276,0.14075385244628244,0.42879180338122935,0.0,0.008352134553529624,0.034940991315670654,0.0,0.18207035678653696
51,relevance_relevance_centrality,3,0.0011194865013321763,4.9854627966815396e-05,0.00018568982292480166,0.002871121174021189,0.0018232449251298318,1.0218630056463068e-05,0.006138338201601364,0.0723879471321947,0.10622102545321345,0.039932067882094247,2.0996945464414597e-05,0.00043959457353202246,0.041984607790795145,0.0,2.1976394754903093e-05,0.09715203985705546,0.231973094673786,0.0,0.0019043280973313225,0.07119652711765538,0.0,0.32456784019909035
52,perm,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536585365853654,0.0,0.21951219512195128,0.0,0.0,2.1933674388936007e-16,-0.07317073170731685,0.0,0.0,0.0,0.0,0.0
53,gini,4,0.03982164811378265,0.0,0.0,0.0,0.0,0.0,0.0,0.02826396495072992,0.0,0.10912912368705698,0.14358963294696067,0.0,0.38892404042496703,0.02440170061641491,0.0,0.11606597304272707,0.04572225740713465,0.0,0.0,0.04541352997887427,0.0,0.05866812883135201
54,shap,4,0.015531454867500506,0.0,0.0,0.0,0.0,0.0,0.0,0.01906936435968287,0.0,0.11929354481208125,0.19824053903906,0.0,0.3349148182121229,0.013414725842390948,0.0,0.1378591885333215,0.06485474443538305,0.0,0.0,0.026765535512402835,0.0,0.07005608438605421
55,support_impurity_centrality,4,0.031365456136972905,0.0,0.0,0.0,0.0,0.0,0.0,0.0005209325225640535,0.0,0.04594223477480417,0.16219956545420938,0.0,0.3042152703501828,0.005796204411024568,0.0,0.3253360989421989,0.06366268559632363,0.0,0.0,0.020592712801215343,0.0,0.040368839010504226
56,confidence_impurity_centrality,4,0.1105281824835259,0.0,0.0,0.0,0.0,0.0,0.0,0.0019186350115597763,0.0,0.0850150551215826,0.15512315462933285,0.0,0.1827815288398552,0.012171596267410196,0.0,0.3020543805523615,0.025574329192047912,0.0,0.0,0.05501620917181991,0.0,0.0698169287305041
57,lift_impurity_centrality,4,0.06641435429140499,0.0,0.0,0.0,0.0,0.0,0.0,0.001153146831517983,0.0,0.051086839466879176,0.1581867210759054,0.0,0.2651018150261902,0.007315281429987079,0.0,0.3224146877236603,0.05330567873877236,0.0,0.0,0.0330643718922772,0.0,0.041957103523405356
58,equal_impurity_centrality,4,0.10642348121936127,0.0,0.0,0.0,0.0,0.0,0.0,0.00176753275830801,0.0,0.07527511868680772,0.15006895432361103,0.0,0.21223187368867014,0.009765006153812842,0.0,0.289327080609824,0.033774972548837115,0.0,0.0,0.06334268085629756,0.0,0.05802329915447032
59,relevance_impurity_centrality,4,0.012208485121953869,0.0,0.0,0.0,0.0,0.0,0.0,0.0002051936911801032,0.0,0.017707973521014456,0.16262677698182282,0.0,0.3550021233464945,0.002320763296555645,0.0,0.3438188356963421,0.08247860937830437,0.0,0.0,0.00789282492384196,0.0,0.015738414042490254
60,support_relevance_centrality,4,5.7628636212225004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0015938500637716331,0.0,0.0016780867357323549,0.1376912792985001,0.0,0.5681471655517343,6.302773485061924e-05,0.0,0.2495867084520522,0.037419744288798996,0.0,0.0,0.00016531225275440235,0.0,0.003597196985593214
61,confidence_relevance_centrality,4,0.0006423215512840144,0.0,0.0,0.0,0.0,0.0,0.0,0.0018699845162371157,0.0,0.005587111435422431,0.13755423282866588,0.0,0.5642410453584471,0.00032423041268553717,0.0,0.24536740260318626,0.03813561039083148,0.0,0.0,0.0007896641293566607,0.0,0.005488396773883472
62,lift_relevance_centrality,4,0.00017275735846200834,0.0,0.0,0.0,0.0,0.0,0.0,0.0005029468258456394,0.0,0.0015026961077142678,0.13885127605729886,0.0,0.5679830153189412,8.720428190038163e-05,0.0,0.2511741366866655,0.0380374393325328,0.0,0.0,0.00021238628656816623,0.0,0.0014761417440711502
63,equal_relevance_centrality,4,0.00035698647799232703,0.0,0.0,0.0,0.0,0.0,0.0,0.0010392912786706416,0.0,0.0031051787527524403,0.13853137428152054,0.0,0.5676283252713424,0.0001801992675650228,0.0,0.24763928011975178,0.03787618766534612,0.0,0.0,0.0004388758492882401,0.0,0.0032043010357704666
64,relevance_relevance_centrality,4,1.7982447546663315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000497345192436933,0.0,0.000523630401636114,0.1387824587859962,0.0,0.5690739593993205,1.966718302521878e-05,0.0,0.25210734375639426,0.0378105773616395,0.0,0.0,5.158405801574211e-05,0.0,0.001115451413988855
65,perm,5,0.4000000000000002,-0.0,-0.0,-0.0,-0.0,-0.0,0.3600000000000001,-0.0,-0.0,-0.0,0.40000000000000024,-0.0,-0.16000000000000053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
66,gini,5,0.19652329683993608,0.007351719891091219,0.0,0.0379255391207086,0.0,0.04125545619752768,0.14306331955797968,0.0028332454034734698,0.0,0.029869167200984138,0.12081257710850157,0.0,0.36772821127326294,0.03399646822856812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018640999177966414
67,shap,5,0.11926394515755338,0.018978618924726944,0.0,0.054924141815990285,0.0,0.04041759337517145,0.11036123801817116,0.021082710458951062,0.0,0.051654727959773175,0.1382814625820297,0.0,0.29067453255902487,0.0647032770909028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08965775205770524
68,support_impurity_centrality,5,0.23892861691918243,0.007467013323108765,0.0,0.02123019469019764,0.0,0.01428589808169535,0.18513836573033335,0.00031694850766997914,0.0,0.010661963610511273,0.14050363264717097,0.0,0.3401471768830422,0.017600455352934335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023719734254153697
69,confidence_impurity_centrality,5,0.2377102801302147,0.03415589095765224,0.0,0.026211226591223973,0.0,0.016603862567486586,0.2660150416887536,0.0012051456468153518,0.0,0.02147720870590636,0.0896180076596876,0.0,0.2200386649420408,0.036293622096326146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05067104901389263
70,lift_impurity_centrality,5,0.24418020675356375,0.01612105638028264,0.0,0.012372010577455454,0.0,0.007837358037369607,0.22257169764593104,0.0005688782937577075,0.0,0.01013755123162801,0.13461237179589428,0.0,0.31055398633938197,0.017130096131797043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023914786812938512
71,equal_impurity_centrality,5,0.22451124800800157,0.028527759424402683,0.0,0.02734235971935729,0.0,0.017448824197993085,0.25710494052285204,0.0010787209341305251,0.0,0.02217323608955127,0.09695439428806482,0.0,0.24262374418476151,0.03661195958307405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045622813047811156
72,relevance_impurity_centrality,5,0.24724348603340945,0.0025078983015316193,0.0,0.00621595870678849,0.0,0.004208448267693405,0.18543567082659612,0.00010543224699068077,0.0,0.00338663342879572,0.1633775028630959,0.0,0.3741139249163601,0.005635348168716159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007769696240022364
73,support_relevance_centrality,5,0.3374888207242137,4.6208435397333234e-05,0.0,0.0018799987510513226,0.0,0.0034823523131108387,0.11199064586752697,0.0032202145197661124,0.0,0.0005204681935361836,0.0699297042627656,0.0,0.4624398954490964,0.001887944177191998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007113747306343503
74,confidence_relevance_centrality,5,0.3375403764269081,0.00036454435787709993,0.0,0.00684533294229948,0.0,0.008103498075157617,0.1139142003922899,0.002721931205458525,0.0,0.001810863146930377,0.07200035702630492,0.0,0.4439642534332251,0.005103596352770516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007631046640778404
75,lift_relevance_centrality,5,0.3344539443247538,0.00010229390939671939,0.0,0.0019208522986661459,0.0,0.0022738966177569863,0.11540148457091144,0.0007637945234932848,0.0,0.0005081411833079809,0.07235385877690009,0.0,0.4686483041377354,0.0014321060374289352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002141323619649248
76,equal_relevance_centrality,5,0.3427994959139491,0.00023451783590816577,0.0,0.00440372380757068,0.0,0.0065530011115754,0.11247658117364207,0.00175106650809898,0.0,0.0013520032722553843,0.07081514846057775,0.0,0.45142204074358666,0.0032832338401025504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004909187332733233
77,relevance_relevance_centrality,5,0.3340319257677158,1.363168103251332e-05,0.0,0.0005546074672728773,0.0,0.0009376864278685258,0.1149076992358992,0.0009499767049796434,0.0,0.00014876764663393185,0.07179836767154635,0.0,0.4740018012782521,0.000556951365616484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002098584753182566
78,perm,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29545454545454536,0.0,0.43181818181818166,0.0,0.0,0.34090909090909094,-0.06818181818181804,0.0,0.0,0.0,0.0,0.0
79,gini,6,0.0,0.0,0.045143635624531143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11264034950919685,0.0,0.4457005983852288,0.0,0.0,0.11481604920938163,0.12366298060365123,0.0,0.0,0.10629769067353097,0.0,0.05173869599447936
80,shap,6,0.0,0.0,0.06360062031421358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11405404335678246,0.0,0.4470412036837767,0.0,0.0,0.14941951468056677,0.09515863667531435,0.0,0.0,0.07603729541423887,0.0,0.054688685875107244
81,support_impurity_centrality,6,0.0,0.0,0.01628991733364156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1906190964087048,0.0,0.38447645885016074,0.0,0.0,0.2849461332790472,0.0808258512473616,0.0,0.0,0.029481960216111613,0.0,0.013360582664972491
82,confidence_impurity_centrality,6,0.0,0.0,0.04156625366838314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16799713762935262,0.0,0.3412242175409025,0.0,0.0,0.252727971724467,0.07113336090993329,0.0,0.0,0.09431927243750865,0.0,0.031031786089452833
