,method,fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22
83,lift_impurity_centrality,6,0.0,0.0,0.016662498452660744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18983305566060635,0.0,0.37261978711104227,0.0,0.0,0.28863323846308314,0.08200499481553557,0.0,0.0,0.03780666375242703,0.0,0.0124397617446449
84,equal_impurity_centrality,6,0.0,0.0,0.03484474852751893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17514772506168697,0.0,0.353166102825202,0.0,0.0,0.2619511244578339,0.07462971565088977,0.0,0.0,0.07452698608798505,0.0,0.025733597388883353
85,relevance_impurity_centrality,6,0.0,0.0,0.005360432233312815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19969341063324433,0.0,0.3908912305003835,0.0,0.0,0.30337368862806247,0.08635719026672685,0.0,0.0,0.009902856591502486,0.0,0.004421191146767516
86,support_relevance_centrality,6,0.0,0.0,0.006237207172850459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17294876994424102,0.0,0.553713702408431,0.0,0.0,0.21142466939367185,0.04307610856821285,0.0,0.0,0.011497286392500455,0.0,0.00110225612009243
87,confidence_relevance_centrality,6,0.0,0.0,0.016028919273589983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1734347535019477,0.0,0.537409453935964,0.0,0.0,0.18581662717136413,0.06969792245249654,0.0,0.0,0.015476158559539573,0.0,0.0021361651050981535
88,lift_relevance_centrality,6,0.0,0.0,0.005106155814093025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779162089120158,0.0,0.545888540160201,0.0,0.0,0.21697402572710492,0.04850451521682226,0.0,0.0,0.004930059889141639,0.0,0.000680494280621284
89,equal_relevance_centrality,6,0.0,0.0,0.009800719072635317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783329119382862,0.0,0.539031681731272,0.0,0.0,0.20465254975189806,0.05735690703494378,0.0,0.0,0.009462739176403423,0.0,0.0013624912945611317
90,relevance_relevance_centrality,6,0.0,0.0,0.002074815977414501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17724086699427957,0.0,0.5521047531053582,0.0,0.0,0.22438196265810953,0.04001427617805351,0.0,0.0,0.003824588569802581,0.0,0.00035873651698207094
91,perm,7,-0.07407407407407486,0.0,0.0,0.0,0.4814814814814838,0.0,-0.07407407407407464,0.18518518518518606,0.0,0.6666666666666697,-0.29629629629629856,0.0,-0.33333333333333554,-0.25925925925926113,0.0,0.18518518518518587,0.4814814814814837,0.0,-0.25925925925926124,0.22222222222222296,0.33333333333333487,-0.259259259259261
92,gini,7,0.05719868845268089,0.017635138391317844,0.030757296996552677,0.0,0.03437371254947087,0.013764579327500994,0.017290589144675156,0.024829570811077024,0.0,0.05022045076690292,0.07895328701135115,0.03211425909192287,0.218023334377839,0.017635138391317844,0.0,0.07766742805939494,0.03456697997650182,0.0,0.014168402296279164,0.08116988080678483,0.05623916034734736,0.14339210320108273
93,shap,7,0.03147471402591867,0.014252480677730734,0.010074839423036618,0.0,0.03709290353434619,0.009650415222414017,0.016077541439404784,0.043012147731581324,0.0,0.07772058291655523,0.042804510787646396,0.008057667010100411,0.09528068599312582,0.027308593766536077,0.0,0.10580282985127037,0.12458999703155345,0.0,0.01257744462834889,0.0946753040447987,0.06810126072439092,0.18144608119124148
94,support_impurity_centrality,7,0.11117008662756526,0.011840604940119652,0.04232672907661322,0.0,0.015613760775863454,0.003909825960116728,0.045926697741874,0.0413642506767345,0.0,0.06909911164971816,0.010244302180550552,0.025716418441041007,0.16619624328997662,0.008328814785807501,0.0,0.11520933131212022,0.054233383241550935,0.0,0.00455213677060904,0.09952430183241019,0.06658028062687141,0.10816372007045755
95,confidence_impurity_centrality,7,0.1025608342589051,0.025378275737897128,0.02993962409380316,0.0,0.01975118065537995,0.0017857872883211563,0.05392950229313543,0.050796608964720935,0.0,0.06702663709718448,0.007378867350483529,0.02488673652170727,0.16359926455719806,0.00441277860194879,0.0,0.1221545261396554,0.06499438207911919,0.0,0.0012508481061801423,0.10377291752916418,0.05873722442019055,0.09764400430500562
96,lift_impurity_centrality,7,0.08620190383186209,0.03493768531179158,0.028218718001298007,0.0,0.021565961617104886,0.0020228701070916896,0.07285571515280656,0.058474588583077775,0.0,0.07186628167567378,0.008400757998561586,0.025566285321427663,0.13927468227047135,0.0024235666449629488,0.0,0.11558717917367411,0.07008716238502975,0.0,0.0007670197658825627,0.10198926813676178,0.06157378251904221,0.09818657150347952
97,equal_impurity_centrality,7,0.1018963133891842,0.024946701682015245,0.02943048134765329,0.0,0.019415299004792903,0.0019467771669926105,0.053012396092670284,0.05121336998331235,0.0,0.0678693178834409,0.007423824993074242,0.02446352140933073,0.16136047460533484,0.005098226196793098,0.0,0.12274435035099207,0.06667733057461231,0.0,0.0015807583578017232,0.10282906887203871,0.058101758009394544,0.09999003008056602
98,relevance_impurity_centrality,7,0.11308093117804159,0.012738197952818713,0.02573942193430898,0.0,0.010137832525538577,0.0015863456775296358,0.052210378120817164,0.03053162804928787,0.0,0.06089417412433962,0.007851790574480225,0.013878017647256507,0.17978912155310595,0.003134562862998593,0.0,0.12776297684407428,0.06287801727877398,0.0,0.0014316211722112666,0.11212830899526843,0.06781617686543304,0.11641049664371558
99,support_relevance_centrality,7,0.09183098735397667,6.630000781660801e-05,3.699424578600784e-05,0.0,0.0007348952974693639,0.0006864341555211324,5.055441457035359e-06,4.5183007375710005e-05,0.0,0.001407519074948281,0.009675292528060769,1.5732428399397033e-05,0.39874519850670664,1.2111995118661166e-05,0.0,0.025086766894691862,0.013643674884073179,0.0,0.00018957905335377053,0.028097446985310217,0.022644993088096983,0.4070758350518377
100,confidence_relevance_centrality,7,0.16316154975763228,0.0006236614420562245,0.0004394524991515801,0.0,0.002165355092963121,0.0020163115683110196,0.00011558203905681095,0.0004807889671851161,0.0,0.004985263918978574,0.02066552921943197,0.00017758696663894335,0.29906016136853664,0.00011889298646897553,0.0,0.059124065564916464,0.024307674342666917,0.0,0.0008230842368845701,0.04756285429473152,0.05322014074790264,0.3209520449864866
101,lift_relevance_centrality,7,0.23158830494119817,0.00032830257603457425,0.00043857553643627536,0.0,0.0015500687535578307,0.0012108481826816455,0.00019214670400760926,0.00045323857644216295,0.0,0.003415837932770332,0.02458223351538602,0.0001421127716751245,0.22760672694902662,7.531345011078654e-05,0.0,0.07037291975578834,0.03949111865034139,0.0,0.00044670087501260926,0.07858700900141279,0.06728927148979566,0.25222927033832204
102,equal_relevance_centrality,7,0.18707832910143413,0.0005525265433095653,0.0003893284944864083,0.0,0.0019183744318200387,0.0024639694935774505,0.00010239873784432805,0.0004970602572311639,0.0,0.004430865970472389,0.02125923086699302,0.00015733137596311524,0.27878326393925285,0.00011733188902406563,0.0,0.059905682228553324,0.026098246406450275,0.0,0.0009898544888099835,0.053073660739745086,0.05396936929192552,0.3082131757431073
103,relevance_relevance_centrality,7,0.17366098097268798,4.048027112660014e-05,3.458400264406007e-05,0.0,0.0004538088913517124,0.00037664824991281667,1.0491499917303072e-05,4.484715852629954e-05,0.0,0.00088394390738564,0.016669879734933616,1.0971194131091611e-05,0.3039786548079277,8.241790502199084e-06,0.0,0.04763803297226958,0.02993346572596726,0.0,0.00010810707760932486,0.06034364235156966,0.04620367717765005,0.3195995422138871
104,perm,8,0.008064516129032188,0.0,0.048387096774193554,0.01612903225806452,0.07258064516129033,0.0,0.19354838709677422,0.10483870967741937,0.0,0.08870967741935486,0.0,0.03225806451612904,0.05645161290322581,0.03225806451612904,0.0,0.16935483870967744,0.0,0.0,0.03225806451612901,0.040322580645161296,0.08064516129032259,0.024193548387096683
105,gini,8,0.07154341154424668,0.005519614614200236,0.0442554060709443,0.012500016312254985,0.028126118579284556,0.06220012740519057,0.059499298875346086,0.022929178513738862,0.015623668699559397,0.04099527545929417,0.0,0.029830158981648678,0.19408062657447597,0.04304302476675031,0.0,0.07743034720908765,0.029789100617286228,0.015935202037289653,0.0818081899999127,0.017524236839473385,0.04410845998667703,0.1032585369133386
106,shap,8,0.10067673821363339,0.010006234681516936,0.05704935846588895,0.019039661015186747,0.050903840451981416,0.03840353356891054,0.11992127747741708,0.06250890770830089,0.0074759711009858175,0.02085089074638931,0.0,0.025680100062010696,0.09779759017703045,0.03847325710452426,0.0,0.10076902633234107,0.024460609081507538,0.0027627309284163617,0.031990342551496104,0.016001883454109425,0.07629399597922527,0.0989340508991277
107,support_impurity_centrality,8,0.09291057635974723,0.001851251733415826,0.018740723795930725,0.02466180569171793,0.06082584993036783,0.09924861493952142,0.031141476397861054,0.05270612059853639,0.0028196948127970755,0.03683197266239132,0.0,0.02275206032028941,0.14040306273324274,0.023857515183456843,0.0,0.0727290708660518,0.0329072393965595,0.021901452356402406,0.076484182195907,0.007553725842998135,0.05472720105588727,0.12494640312691807
108,confidence_impurity_centrality,8,0.07517897104651619,0.0003718183658704583,0.024501818135355888,0.04023939226976055,0.06467019049730217,0.09616437721730416,0.038790691720672996,0.07202614077860155,0.0007626010439553322,0.03218364666343321,0.0,0.01300472930751649,0.12468613320192667,0.02396876115079736,0.0,0.05452997677738999,0.03071675354106876,0.03483893448103506,0.09868800085239654,0.0006826612993176975,0.04252986049169789,0.13146454115808098
109,lift_impurity_centrality,8,0.05910444485903581,0.00013374613147272243,0.03143144415196482,0.04768094269480447,0.06412555404736815,0.09074481609345365,0.049781513979138624,0.07525449238352498,0.0002742769148474316,0.03426649953213359,0.0,0.012945035359074531,0.11192734685245949,0.028989908546533844,0.0,0.05968800627721194,0.04040690660669001,0.037656406298802264,0.09168931219117359,0.0006296027779960862,0.05309551420396407,0.11017423009834984
110,equal_impurity_centrality,8,0.07564061233424618,0.0006348599055706488,0.025952198269062036,0.03938884919991103,0.06479093733626103,0.09466844318634637,0.03818906447275089,0.0728932253494009,0.0010170601952965137,0.03290184046282014,0.0,0.014776748959587718,0.1235089282225453,0.023849930856950457,0.0,0.0538807821543632,0.03211091685648998,0.034102541294847355,0.09798785219931469,0.0009348403813850331,0.041841164288686054,0.13092920407416442
111,relevance_impurity_centrality,8,0.09169188918685697,0.0005362134153821297,0.018907484143837753,0.02953151746835499,0.04559257327006559,0.10572849390953047,0.03591544672944805,0.0553834477475288,0.0008408938662891977,0.024265611369023273,0.0,0.0123760745182534,0.15742975204093043,0.019559995399893032,0.0,0.07231957963864355,0.037632591909277396,0.021480033862568866,0.07276658070229035,0.007825023514821594,0.0632232160287991,0.12699358127820506
112,support_relevance_centrality,8,0.11108965755094709,1.3752902317453572e-06,0.0026021350184384714,0.00023079088721666564,4.186039566839433e-05,0.0051216662942606345,0.0304502031488104,0.0514997179136832,0.00019804178959577568,3.188954201262323e-05,0.0,0.00023018919745186654,0.13696004033439974,0.0026562870574173025,0.0,0.10319615204178033,0.044722974663513354,2.1488906986916115e-06,0.004554187445291197,0.09115420979642605,0.1330566789060806,0.28219979383607585
113,confidence_relevance_centrality,8,0.08085737014955552,2.705249714265716e-05,0.006081738798891522,0.0009891068817441814,0.00043114912153430836,0.012885402205051513,0.0365593665757501,0.020625815510156218,0.0009738898968617375,0.00023501853673263038,0.0,0.0009874159505729614,0.12205273984938525,0.005074029815970999,0.0,0.1928955784748252,0.03731078645401653,4.226952672548173e-05,0.011132648693066726,0.07038183154696145,0.23387115189873367,0.16658563761632134
114,lift_relevance_centrality,8,0.1454065873138853,1.3270468435964843e-05,0.003123701548092142,0.0006255365980621122,0.00039159480505222296,0.007665726858538857,0.03883691364586036,0.010892050447249918,0.00047773686373466906,0.0002860282626336747,0.0,0.0009638502873112951,0.16442042489346906,0.0040069889112082265,0.0,0.11571997093073386,0.059577953341135165,7.686918838186437e-05,0.0062375671123466305,0.11696772677809554,0.1360578163779968,0.1882516853677763
115,equal_relevance_centrality,8,0.09277287508670017,2.384270779446091e-05,0.005360138115884243,0.0008717489640440837,0.0003919144609441857,0.011356544202520497,0.03639977118013076,0.01829776608158232,0.000858337480359173,0.0002190548469523548,0.0,0.0008702586625165264,0.1289005644695453,0.004471994197231287,0.0,0.17418648079366802,0.04125815244857408,3.7254230876034625e-05,0.010036274046345703,0.08349597531487757,0.21030015802743263,0.17989089468202063
116,relevance_relevance_centrality,8,0.16814057906490074,5.696392628890622e-07,0.0010838170288408884,0.00010161652474364091,2.503493353475583e-05,0.0022116306357999028,0.03700826646416524,0.021371284658605907,8.20280545445667e-05,2.0503453221195216e-05,0.0,0.00011592515086042277,0.17874673143574005,0.001201926718924924,0.0,0.0671584562905154,0.06729432975127238,3.2996354746958357e-06,0.0019184751900141953,0.13523468569831687,0.07953674940242803,0.23874409026883334
117,perm,9,-0.0,-0.0,-0.0,-0.0,-0.0,0.021276595744680972,-0.0,-0.08510638297872315,0.1702127659574468,0.0425531914893617,0.06382978723404255,-0.0,0.468085106382978,0.4468085106382972,-0.0,-0.404255319148935,0.12765957446808499,-0.0,-0.0,-0.2765957446808502,-0.0,0.4255319148936163
118,gini,9,0.0,0.0,0.0,0.0,0.0,0.026074427422459957,0.02279906039841215,0.0207195476855384,0.05201207221987599,0.027371920678217726,0.11363684420340206,0.0,0.3144243818953103,0.06062798249864055,0.0,0.1111955034487978,0.09816616995730298,0.010200520997942959,0.01747211194779783,0.06384892646555428,0.0,0.06145053018074692
119,shap,9,0.0,0.0,0.0,0.0,0.0,0.04043630560623469,0.015898928211650183,0.04530297676985645,0.061766860729790665,0.039358022892794255,0.08240986663955623,0.0,0.22578680859447148,0.08337826662227901,0.0,0.14957578265903812,0.06130585385806701,0.005306676128377206,0.0162101550289831,0.11066309684687203,0.0,0.06260039941202954
120,support_impurity_centrality,9,0.0,0.0,0.0,0.0,0.0,0.014694592239510787,0.0017097318461738106,0.015422201771928252,0.06861317001722363,0.02081789561015159,0.10651475628969098,0.0,0.20980269721825814,0.052648011231923864,0.0,0.22349888959356268,0.12185943392414324,0.0010184828661689812,0.0015274233250458695,0.10502745825648022,0.0,0.056845255809737955
121,confidence_impurity_centrality,9,0.0,0.0,0.0,0.0,0.0,0.01623297418301527,0.0002279192886806636,0.044988451480813804,0.06742727484711153,0.017470612845231073,0.05552757590482906,0.0,0.22856034338780584,0.04484988117005977,0.0,0.16816992107180556,0.1255100573265592,0.00014050479992636135,0.00021790659120828645,0.1276056024513012,0.0,0.10307097465165223
122,lift_impurity_centrality,9,0.0,0.0,0.0,0.0,0.0,0.015660488196809028,6.9674438924854e-05,0.0525360363512574,0.06841346805766592,0.019201673624394743,0.05176711146844802,0.0,0.21154895565524234,0.05027622476690732,0.0,0.15195814730272192,0.13307695303380399,4.295246684806899e-05,6.661327354076348e-05,0.12653681542376474,0.0,0.11884488593967084
123,equal_impurity_centrality,9,0.0,0.0,0.0,0.0,0.0,0.015779182654871292,0.0002681126664497969,0.04233827429330667,0.06646807382866098,0.024009819071820482,0.056530200110472176,0.0,0.22735387202422636,0.04351304140657706,0.0,0.16745033236474327,0.12689053505423184,0.0001655830704705714,0.00025300065927773817,0.13123938114545566,0.0,0.09774059164943627
124,relevance_impurity_centrality,9,0.0,0.0,0.0,0.0,0.0,0.008254415609947436,0.0004812527817871449,0.018302595580471617,0.055815214092526405,0.02087129715135513,0.09198206292070009,0.0,0.2264688003549132,0.05390415308622481,0.0,0.21241372274635967,0.13888334178904432,0.00028535775756235413,0.00042990924506389167,0.11144464121548506,0.0,0.06046323566855887
125,support_relevance_centrality,9,0.0,0.0,0.0,0.0,0.0,0.00016110543054537603,0.0009089137545630752,0.008213139175718172,0.00023816906236540452,0.0002128980786270727,0.17157228971807117,0.0,0.2902864466070765,0.1084403116801684,0.0,0.17857520550386066,0.07324543602780596,7.889876347289087e-06,0.00018041517233396195,0.00031526776426436115,0.0,0.1676425121482526
126,confidence_relevance_centrality,9,0.0,0.0,0.0,0.0,0.0,0.0007396222725207941,0.002695586269981102,0.005297990178004163,0.001362766039600272,0.0010430122397692128,0.13933055508782502,0.0,0.2861005557972062,0.10746423950065306,0.0,0.17008855144369314,0.14316876550174332,9.359674548685895e-05,0.0009172481057602664,0.0014612163850430513,0.0,0.14023629443271352
127,lift_relevance_centrality,9,0.0,0.0,0.0,0.0,0.0,0.0002832699555867024,0.0009386035488869777,0.001923184395276157,0.0008715412186676168,0.0006594484138159565,0.18167907387622745,0.0,0.2720044542374481,0.11699895122734151,0.0,0.1921052351749222,0.07646552748657127,3.259040100253574e-05,0.00031938592982949974,0.000884854366287254,0.0,0.15483387976813676
128,equal_relevance_centrality,9,0.0,0.0,0.0,0.0,0.0,0.0006269042798686652,0.002008077007630072,0.003946737814173055,0.0010151925691918528,0.0008893773726384422,0.14945274765310154,0.0,0.2932227619440177,0.11002413432734595,0.0,0.17220711119986004,0.11576019922741342,6.97248960993123e-05,0.0006833039817651024,0.0011503040359777067,0.0,0.14894342369091715
129,relevance_relevance_centrality,9,0.0,0.0,0.0,0.0,0.0,5.1327885865485187e-05,0.00029162506091366365,0.002637217014148103,9.697612623961208e-05,9.115832327623599e-05,0.1941530989173524,0.0,0.2718071614082131,0.11819036757252152,0.0,0.19636887869276506,0.05131936382303135,2.5314675417844784e-06,5.788622447819788e-05,0.00012437868106104355,0.0,0.16480802880259246
