,method,fold,buying_high,buying_low,buying_med,buying_vhigh,maint_high,maint_low,maint_med,maint_vhigh,doors_2,doors_3,doors_4,doors_5more,persons_2,persons_4,persons_more,lug_boot_big,lug_boot_med,lug_boot_small,safety_high,safety_low,safety_med
66,gini,5,0.047164577335291585,0.05134534423909987,0.04651674270188844,0.02700053799846265,0.047475815478708834,0.024603184495592754,0.013955810291182744,0.05205630431233814,0.04737689066494587,0.01520821144847698,0.0,0.0014706836947240422,0.21077449319959016,0.020286120705700406,0.01067690563457916,0.00410408668233005,0.025334862345308705,0.09021583898808684,0.04247659677247969,0.18638870575062538,0.03556828726058764
67,shap,5,0.036519893653657765,0.07267214287438445,0.04502800283637322,0.032873594284109534,0.04445052516553536,0.02188970663055792,0.012644522931397503,0.08624530687259518,0.03753726533110063,0.0058857852363235425,0.0,0.000960807616155523,0.23496752107146923,0.0034756942462955956,0.004999822311160997,0.0035287132413554093,0.01833639310898798,0.07239029008141278,0.036464725094927423,0.19254029804381703,0.036588989368382924
68,support_impurity_centrality,5,0.03840910182580029,0.08852503847453827,0.06275629145336366,0.029673008033276417,0.048683178781011006,0.024776557470054944,0.011605958363160605,0.10333989634086434,0.03938664405271238,0.014337649576283015,0.0,0.0014541970902535199,0.1755541509443671,0.017940610931227015,0.007504522491299688,0.0033202657325968796,0.026806767516573123,0.07325400232115024,0.06102722013776247,0.12363396139685832,0.04801097706684656
69,confidence_impurity_centrality,5,0.032527012148808876,0.054521743961516156,0.06459240152294583,0.03272988089592734,0.04535742310781064,0.039429515567410194,0.023583222412584492,0.057615622992812796,0.05848407217829201,0.04790215594893849,0.0,0.009021078377654528,0.09161185085531205,0.06204393165486991,0.03951017688329875,0.01767711813722121,0.05966953224316137,0.06553618122095317,0.060420579974523325,0.07752863940682932,0.06023786050912957
70,lift_impurity_centrality,5,-0.000190616776762449,-0.0015020639126263745,-0.008254407802463368,-0.00020967863689110413,0.0626046307456309,-0.004482163803405483,0.00011968074867549011,0.008753992385420488,-0.0008197690018941034,-0.0001709104843059867,-0.0,-0.00023773321869938614,-0.18719603283963987,7.713339239912995e-05,-0.00039725701608943017,-0.00023062619577606978,-0.00016206706503473962,-0.018559964123445103,1.1520269613956546,-0.00035737373873857093,-0.0008117340520085632
71,equal_impurity_centrality,5,0.032527012148808876,0.054521743961516156,0.06459240152294583,0.03272988089592734,0.04535742310781064,0.039429515567410194,0.023583222412584492,0.057615622992812796,0.05848407217829201,0.04790215594893849,0.0,0.009021078377654528,0.09161185085531205,0.06204393165486991,0.03951017688329875,0.01767711813722121,0.05966953224316137,0.06553618122095317,0.060420579974523325,0.07752863940682932,0.06023786050912957
72,relevance_impurity_centrality,5,0.014475618679554787,0.0711513478055355,0.06314666076101143,0.012619431866803336,0.06278250351767244,0.030700408904022532,0.016702487801630795,0.10135410579898609,0.0477407536033935,0.018129655468262392,0.0,0.0017917876508279874,0.1671480414938611,0.016015138856465966,0.003472979158697254,0.004028691283197622,0.025133473413229086,0.08702341023928162,0.10647385819987099,0.10313750408944253,0.04697214140825324
73,support_relevance_centrality,5,1.8044515656444633e-05,0.0001422488287300964,6.576715219522929e-05,1.7645537598870363e-05,3.653878253469914e-05,7.999541546848348e-07,1.3634401379677842e-07,0.00013283787037299204,1.0083051486903897e-05,2.9024387715634255e-07,0.0,2.7959789014804564e-10,0.2077308086511313,1.863194346374941e-09,1.1404921675674498e-10,8.166551355068146e-08,1.0435315879932111e-05,4.247805023238225e-05,2.3328046373367234e-05,0.7917038641809183,6.460955248881246e-05
74,confidence_relevance_centrality,5,0.00022196564857440774,0.0021503872731808062,0.0005492672002962318,0.0001990190142720036,0.0003523287830889111,3.688400026199755e-05,7.516186662436791e-06,0.0013559101473265731,0.00010042644888493662,1.2323873530632689e-05,0.0,6.552923998814947e-08,0.2888386190640811,3.035435438199696e-07,2.0637861544496996e-08,5.052448703287797e-06,0.00024312275318520845,0.000835958652599274,0.0006195361456218893,0.7039552571981484,0.0005160354509365418
75,lift_relevance_centrality,5,0.0002680819905049868,0.026913672198752073,0.002180405319111636,0.000239051569385998,0.002041979811379156,0.0004935862759905135,0.00010196473498166814,0.005792698194511491,0.0006966713315971647,0.000204553905980469,0.0,1.035094255127931e-06,0.27514851074620883,4.0785771120638944e-06,6.859727648794984e-08,8.491208091349662e-05,0.003755997201162467,0.0102288682199944,0.010369389409807526,0.6599024096914275,0.0015720650496468863
76,equal_relevance_centrality,5,0.00022196564857440774,0.0021503872731808062,0.0005492672002962318,0.0001990190142720036,0.0003523287830889111,3.688400026199755e-05,7.516186662436791e-06,0.0013559101473265731,0.00010042644888493662,1.2323873530632689e-05,0.0,6.552923998814947e-08,0.2888386190640811,3.035435438199696e-07,2.0637861544496996e-08,5.052448703287797e-06,0.00024312275318520845,0.000835958652599274,0.0006195361456218893,0.7039552571981484,0.0005160354509365418
77,relevance_relevance_centrality,5,2.1660768558112953e-05,0.001275028775211565,0.000209110824856786,2.088355420722796e-05,0.00014577429735181322,8.78369212547812e-06,1.6442870524337208e-06,0.0004341781145536276,4.155252186992537e-05,5.1469258802041964e-06,0.0,4.7259695695286166e-09,0.2073519241534879,2.453816710818364e-08,3.1823368874135866e-10,1.46671874964612e-06,0.00016338733127336738,0.0004255417866718189,0.0004190350234364854,0.7892869600203203,0.00018789162202293493
78,perm,6,0.041505257332595455,0.08688433868289981,0.05146651909241836,0.030990592141671287,0.03541781959048145,0.018262313226342013,0.007194244604316567,0.11123408965135581,0.02545655783065855,0.011621472053126736,0.0,-0.003320420586607613,0.18206972883231873,3.188742389487858e-17,0.0022136137244051003,0.010514665190924201,0.01494189263973438,0.0708356391809629,0.014941892639734371,0.219147758716104,0.0686220254565578
79,gini,6,0.05422379505660658,0.04900465431778221,0.04516209422851074,0.023689008163087968,0.04522777911393425,0.024937321331673756,0.012789929998130289,0.05295466753202185,0.04456912170103036,0.010899832685088259,0.0,0.0025383742581819584,0.18268283725185977,0.019435369893882583,0.01088152018720423,0.011616626650902288,0.021021692886532217,0.0883063223267519,0.020685794913716176,0.21274739109835158,0.06662586640475113
80,shap,6,0.026901772473253364,0.07607829401467947,0.045757122250817184,0.03339142480375321,0.04104244645072366,0.023143017417597955,0.015247988066700248,0.07844216431798481,0.027556749861804133,0.00910167383581349,0.0,0.0012915795586724084,0.21607947230490074,0.009601552787736412,0.006734204662301607,0.008551116521113962,0.015053555548043192,0.05861041730502319,0.01973182375451508,0.23521179578982276,0.052471828274743164
81,support_impurity_centrality,6,0.042307168770863754,0.09165110219739851,0.06587281637817388,0.028167249728660967,0.047922118928759166,0.02348888139155282,0.011861052110847621,0.10455932837298634,0.03489899019262491,0.008397845922257325,0.0,0.002255928790227575,0.16686292841409553,0.015171880998521787,0.008070018191828178,0.01067221712908535,0.020591326279338663,0.07931602059238109,0.030895225090780683,0.12512710437788493,0.08191079614173076
82,confidence_impurity_centrality,6,0.030996185048679556,0.05074112763187069,0.06055495702216261,0.027178885519894273,0.04814412728406047,0.043681339093713044,0.029261931468973296,0.05506488105628698,0.05625399335956681,0.036452571431209065,0.0,0.020101656314625096,0.08501065757650765,0.058223609034861706,0.048042681736379114,0.03419282573304389,0.05548607344603061,0.06716382657967335,0.05182890628561316,0.07715947028479185,0.06446029409205704
83,lift_impurity_centrality,6,-0.0001443764651045987,-0.0001282357448190299,0.11560942147312649,-0.00013331806904541907,0.384627460088226,0.004472734660433162,-0.0007645546145980978,-0.035112083834472174,-0.0003129421727186574,-0.0002472176114478751,-0.0,-0.00011794468131744175,0.006876932985009273,-0.0003376161287989182,-0.0003245319087375312,-0.00028523132610017827,-0.00020948490945331484,-0.0045134344584052384,0.1134611207496753,-0.0002418417921321598,0.4178251437606805
84,equal_impurity_centrality,6,0.030996185048679556,0.05074112763187069,0.06055495702216261,0.027178885519894273,0.04814412728406047,0.043681339093713044,0.029261931468973296,0.05506488105628698,0.05625399335956681,0.036452571431209065,0.0,0.020101656314625096,0.08501065757650765,0.058223609034861706,0.048042681736379114,0.03419282573304389,0.05548607344603061,0.06716382657967335,0.05182890628561316,0.07715947028479185,0.06446029409205704
85,relevance_impurity_centrality,6,0.015598260732941762,0.073293804681814,0.05932539138043532,0.01194145155774883,0.06033140064448894,0.03034550653015728,0.015590196986135773,0.10438861624736417,0.03831178499918762,0.010790101586510994,0.0,0.0033959959256386575,0.15967178205967725,0.015428052733720036,0.006063153112148975,0.00805070453654465,0.02287717593983336,0.09461827392890686,0.05118216423782352,0.11732228331386903,0.10147389886505295
86,support_relevance_centrality,6,2.5750604650719375e-05,0.00011878112728464883,4.397712334972168e-05,2.047578622426662e-05,2.751068031790503e-05,5.256433490113854e-07,2.4645256495861987e-07,0.00011588479060412282,2.5270301644716324e-06,6.117082021790549e-07,0.0,1.2684580230645796e-10,0.775046188885622,3.2897351851967695e-09,8.72384239675957e-10,7.776453162612177e-08,9.136916391796629e-06,4.911101337929654e-05,5.084538718435883e-07,0.22448577288151758,5.290884900859793e-05
87,confidence_relevance_centrality,6,0.00030342790141275975,0.002141345579546731,0.0004240064067215812,0.0002296942006451506,0.00031230979793735517,3.056623118035278e-05,1.08034747812661e-05,0.0013392020028551415,7.098772243460166e-05,1.9537775183966418e-05,0.0,3.185199712612843e-08,0.6900314491285523,5.198694824447422e-07,8.971707818685733e-08,4.925619267359917e-06,0.00020415254945286505,0.0009166618903514289,2.793255912114214e-05,0.3030097193996694,0.0009226363223288056
88,lift_relevance_centrality,6,0.0003690165123459894,0.03007136542819023,0.0017265951495556448,0.0003024841430766313,0.0016648168442701169,0.0004438305068540468,0.00012756140459656268,0.006299045109166474,0.0009065594483280779,0.0002958233598652114,0.0,5.160184598957115e-07,0.6404246725525468,8.130383367359007e-06,8.375295344496461e-07,7.723469816538417e-05,0.0035020181979610343,0.012205629829357231,0.00040843106401090856,0.2892928485098345,0.011872583310513453
89,equal_relevance_centrality,6,0.00030342790141275975,0.002141345579546731,0.0004240064067215812,0.0002296942006451506,0.00031230979793735517,3.056623118035278e-05,1.08034747812661e-05,0.0013392020028551415,7.098772243460166e-05,1.9537775183966418e-05,0.0,3.185199712612843e-08,0.6900314491285523,5.198694824447422e-07,8.971707818685733e-08,4.925619267359917e-06,0.00020415254945286505,0.0009166618903514289,2.793255912114214e-05,0.3030097193996694,0.0009226363223288056
90,relevance_relevance_centrality,6,3.189530380834717e-05,0.0014403519597754268,0.00013719436170563676,2.689420125962917e-05,0.0001055638048932654,7.319371653536674e-06,2.3362795111110213e-06,0.0004075361740220417,2.860993520568049e-05,8.921689121187809e-06,0.0,2.223836838022769e-09,0.7722641854218655,5.529867923547858e-08,5.38040348658991e-09,1.3256266244633205e-06,0.0001703076792416278,0.0005752832349274664,6.914608579201551e-06,0.2242157682279765,0.0005695292169098465
91,perm,7,0.015615615615615596,0.11891891891891895,0.08108108108108111,0.0,0.03723723723723721,0.02762762762762761,0.013213213213213181,0.09789789789789795,0.028228228228228194,0.001801801801801762,0.0,0.0,0.1897897897897899,0.011411411411411396,0.0042042042042041644,0.017417417417417393,-0.0036036036036036392,0.06186186186186186,0.04504504504504502,0.2042042042042043,0.048048048048048034
92,gini,7,0.024887443769833168,0.05401879809530182,0.05856072141276378,0.0,0.038831304225479174,0.03217992897812165,0.019929710077900255,0.09103471138053998,0.04777042717818137,0.017379682302344355,0.0,0.0,0.18268283725185977,0.02057871137864014,0.0064061433807474965,0.025586999490041073,0.00812693468576965,0.081485689830763,0.04243828668699312,0.21535034394600175,0.032751325928718586
93,shap,7,0.02280428216029837,0.09639066509589882,0.06874301331201096,0.0,0.046133250845964285,0.026514545147131648,0.015965233381972647,0.08855284818054202,0.03906762525676988,0.012518241908841703,0.0,0.0,0.2201381527798607,0.011811994701064664,0.003638091139276845,0.019795118121835074,0.005999978627920058,0.05191453860076576,0.044778727267055535,0.1895478127996536,0.035685880673137285
94,support_impurity_centrality,7,0.016785705648756723,0.09902998162686678,0.08624071399842215,0.0,0.04754341793943819,0.037719544546748904,0.019224185404974854,0.10234201205445208,0.046742123620805535,0.01681308066822789,0.0,0.0,0.16766123584768872,0.01736985606383184,0.004956674808380145,0.02424611768910928,0.008813523254855795,0.06965317506333271,0.07729002976078646,0.1221305956143511,0.03543802638897068
95,confidence_impurity_centrality,7,0.02026919875426891,0.0572170019107291,0.06839392976506184,0.0,0.04838809202324677,0.046922326916863225,0.03642312058534651,0.057844313994925144,0.06479704640966455,0.053871248593184026,0.0,0.0,0.08644812814761631,0.06379766536380256,0.031108958414589067,0.056139321385023096,0.040308860928772956,0.06654306656283472,0.08022306628642237,0.07969687840079336,0.041607775556855534
96,lift_impurity_centrality,7,0.0001452186070415657,6.582103769143353e-05,0.0007088925640201286,0.0,0.4219453800625394,0.005748832744810991,0.00474210727762805,-0.02362179220982967,0.003716381172134789,0.0004053404862051742,0.0,0.0,-0.0024223137513625283,0.00035454517516139765,-0.00017462585741747386,0.00027434258351262825,0.0003515933581796231,0.01297623357678981,0.5689666066294088,0.003330593900586981,0.0024868426428989758
97,equal_impurity_centrality,7,0.02026919875426891,0.0572170019107291,0.06839392976506184,0.0,0.04838809202324677,0.046922326916863225,0.03642312058534651,0.057844313994925144,0.06479704640966455,0.053871248593184026,0.0,0.0,0.08644812814761631,0.06379766536380256,0.031108958414589067,0.056139321385023096,0.040308860928772956,0.06654306656283472,0.08022306628642237,0.07969687840079336,0.041607775556855534
98,relevance_impurity_centrality,7,0.0054556401225693135,0.07063264208481092,0.07244718696424647,0.0,0.06198320688577946,0.036454345691984386,0.021175048450177716,0.10001941529670251,0.05646836264548034,0.019390404907845042,0.0,0.0,0.16408912805850728,0.01132091972928438,0.005887928747505111,0.018112887193344886,0.010448373672813838,0.08862789458179215,0.1279138383535163,0.10395982112503488,0.025612955488605035
99,support_relevance_centrality,7,1.0683477807432475e-05,0.0002772660121944931,0.00021306895617077758,0.0,5.977981918311177e-05,1.928649428381326e-06,1.1349811788229559e-06,0.0007385606517142647,7.103176913791678e-06,1.9442275172990612e-07,0.0,0.0,0.7697488297978353,7.126860466414259e-10,1.6868087309010045e-10,1.0210940674758086e-05,9.497146917003728e-08,6.736312779355441e-06,2.8148836799036536e-05,0.22884538223646222,5.087587527042509e-05
100,confidence_relevance_centrality,7,0.00011669203887166168,0.0028118563907544272,0.0014002993938542236,0.0,0.0005781614163996885,7.165898151550724e-05,3.217495670248053e-05,0.004218254634681018,7.94385080293299e-05,9.727660684839191e-06,0.0,0.0,0.6839187733962632,1.3440689924040804e-07,3.670956087411054e-08,0.0002175312381370001,6.326005073384588e-06,0.0002105243640251601,0.0006621041231129957,0.30526716035614615,0.00039914541928884887
101,lift_relevance_centrality,7,0.00011578259967538922,0.02652786637954931,0.0032723724327882904,0.0,0.0022877189337732256,0.0008914026306042184,0.0003551591522495234,0.00904241794268336,0.0006286272432814184,0.0001586392868553158,0.0,0.0,0.6479636235911616,1.4345716715841315e-06,4.436629089379684e-07,0.003549773148804937,0.00010651324350491137,0.002516983057796816,0.011170336048716258,0.2901511512332726,0.00125975484070239
102,equal_relevance_centrality,7,0.00011669203887166168,0.0028118563907544272,0.0014002993938542236,0.0,0.0005781614163996885,7.165898151550724e-05,3.217495670248053e-05,0.004218254634681018,7.94385080293299e-05,9.727660684839191e-06,0.0,0.0,0.6839187733962632,1.3440689924040804e-07,3.670956087411054e-08,0.0002175312381370001,6.326005073384588e-06,0.0002105243640251601,0.0006621041231129957,0.30526716035614615,0.00039914541928884887
103,relevance_relevance_centrality,7,1.0864971283615205e-05,0.0014721823229844123,0.000363917592520465,0.0,0.0001746552644852585,1.6370710018838185e-05,8.318225867407362e-06,0.0010689031110124902,3.0734793748860457e-05,3.3009542061772615e-06,0.0,0.0,0.7675341943830832,6.324626744223846e-09,1.8637309623683458e-09,0.00017461131503102785,1.7005314535665964e-06,6.24237960757343e-05,0.0005073943416953307,0.22841152325930233,0.00015889623887348008
104,perm,8,0.032844574780058616,0.1079178885630499,0.06099706744868038,0.041055718475073305,0.0439882697947214,0.011730205278592325,0.005865102639296169,0.10322580645161293,0.018181818181818146,0.009384164222873855,0.0,0.0,0.1730205278592376,0.0,-0.004692082111436962,0.018768328445747735,0.017595307917888495,0.08269794721407626,0.03460410557184748,0.19413489736070388,0.04868035190615837
105,gini,8,0.04830875705783021,0.04710776975810731,0.04799314137982829,0.029322685381428674,0.042342369316626445,0.028409370509407703,0.010021980962191672,0.050317625763699816,0.04653541537409097,0.015039620021474099,0.0,0.0,0.1853176232845986,0.0170408617925755,0.01556005401025593,0.0174458808701397,0.016971951054186998,0.07973951158922012,0.06045799864231018,0.20975890689057144,0.03230847634145643
106,shap,8,0.022358748623394067,0.09232938642806295,0.04771500153440697,0.028220366832670464,0.042354194623179096,0.023046440115413395,0.012017410717510512,0.08154070393097129,0.034940139414776375,0.009074859886126553,0.0,0.0,0.1956785561289454,0.00502597977672684,0.00935263775071533,0.013457537608555082,0.01644981937308704,0.0814709986824774,0.04886241761683594,0.19849906048479304,0.03760574047135237
107,support_impurity_centrality,8,0.04338724016539984,0.09082154474260057,0.07038615175753898,0.02312182151070411,0.047570173972975464,0.025841799391759825,0.013716639265263555,0.1044917924319484,0.042135612379931166,0.015287393067926912,0.0,0.0,0.1736398943651209,0.01594218737323097,0.012203128504227495,0.015194171517746742,0.01765160965580683,0.06692253653183922,0.062204646322678754,0.10617827403846322,0.05330338300483712
108,confidence_impurity_centrality,8,0.03679670585964475,0.051571367439056805,0.061608611463431634,0.01908873884570071,0.04701193826752925,0.04880572365663441,0.029615356253855703,0.0576987632043062,0.061292833274094814,0.05235439048614285,0.0,0.0,0.08552618320188887,0.05704770554805004,0.05131485100517926,0.03727759704991496,0.04500640057326683,0.06445718791572733,0.06401598194211486,0.0748013482954746,0.054708315717986025
109,lift_impurity_centrality,8,9.64126569381359e-05,0.0001384939928822483,-0.0024417013911541513,6.478345031552886e-05,0.18842034685254455,0.00012519094389242086,0.0004911579377988999,0.013331496827019007,-0.0002508594913067331,0.00014250666389409024,0.0,0.0,0.00010432867424979309,2.652811764675959e-05,0.00019462448580045738,0.0001181740318778448,6.551504972521124e-05,-0.005642142455228924,-0.002833523574757217,0.3158765461549427,0.4919721210729195
110,equal_impurity_centrality,8,0.03679670585964475,0.051571367439056805,0.061608611463431634,0.01908873884570071,0.04701193826752925,0.04880572365663441,0.029615356253855703,0.0576987632043062,0.061292833274094814,0.05235439048614285,0.0,0.0,0.08552618320188887,0.05704770554805004,0.05131485100517926,0.03727759704991496,0.04500640057326683,0.06445718791572733,0.06401598194211486,0.0748013482954746,0.054708315717986025
111,relevance_impurity_centrality,8,0.015778799376602815,0.06853169720657658,0.06484485979534522,0.009523485468484784,0.059131166701636956,0.030219749586138184,0.01898107022359222,0.10535719174995704,0.049532241953788476,0.016050773673701505,0.0,0.0,0.16431606793271464,0.015735855675396558,0.008885953893631348,0.01071993076293761,0.017239981999757705,0.08083831254107855,0.06579603770105868,0.10872752940765733,0.08978929434994375
112,support_relevance_centrality,8,3.15465538925235e-05,0.00011400759284044515,4.834173708037627e-05,1.5853232981254645e-05,2.6783725177324505e-05,5.392390195082569e-07,3.0289075052227686e-07,0.000122329216986333,1.038654862612512e-06,1.9585448011721819e-07,0.0,0.0,0.7898545693385317,1.9702409830912834e-09,5.163978812202797e-10,1.2913988563300967e-06,9.788495800096518e-06,4.66859874067894e-05,1.2544221830600898e-05,0.20967061809608106,4.356127678352954e-05
113,confidence_relevance_centrality,8,0.00034629216363947084,0.002057934401435303,0.00046021023584095214,0.0001950335041454236,0.00030420768387648487,3.296643538896491e-05,1.3893212032799346e-05,0.0013810932726997585,3.458708764304436e-05,9.759803526730673e-06,0.0,0.0,0.7021669487298625,3.324165543487959e-07,8.803122593901358e-08,4.051726288130021e-05,0.0002287595497502174,0.0008348197498228556,0.00016700220338990867,0.2908941651943988,0.0008313890618852068
114,lift_relevance_centrality,8,0.0004183994074427499,0.02858391542806904,0.001887717105127472,0.0002583561200022244,0.0016804643537836543,0.0004710085132176821,0.0001773476105824071,0.006637019653199278,0.00044649243521809783,0.0001580517514743832,0.0,0.0,0.6527572394061344,5.074193394989206e-06,8.495804783000807e-07,0.0005857964046670949,0.003795554199459184,0.010590746874022812,0.0006408238241965435,0.27847849126818536,0.012426651871344332
115,equal_relevance_centrality,8,0.00034629216363947084,0.002057934401435303,0.00046021023584095214,0.0001950335041454236,0.00030420768387648487,3.296643538896491e-05,1.3893212032799346e-05,0.0013810932726997585,3.458708764304436e-05,9.759803526730673e-06,0.0,0.0,0.7021669487298625,3.324165543487959e-07,8.803122593901358e-08,4.051726288130021e-05,0.0002287595497502174,0.0008348197498228556,0.00016700220338990867,0.2908941651943988,0.0008313890618852068
116,relevance_relevance_centrality,8,3.908385278532544e-05,0.0013254931562508587,0.00015257594324994433,2.199047369607352e-05,0.00010736405921306038,7.329570695341541e-06,3.440727103962416e-06,0.00043229309052605187,1.0609738541851349e-05,3.3818430847157407e-06,0.0,0.0,0.7871537272041247,3.1734584616061805e-08,4.077366456839538e-09,2.013287602725203e-05,0.0001740823012888813,0.00048251551296196976,2.572853697970822e-05,0.20946761558731836,0.0005725997142008709
117,perm,9,0.11476389719067542,0.010161386730424406,0.007172743574417229,0.08368200836820086,0.03287507471607889,0.0334728033472803,0.009563658099222973,0.06694560669456068,0.03945008965929464,0.004184100418410049,0.0,0.0,0.18290496114763896,0.01554094441123733,0.0,0.02689778840406454,-0.0035863717872086144,0.06873879258816498,0.056186491332934844,0.21338912133891214,0.03765690376569035
118,gini,9,0.05656870566821817,0.008825725499296475,0.024408757620566855,0.05577897037455938,0.05269335809903301,0.02627865748766474,0.020873692011285822,0.09675529372631533,0.044751659813902236,0.01638532613314602,0.0,0.0,0.1824403587652431,0.016504770805754704,0.01283803826574365,0.022855875769375773,0.003977785175190362,0.08833298678124722,0.03913990155667269,0.20754703859702864,0.023043097849755778
119,shap,9,0.07921316017528324,0.004084838397032138,0.018859183796948436,0.07734478587049812,0.03803989270455206,0.035828557110090885,0.015707130992116035,0.07355264200754758,0.040809684276624486,0.009720568188104075,0.0,0.0,0.2077831574924287,0.010987787008564153,0.005762692636417947,0.018671880117799244,0.0047378079354608825,0.061287352733442976,0.04840301765063075,0.21604718938400977,0.03315867152244865
120,support_impurity_centrality,9,0.10618459730753123,0.006476670978349862,0.026400193656820916,0.12103439075090829,0.04268904630100164,0.03750721956508587,0.021508922445297007,0.0897082921024764,0.04128305849835509,0.013319865247051265,0.0,0.0,0.16544315534756043,0.011339247918647327,0.009731039407180599,0.02091354511879698,0.0041564162947124485,0.06590740588136187,0.08947684737430214,0.1090002652385348,0.017919820566025754
121,confidence_impurity_centrality,9,0.0731149956201386,0.016591197377189826,0.04916609574350542,0.08109045492891598,0.04700676328243571,0.04496897176825176,0.04251500726945413,0.05718976309256925,0.060090561762312075,0.03747441976145579,0.0,0.0,0.08361796825455808,0.04623570827615345,0.04283536928535218,0.05324438572831878,0.01930901762374907,0.06752309672646714,0.07601097248792399,0.07230613941018266,0.02970911160106604
122,lift_impurity_centrality,9,-0.00030866375142972425,-7.470369319285473e-05,0.01537799727497935,-0.008135998631526935,-4.6456828071814064e-05,-4.971780452691411e-05,0.0004118378918811997,-7.749555782330053e-05,-0.0001247884980860112,-5.479587120218351e-05,-0.0,-0.0,-4.9805335845002235e-05,-4.876652772810123e-05,0.00012025912322774547,-3.887015278459848e-05,-4.0054807181543075e-05,0.002323212909307149,0.9908918572967782,-4.3559479100968134e-05,-3.148755767349764e-05
123,equal_impurity_centrality,9,0.07281326073694037,0.016467586418066126,0.048973742308404775,0.08079201535501901,0.04713029249578094,0.044934083082825094,0.042701447299165335,0.05712311000500944,0.05964286339522898,0.03863063684533525,0.0,0.0,0.08339098613248955,0.0462889535970173,0.04329206051440694,0.05371656410292771,0.01955102187689276,0.06706073246463976,0.07592288864581381,0.07207998771288969,0.02948776701114695
124,relevance_impurity_centrality,9,0.12663573375085715,0.00613123175266361,0.04144348113463316,0.13331334745232995,0.03004210103792233,0.029654968871364706,0.027024976192210604,0.07432907486014843,0.04877587699993346,0.015869303669957587,0.0,0.0,0.14479614164490373,0.0031929718112089518,0.01383947617109054,0.019484859643471304,0.004622536725159686,0.07427104412552356,0.12764579277452157,0.07450781852684332,0.0044192628552562185
125,support_relevance_centrality,9,0.00011423060890221684,3.113745250374032e-08,5.217209210833662e-07,0.00012202862806096667,4.5836838001943614e-05,8.195852534773791e-06,1.2698683440989905e-06,0.0001204661340396863,3.978796595034011e-06,9.006513673391591e-07,0.0,0.0,0.7821422749082994,3.324166474085493e-10,7.041605864327319e-09,2.4796927153044834e-05,1.3034457592561814e-07,7.074339061294161e-06,7.123474097978868e-05,0.21732005703168164,1.696409800683905e-05
126,confidence_relevance_centrality,9,0.001479026910346171,2.2742774907081545e-06,2.561369420495205e-05,0.0015939884978784984,0.0005930992102428002,0.00028335782670183603,3.99366920932897e-05,0.0015356813655630801,8.447516596072431e-05,2.9492871411312193e-05,0.0,0.0,0.6957993437639024,4.765770756189424e-08,8.520246625651592e-07,0.00042672777064759317,7.502292205651567e-06,0.00022840106175351486,0.0012906831531701098,0.296394907029581,0.00018458873447627845
127,lift_relevance_centrality,9,0.012987423828817115,2.8185191116002593e-05,0.00034715926415866373,0.012391035057748924,0.00490157840609814,0.004257985399127959,0.00044631310677727056,0.011710926886089825,0.0010111315949707397,0.00048115663468379017,0.0,0.0,0.6469721624519473,1.0276096104449429e-07,1.3740475668415815e-05,0.006953091706560124,0.0001230097079288098,0.002942830300776938,0.02069923775120228,0.2732246625772964,0.0005082668980702506
128,equal_relevance_centrality,9,0.0014790507086351412,2.2742756958468517e-06,2.561367399060761e-05,0.0015940372845084415,0.0005931486740181265,0.0002833589389164882,3.993811031163669e-05,0.0015357300844362225,8.447509929286735e-05,2.9698377204584807e-05,0.0,0.0,0.6957988916979724,5.0329366626223526e-08,9.51889117663585e-07,0.0004268050035189141,7.502514063711171e-06,0.00022842651559218,0.001290784895634527,0.2963946733389253,0.00018458858879872686
129,relevance_relevance_centrality,9,0.0008593159376348615,3.5096445229503684e-07,6.636150633594094e-06,0.0007849467012930797,0.00032135910876415633,0.00012419452203694386,9.902198128247538e-06,0.0007931889702477747,3.718381819525727e-05,1.6044550639825732e-05,0.0,0.0,0.7788779208768556,8.039322292512938e-10,1.2382524754856398e-07,0.00044039617194996475,2.325489673228916e-06,8.82653279689757e-05,0.0012374202021201582,0.2163484884282802,5.193595194611366e-05
