,method,fold,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
20,relevance_impurity_centrality,1,0.0,0.0,0.026001185148043192,0.0,0.0,0.04664609994015735,0.07306484299381692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08303182020205757,0.0,0.0,0.07170786805088428,0.0,0.029556044749568994,0.06926322487753535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008459616886998585,0.03834243535659333,0.0,0.0,0.0,0.0,0.08022319159436285,0.0,0.0,0.0,0.0,0.0,0.024917264993393733,0.0,0.0,0.0,0.0,0.018948563528711847,0.0,0.0,0.0,0.06598668586697536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036147989211366284,0.0,0.0,0.0,0.0,0.0,0.036246130162143925,0.0,0.0,0.0,0.037166676091438255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03613363507661862,0.0,0.0,0.0,0.0,0.0,0.029882433326108505,0.0,0.0950383390243399,0.10084960811718387
21,support_relevance_centrality,1,0.0,0.0,0.009359579679809434,0.0,0.0,0.011200710506289308,0.09565356704910115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007994410335250283,0.0,0.0,0.004602085114424593,0.0,0.004636836722213883,0.00909796254152809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7109263864003246,0.004794958918996203,0.0,0.0,0.0,0.0,0.0157471755124045,0.0,0.0,0.0,0.0,0.0,0.06580721168936399,0.0,0.0,0.0,0.0,0.002096501946024346,0.0,0.0,0.0,0.02004978366423643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009511883773457734,0.0,0.0,0.0,0.0,0.0,0.0015697472103336318,0.0,0.0,0.0,0.00015947662463611025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00867783628510953,0.0,0.0,0.0,0.0,0.0,0.0017197541697109295,0.0,0.010848362272492735,0.014106464980404541
22,confidence_relevance_centrality,1,0.0,0.0,0.041645585084109274,0.0,0.0,0.04976067189072019,0.11948850002901897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03949318883174958,0.0,0.0,0.026108952039438877,0.0,0.026490537933496813,0.04948823125064032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10050732639645084,0.027320080431050532,0.0,0.0,0.0,0.0,0.06296234015342424,0.0,0.0,0.0,0.0,0.0,0.164697384114258,0.0,0.0,0.0,0.0,0.016755653223186208,0.0,0.0,0.0,0.07280559808271962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009333987585047809,0.0,0.0,0.0,0.0,0.0,0.012456969423797285,0.0,0.0,0.0,0.0005330284845525346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386019691122616,0.0,0.0,0.0,0.0,0.0,0.013674708179154879,0.0,0.05980399564467454,0.0680712921102479
23,lift_relevance_centrality,1,0.0,0.0,0.041646827659758925,0.0,0.0,0.04976215644640589,0.11948370758166998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039494364745905244,0.0,0.0,0.026109731030293216,0.0,0.026491328807444238,0.04948707749876068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10050062284763189,0.02732089588103586,0.0,0.0,0.0,0.0,0.06296421648190144,0.0,0.0,0.0,0.0,0.0,0.16470228712572885,0.0,0.0,0.0,0.0,0.016756153524844022,0.0,0.0,0.0,0.0728077642034713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009334266211611436,0.0,0.0,0.0,0.0,0.0,0.012457341274661155,0.0,0.0,0.0,0.0005330444004199481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860312098900006,0.0,0.0,0.0,0.0,0.0,0.013675116430755292,0.0,0.05980179058013425,0.06806818627856631
24,equal_relevance_centrality,1,0.0,0.0,0.04031089807858021,0.0,0.0,0.04816590687481742,0.11833043422052997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03822748333537621,0.0,0.0,0.025272193978659045,0.0,0.02564155053956525,0.04790219760401375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126663514637985,0.0264445072756323,0.0,0.0,0.0,0.0,0.06094447878658895,0.0,0.0,0.0,0.0,0.0,0.15941904649508487,0.0,0.0,0.0,0.0,0.016218656262260545,0.0,0.0,0.0,0.07047227306172343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009034845385115396,0.0,0.0,0.0,0.0,0.0,0.012057739705097542,0.0,0.0,0.0,0.0005159456127313729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03736482605236907,0.0,0.0,0.0,0.0,0.0,0.013236451512229474,0.0,0.05788735512432991,0.06588969545731028
25,relevance_relevance_centrality,1,0.0,0.0,0.02473772852487189,0.0,0.0,0.029603907997849847,0.1158958860811679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02112953350130559,0.0,0.0,0.012163487686942408,0.0,0.012255337524061844,0.024046256710892496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37288754221057707,0.012673260560070612,0.0,0.0,0.0,0.0,0.0416203895906457,0.0,0.0,0.0,0.0,0.0,0.17393098757685974,0.0,0.0,0.0,0.0,0.005541135154408899,0.0,0.0,0.0,0.052992348128981355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002514027410200161,0.0,0.0,0.0,0.0,0.0,0.004148902159241773,0.0,0.0,0.0,0.00042150284402107707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022935854551185055,0.0,0.0,0.0,0.0,0.0,0.0045453763135290025,0.0,0.028672626461443158,0.03728390901174445
26,perm,2,-0.35877862595419985,0.022900763358778633,-0.0,-0.0,0.00763358778625944,0.06870229007633599,-0.05343511450381716,-0.007633587786259697,-0.0,-0.007633587786259697,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2824427480916039,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.02290076335877858,-0.0,-0.0,0.31297709923664213,-0.0,-0.0,0.1526717557251913,-0.0,-0.0,-0.06870229007633635,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.24427480916030608,-0.0,0.007633587786259543,-0.0,-0.11450381679389361,0.015267175572518984,-0.25954198473282547,-0.0,-0.0,-0.0,0.25954198473282525,-0.0,-0.0,0.03816793893129772,-0.0,-0.0,-0.0,-0.0,-1.025473175417133e-16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2824427480916039,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04580152671755757,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09160305343511467,-0.0,-0.0,-0.0,-0.0,-1.025473175417133e-16,0.05343511450381681,-0.0,0.05343511450381686,-0.0,-2.050946350834266e-16,-0.0,-0.0,-0.0
27,gini,2,0.13739787473171594,0.011289169473634586,0.0,0.0,0.016267584323794076,0.025239441034562743,0.05650639610126733,0.012676587567523516,0.0,0.011083911846841233,0.0,0.0,0.008210305071734245,0.0,0.0,0.0,0.03097263501854844,0.0,0.0,0.0,0.0,0.0,0.0,0.046696110095488505,0.0,0.0,0.032690295561353645,0.0,0.0,0.0284190942195297,0.0,0.0,0.02071956816386144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011083911846841233,0.0,0.029023211033035703,0.0,0.03485242680063308,0.0,0.03195672531581731,0.01477854912912164,0.06170382948137145,0.0,0.0,0.0,0.08832631132787322,0.0,0.0,0.03725684654400413,0.0,0.0,0.0,0.0,0.02500868063838162,0.0,0.0,0.0,0.0,0.0034209604465559383,0.0,0.0,0.04492602076753105,0.0,0.0,0.012315457607601367,0.0,0.029029292932203226,0.014990048937767394,0.0,0.0,0.0,0.0,0.0,0.0,0.0223117706007843,0.0,0.0,0.0,0.0,0.014355797951433973,0.026423770537798437,0.0,0.030042252648845757,0.0,0.012224902772251358,0.0,0.0,0.017800259470292675
28,shap,2,0.08481326556994478,0.0102541092562128,0.0,0.0,0.0305814624985664,0.037125270390276105,0.15406287107534083,0.0014233340296241422,0.0,0.011883192784974699,0.0,0.0,0.0006518677333216909,0.0,0.0,0.0,0.0323668498482126,0.0,0.0,0.0,0.0,0.0,0.0,0.025406393704472226,0.0,0.0,0.029480062323877093,0.0,0.0,0.07694302196717609,0.0,0.0,0.006485043019506158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028218689032719454,0.0,0.04274473590051736,0.0,0.005482809069024707,0.0,0.02531802510792175,0.006538112494504614,0.0442385865377326,0.0,0.0,0.0,0.049448935812445985,0.0,0.0,0.007408802238643182,0.0,0.0,0.0,0.0,0.027072779711340075,0.0,0.0,0.0,0.0,0.0019604031963503204,0.0,0.0,0.08255950706598797,0.0,0.0,0.004280777163979139,0.0,0.0,0.05892172724959719,0.0,0.0,0.0,0.0,0.0,0.0,0.039086552858866905,0.0,0.0,0.0,0.0,0.008760269639876039,0.036160641746424735,0.0,0.004642996460345134,0.0,0.005676821139016802,0.0,0.0,0.020002083373200648
29,support_impurity_centrality,2,0.05411148087461951,0.008402537117789106,0.0,0.0,0.01744868655840503,0.015710406062475122,0.049799575266429044,0.024175191746312396,0.0,0.009876092332817443,0.0,0.0,0.008707824466301922,0.0,0.0,0.0,0.010441604881510804,0.0,0.0,0.0,0.0,0.0,0.0,0.06274743050680669,0.0,0.0,0.018314392867903276,0.0,0.0,0.044025335861657924,0.0,0.0,0.02867299054338064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005097879710125238,0.0,0.020737047222812617,0.0,0.023743300141187508,0.0,0.019268802272842542,0.026677359283254723,0.023162951588006936,0.0,0.0,0.0,0.09722336348512287,0.0,0.0,0.08728227849394331,0.0,0.0,0.0,0.0,0.057030523105430914,0.0,0.0,0.0,0.0,0.003679251042242781,0.0,0.0,0.05621996598758941,0.0,0.0,0.02776624970459442,0.0,0.02233159390189036,0.03376972848269086,0.0,0.0,0.0,0.0,0.0,0.0,0.03879433704053347,0.0,0.0,0.0,0.0,0.023445720506938952,0.023938170657092993,0.0,0.004898473152806095,0.0,0.052110312622235914,0.0,0.0,0.00038914251224919297
30,confidence_impurity_centrality,2,0.07905636433673892,0.012711630500942797,0.0,0.0,0.01407495651931308,0.02566944510729195,0.039469503115517814,0.026509488145300197,0.0,0.009471451657922854,0.0,0.0,0.03578875946421462,0.0,0.0,0.0,0.0021259700310949773,0.0,0.0,0.0,0.0,0.0,0.0,0.031172603427825487,0.0,0.0,0.04963056493869412,0.0,0.0,0.02848180459211766,0.0,0.0,0.022850935670358615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009860750627264494,0.0,0.014691677579432703,0.0,0.016593886080842512,0.0,0.009406068090174522,0.06387739570325415,0.013484844956306486,0.0,0.0,0.0,0.061702904226564055,0.0,0.0,0.07600964010066114,0.0,0.0,0.0,0.0,0.05927611152080697,0.0,0.0,0.0,0.0,0.007721097121607719,0.0,0.0,0.01895091436838402,0.0,0.0,0.08430620718828934,0.0,0.019095073523317033,0.039034918124497116,0.0,0.0,0.0,0.0,0.0,0.0,0.037534552811078356,0.0,0.0,0.0,0.0,0.017599684675178806,0.021925523970451336,0.0,0.0007224903345988968,0.0,0.051137313692992785,0.0,0.0,5.54677969646123e-05
31,lift_impurity_centrality,2,0.07691812120909475,0.013160530691568834,0.0,0.0,0.014608533127644267,0.026377049143526815,0.037478661099016417,0.027291511954764303,0.0,0.009749838647195495,0.0,0.0,0.03370257062354359,0.0,0.0,0.0,0.002209832434507429,0.0,0.0,0.0,0.0,0.0,0.0,0.03173615691238872,0.0,0.0,0.05156581200284317,0.0,0.0,0.029614865881235936,0.0,0.0,0.023747113861888727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01014646462787027,0.0,0.015245088247305088,0.0,0.01706368214498893,0.0,0.009718705203015616,0.06162563259076034,0.014014104903262927,0.0,0.0,0.0,0.05868605588055332,0.0,0.0,0.07651115607403587,0.0,0.0,0.0,0.0,0.05703197340504784,0.0,0.0,0.0,0.0,0.008024989761000976,0.0,0.0,0.019536407269132507,0.0,0.0,0.08202620380433294,0.0,0.018690689036296174,0.04002968894223151,0.0,0.0,0.0,0.0,0.0,0.0,0.03854254658134421,0.0,0.0,0.0,0.0,0.018270583630972944,0.02275663790976259,0.0,0.000750152107606205,0.0,0.05311096295881657,0.0,0.0,5.7677332444862224e-05
32,equal_impurity_centrality,2,0.07937122697242836,0.012687140047317549,0.0,0.0,0.014047839457509871,0.025633627369824476,0.039393460468149295,0.026458414493497354,0.0,0.009453203790540701,0.0,0.0,0.035719808203092104,0.0,0.0,0.0,0.0027558943715105724,0.0,0.0,0.0,0.0,0.0,0.0,0.031112545735102998,0.0,0.0,0.049643545900995956,0.0,0.0,0.0284269310403357,0.0,0.0,0.02286516993715137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984175272955741,0.0,0.01466337233185573,0.0,0.016561916004502155,0.0,0.009613974149286197,0.0637543283754982,0.013458864813946182,0.0,0.0,0.0,0.061584026312799044,0.0,0.0,0.07586319857486168,0.0,0.0,0.0,0.0,0.059161909109072486,0.0,0.0,0.0,0.0,0.007706221518436376,0.0,0.0,0.018914403199383277,0.0,0.0,0.08414378134863704,0.0,0.019058284614721963,0.038959712756309106,0.0,0.0,0.0,0.0,0.0,0.0,0.037462238073413826,0.0,0.0,0.0,0.0,0.017565776809360608,0.02188328186563498,0.0,0.001120253124511037,0.0,0.05103879163404644,0.0,0.0,7.51048667097898e-05
33,relevance_impurity_centrality,2,0.05384726132814669,0.008406575414721673,0.0,0.0,0.017452376619975393,0.01571312873529866,0.049785106355884415,0.024194944707580185,0.0,0.009895270273042354,0.0,0.0,0.008714859855552367,0.0,0.0,0.0,0.01029763262002053,0.0,0.0,0.0,0.0,0.0,0.0,0.06276851042907955,0.0,0.0,0.018135126716379416,0.0,0.0,0.04411430309116971,0.0,0.0,0.028711644149985803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005106120057537182,0.0,0.02074368336736347,0.0,0.023769358280339378,0.0,0.01921830869211543,0.026708978304879553,0.02320903734341309,0.0,0.0,0.0,0.09727397797783163,0.0,0.0,0.08737302701450791,0.0,0.0,0.0,0.0,0.05706342364138847,0.0,0.0,0.0,0.0,0.0036818466706740167,0.0,0.0,0.05622562093178416,0.0,0.0,0.027800197846976415,0.0,0.0223635293399609,0.03383562815612529,0.0,0.0,0.0,0.0,0.0,0.0,0.038850114605222204,0.0,0.0,0.0,0.0,0.023480912126369203,0.02394396896563257,0.0,0.004773732521332586,0.0,0.05220165226616517,0.0,0.0,0.0003401415935446092
34,support_relevance_centrality,2,0.05458112287712119,7.230595104384266e-05,0.0,0.0,0.011985687749269213,0.010079185557334471,0.08475200524544305,1.1861952778293918e-05,0.0,3.557077193116904e-05,0.0,0.0,1.525269212351658e-07,0.0,0.0,0.0,0.03202430209420804,0.0,0.0,0.0,0.0,0.0,0.0,0.00012419733904751838,0.0,0.0,0.021591458337505535,0.0,0.0,0.011506385424378067,0.0,0.0,0.0011511152346836224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.789991887099981e-05,0.0,0.0059955501502072855,0.0,0.00016395339972097149,0.0,0.057058973909642145,1.8001574382467515e-07,0.03880905204982028,0.0,0.0,0.0,0.015155380208436865,0.0,0.0,1.9831936986965586e-05,0.0,0.0,0.0,0.0,0.000426853451844268,0.0,0.0,0.0,0.0,6.820999603126497e-06,0.0,0.0,0.05747065775963692,0.0,0.0,5.632053645325605e-08,0.0,9.960067460941706e-05,0.004677888381965863,0.0,0.0,0.0,0.0,0.0,0.0,4.407728704556853e-05,0.0,0.0,0.0,0.0,0.0005977356294288269,0.015904877145684986,0.0,0.017445411463365316,0.0,6.218096790540436e-05,0.0,0.0,0.5581076672672792
35,confidence_relevance_centrality,2,0.07271267452900396,0.00018920208311847428,0.0,0.0,0.038317682451106005,0.03201934710867726,0.1767321042904542,3.2169210668391155e-05,0.0,0.00011373186443423888,0.0,0.0,2.2600193119710003e-06,0.0,0.0,0.0,0.06787332511183207,0.0,0.0,0.0,0.0,0.0,0.0,0.0003878289078553513,0.0,0.0,0.01954075568347497,0.0,0.0,0.04096347198522112,0.0,0.0,0.003910477471958797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012134861031543577,0.0,0.015719361368702882,0.0,0.0008069903429246377,0.0,0.043198917265085686,1.9330377351530577e-06,0.05324847627951729,0.0,0.0,0.0,0.06188074549979367,0.0,0.0,7.559043181310465e-05,0.0,0.0,0.0,0.0,0.0016852386136013274,0.0,0.0,0.0,0.0,1.3920757149308713e-05,0.0,0.0,0.11786674323017068,0.0,0.0,8.078366449761389e-07,0.0,0.0002635711435179397,0.006456663510330781,0.0,0.0,0.0,0.0,0.0,0.0,9.603158363558488e-05,0.0,0.0,0.0,0.0,0.0009610899547775817,0.04582826552007013,0.0,0.011763607300540402,0.0,0.00016099030695991025,0.0,0.0,0.18705467668959672
36,lift_relevance_centrality,2,0.07272148268292634,0.00018895965344300575,0.0,0.0,0.03833669722320776,0.032036432733505184,0.17682390114885663,3.214205189795097e-05,0.0,0.00011379307910033262,0.0,0.0,2.2573727577086485e-06,0.0,0.0,0.0,0.06779900587358571,0.0,0.0,0.0,0.0,0.0,0.0,0.00038784576826914567,0.0,0.0,0.019543321874888494,0.0,0.0,0.04091290109715696,0.0,0.0,0.0039060337255495347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012141357583904748,0.0,0.015727086234520533,0.0,0.0008069595329742847,0.0,0.04316783250447342,1.9329272270093008e-06,0.05318077078788076,0.0,0.0,0.0,0.06180112339297932,0.0,0.0,7.55787209926041e-05,0.0,0.0,0.0,0.0,0.001686066825613244,0.0,0.0,0.0,0.0,1.3904545626972041e-05,0.0,0.0,0.117929435454248,0.0,0.0,8.075011440351286e-07,0.0,0.00026370506518826064,0.0064484980580251285,0.0,0.0,0.0,0.0,0.0,0.0,9.597863422108894e-05,0.0,0.0,0.0,0.0,0.0009602492337697689,0.04585199846221097,0.0,0.011751383082442066,0.0,0.00016091142394764535,0.0,0.0,0.1871495897515311
37,equal_relevance_centrality,2,0.07427735505566568,0.00017159414263124775,0.0,0.0,0.03475167799128704,0.029039492188282955,0.16028467240578498,2.917540881571602e-05,0.0,0.00010314749946609307,0.0,0.0,2.0496924229152935e-06,0.0,0.0,0.0,0.06380821723775716,0.0,0.0,0.0,0.0,0.0,0.0,0.00035173592084279816,0.0,0.0,0.020839259315654165,0.0,0.0,0.03715123923927248,0.0,0.0,0.00358807790135865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011005539898591843,0.0,0.01425645157978681,0.0,0.0007318884323231255,0.0,0.04775881191351371,1.7531411249300876e-06,0.04829294943799657,0.0,0.0,0.0,0.05612186342985739,0.0,0.0,6.855566875536674e-05,0.0,0.0,0.0,0.0,0.0015284032303646252,0.0,0.0,0.0,0.0,1.2625233023030068e-05,0.0,0.0,0.10689756907514571,0.0,0.0,7.326559739513193e-07,0.0,0.00023904210592638178,0.005855779286636678,0.0,0.0,0.0,0.0,0.0,0.0,8.709448113819495e-05,0.0,0.0,0.0,0.0,0.0008716468870921261,0.04156329465606056,0.0,0.013965318663486792,0.0,0.00014600787284899512,0.0,0.0,0.23709246285071725
38,relevance_relevance_centrality,2,0.0634934498450561,8.751805900106231e-05,0.0,0.0,0.014533285893283081,0.012221914507945679,0.10277016248306498,1.4359333153337817e-05,0.0,4.3133281551165244e-05,0.0,0.0,1.8462863779738367e-07,0.0,0.0,0.0,0.03860626676579536,0.0,0.0,0.0,0.0,0.0,0.0,0.00015047924924954244,0.0,0.0,0.024658074833110385,0.0,0.0,0.013928077405630502,0.0,0.0,0.001389877116537569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5957602273006993e-05,0.0,0.0072699198185662344,0.0,0.000198744929464729,0.0,0.06823724630095737,2.181914422607928e-07,0.04697428613599556,0.0,0.0,0.0,0.018344592438043313,0.0,0.0,2.402598056371104e-05,0.0,0.0,0.0,0.0,0.0005175557527396631,0.0,0.0,0.0,0.0,8.256104698004649e-06,0.0,0.0,0.06968800463948181,0.0,0.0,6.822654644709683e-08,0.0,0.0001207751044754691,0.0056620700555823624,0.0,0.0,0.0,0.0,0.0,0.0,5.3355263190362834e-05,0.0,0.0,0.0,0.0,0.0007236074411826354,0.019285980116422602,0.0,0.02075884469885015,0.0,7.529544847301138e-05,0.0,0.0,0.4701144123490347
39,perm,3,0.01867572156196945,6.842291306263665e-17,0.010186757215619749,0.0,-0.00848896434634961,0.015280135823429556,-0.04074702886247852,0.05942275042444801,0.07640067911714746,0.0,0.0,0.0,0.0,0.013582342954159598,0.0,-0.016977928692699356,0.037351443123938774,-0.0033955857385398708,-0.005093378607809807,0.013582342954159622,-0.00848896434634961,0.0,0.03904923599320876,0.0,0.0,0.015280135823429578,0.035653650254668844,0.005093378607809898,0.0,0.010186757215619749,0.0,0.0,0.018675721561969474,0.0,0.0,0.0,0.0016977928692699581,0.0,0.09337860780984686,0.025466893039049213,0.0,0.050933786078098335,0.013582342954159622,0.0,0.032258064516128976,0.08149405772495731,0.0,6.842291306263665e-17,0.0,0.0,-0.015280135823429419,0.0,0.0,0.0,0.0016977928692699581,0.0,0.0,-0.020373514431239227,0.0016977928692699581,0.0,0.0,0.050933786078098335,-0.011884550084889547,0.03565365025466885,0.0,0.0,0.032258064516129024,0.0543293718166382,0.07640067911714744,0.0,-0.008488964346349678,0.0,0.0,0.04584040747028849,0.0,-0.0033955857385397797,0.0,0.0,0.013582342954159643,0.016977928692699516,0.011884550084889684,0.0,0.0016977928692699581,0.0,6.842291306263665e-17,0.0,-0.00509337860780976,0.0,0.0,0.02037351443123943,0.0,-0.00509337860780976,0.028862478777589087,0.0,0.02716468590831917,0.0033955857385399623,0.06621392190152785,0.0,0.013582342954159665,-0.01697792869269933
40,gini,3,0.00923718579141267,0.01955023858792123,0.02519204226605878,0.0,0.013501705681027243,0.036935675362030115,0.042745867593151556,0.025322044222278038,0.0269595195173009,0.0,0.0,0.0,0.0,0.011993709918288215,0.0,0.01837767558039965,0.025879143123552495,0.004924424171144619,0.00575915949009604,0.0144188411233859,0.02037438882808097,0.0,0.02193607130782603,0.00305955347911352,0.0,0.020083923132443317,0.024460061079392463,0.0055071962624043385,0.0,0.005562824507479128,0.0,0.0,0.005217343827540951,0.0,0.0,0.0,0.01957329725740572,0.0,0.035015651170346745,0.01611646636453792,0.0,0.013736966222027086,0.012078386495903376,0.0,0.025458868988086927,0.008905905948840156,0.005562824507479128,0.01009935992778232,0.0,0.0,0.00917866043734056,0.0,0.0055071962624043385,0.0114733255466757,0.005507196262404333,0.0,0.0,0.009746532105812392,0.0025496278992612675,0.0,0.0,0.013116111510025646,0.002622474410668733,0.015465481572978643,0.0,0.0,0.02434553080740073,0.02042189721812839,0.011360255092012814,0.0,0.005562824507479128,0.0,0.00458933021867028,0.031054130284529392,0.0,0.013232131024424615,0.0,0.0,0.011677295778616604,0.03296909072051664,0.025940642712198207,0.0,0.004505887851058092,0.0,0.011549814383653538,0.0,0.005682027889782254,0.0011218362756749587,0.01048989764267493,0.007342928349872454,0.0,0.005244948821337466,0.028056589619129498,0.0,0.016033861258421933,0.013160745386468808,0.04277846961150885,0.0,0.01678383622827988,0.04738310057585109
41,shap,3,0.01866693198352052,0.018317639857638773,0.02689362319725156,0.0,0.046937230968462834,0.0514722289861916,0.013443106077450155,0.026912406899146,0.023250992351952368,0.0,0.0,0.0,0.0,0.02416588323339538,0.0,0.0036863915945932785,0.020035990012141482,0.0016419051809628295,0.005284061127319456,0.0034782499327989202,0.013600061250837162,0.0,0.006591955807069489,0.0006213148726636905,0.0,0.02300797472503485,0.019023526071721968,0.0010568843357059128,0.0,0.007091881448224929,0.0,0.0,0.0034717009515427464,0.0,0.0,0.0,0.016715359265932785,0.0,0.025793013979749993,0.007200262970830179,0.0,0.020127832923363474,0.007902830293939936,0.0,0.009020701153553252,0.019328793310736152,0.02919693189645416,0.00291577815600741,0.0,0.0,0.0012338777099513097,0.0,0.012426430988673833,0.0007394573642608693,0.0007696112012302045,0.0,0.0,0.0032852042965895874,0.0009114040432978627,0.0,0.0,0.019978249158738172,0.006172967740576277,0.039353641198519314,0.0,0.0,0.009528768036508489,0.012388213665589317,0.008786068695458976,0.0,0.006411341835983834,0.0,0.0008041842049336585,0.05305001409703807,0.0,0.012530378869341257,0.0,0.0,0.023126060577358755,0.053369113819517526,0.011224414051862315,0.0,0.0005709749829377036,0.0,0.015235474973684758,0.0,0.0027266534524533863,0.002796224665386316,0.0,0.01553722794196952,0.0,0.006261595292836447,0.040505402234188165,0.0,0.013884808298768675,0.015429629777287531,0.03164952722153733,0.0,0.003846102359830139,0.07861353242749669
