,method,fold,age,sex,on_thyroxine,query_on_thyroxine,on_antithyroid_medication,thyroid_surgery,query_hypothyroid,query_hyperthyroid,pregnant,sick,tumor,lithium,goitre,TSH_measured,TSH,T3_measured,T3,TT4_measured,TT4,T4U_measured,T4U,FTI_measured,FTI,TBG_measured,TBG
77,relevance_relevance_centrality,5,0.01742212432407059,0.0,0.0,0.0,1.449320776074013e-05,1.6539349541128566e-08,5.6471721959258815e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645354440076401,0.0,0.0018805755008532651,0.0,7.310911883404621e-05,0.0,0.0003070745539564189,0.0,0.015761515575339384,0.0,0.0
78,perm,6,0.027700831024930796,0.0,-0.024930747922437806,0.0,0.041551246537396246,0.0,0.005540166204986179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27146814404432135,0.0,0.18282548476454294,0.0,0.013850415512465448,0.0,0.16066481994459822,0.0,0.32132963988919677,0.0,0.0
79,gini,6,0.03959229581346585,0.004285626674531216,0.005877430867928518,0.0,0.013404178668176649,0.0044005417899022495,0.01272542879891291,0.0,0.0,0.009680474370705813,0.0,0.0,0.0,0.0,0.17332393914922326,0.0,0.18447969868983055,0.0,0.04577934659289087,0.0,0.18588302416295036,0.0,0.3205680144214817,0.0,0.0
80,shap,6,0.03331631489420191,0.002013080281957812,0.004897312605820112,0.0,0.008238670210680058,0.006311300915530991,0.020271325758784885,0.0,0.0,0.00014519201477556924,0.0,0.0,0.0,0.0,0.32701706205982384,0.0,0.11935263851562929,0.0,0.03802816922113072,0.0,0.0888034090738258,0.0,0.35160552444783916,0.0,0.0
81,support_impurity_centrality,6,0.033860335025820046,0.007040370657012799,0.0284800783399536,0.0,0.021743410989086324,0.0016307475561812704,0.030278454169991458,0.0,0.0,0.04845001215006228,0.0,0.0,0.0,0.0,0.3198417537993712,0.0,0.08971105914135263,0.0,0.06584278025897831,0.0,0.2163282876548056,0.0,0.13679271025738446,0.0,0.0
82,confidence_impurity_centrality,6,0.08949612767258686,0.05698363681971721,0.026456632022911274,0.0,0.003278485755983016,0.007840982159558483,0.08462572925459029,0.0,0.0,0.03776849419092217,0.0,0.0,0.0,0.0,0.22049703191041345,0.0,0.0770523197505116,0.0,0.09009751667523659,0.0,0.191171614267669,0.0,0.11473142951990005,0.0,0.0
83,lift_impurity_centrality,6,0.030127223495962998,0.044123668865892196,0.029227212476599734,0.0,0.004089495256859028,0.01026135332836999,0.0474739967432949,0.0,0.0,0.049766131136262146,0.0,0.0,0.0,0.0,0.5913872988906383,0.0,0.04836289264097024,0.0,0.04708848483768459,0.0,0.0465354342573103,0.0,0.05155680807015567,0.0,0.0
84,equal_impurity_centrality,6,0.08899910140973427,0.05656010879666578,0.02625999443214617,0.0,0.003710469050660904,0.007782810389202051,0.08399675276571023,0.0,0.0,0.03748778175185973,0.0,0.0,0.0,0.0,0.22101797042011484,0.0,0.07744962646827057,0.0,0.09001421612381497,0.0,0.1914234873236439,0.0,0.11529768106817659,0.0,0.0
85,relevance_impurity_centrality,6,0.015701765665371778,0.005352689775765847,0.03474239264748681,0.0,0.026838090089778104,0.0010760806145290454,0.030694131345395663,0.0,0.0,0.059871334971647816,0.0,0.0,0.0,0.0,0.3616245928006096,0.0,0.08118600155228609,0.0,0.043507478947123736,0.0,0.18316204150931237,0.0,0.15624340008069312,0.0,0.0
86,support_relevance_centrality,6,6.991239124677153e-05,2.213299421476186e-12,3.023958807716322e-09,0.0,1.1000783350476643e-05,6.976762946849909e-05,2.743587783528588e-07,0.0,0.0,6.071679618040149e-09,0.0,0.0,0.0,0.0,0.9537349425990326,0.0,0.025082167275120158,0.0,9.457262452156175e-05,0.0,0.011800326540492623,0.0,0.009137026700137227,0.0,0.0
87,confidence_relevance_centrality,6,0.00036081970978735656,3.414620219715903e-09,3.9573660988606174e-07,0.0,0.00025816792987455096,0.0003496423224295886,1.5997319772997252e-05,0.0,0.0,8.022562326696157e-07,0.0,0.0,0.0,0.0,0.8830242219640692,0.0,0.0308564607513236,0.0,0.00035069093342654826,0.0,0.011780291443629588,0.0,0.0730025062182238,0.0,0.0
88,lift_relevance_centrality,6,0.00023116094837170498,3.231196743690026e-08,3.820175230834919e-06,0.0,0.002528304575280079,0.0001726841385492418,0.00015476606422294736,0.0,0.0,7.645668685958846e-06,0.0,0.0,0.0,0.0,0.5337940170015393,0.0,0.03413677906652196,0.0,0.00029666913468507554,0.0,0.014863997663886784,0.0,0.4138101232510587,0.0,0.0
89,equal_relevance_centrality,6,0.0003587009389092703,3.3935956493186433e-09,3.932999722285906e-07,0.0,0.0002872450799602574,0.0003474894974743162,1.5898820744088313e-05,0.0,0.0,7.973165639641438e-07,0.0,0.0,0.0,0.0,0.878825766244903,0.0,0.030691721930944233,0.0,0.00034853466029273337,0.0,0.011798767073830483,0.0,0.0773246817428097,0.0,0.0
90,relevance_relevance_centrality,6,6.714893666606466e-05,4.071332656367798e-11,5.771057206932497e-08,0.0,0.0002096744046170256,6.689791991632357e-05,5.23776579423087e-06,0.0,0.0,1.1544392893334992e-07,0.0,0.0,0.0,0.0,0.9227298141316806,0.0,0.024745540013502834,0.0,9.089111510236633e-05,0.0,0.011938682257643994,0.0,0.04014594025986218,0.0,0.0
91,perm,7,0.06696428571428574,-0.022321428571427798,0.008928571428571746,0.0,0.013392857142857147,0.013392857142857147,0.004464285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38839285714285604,0.0,0.20535714285714263,0.0,0.00446428571428603,0.0,0.0491071428571435,0.0,0.2678571428571422,0.0,0.0
92,gini,7,0.0268587245988846,0.006861552814041676,0.00872122988550308,0.0,0.009866068467918267,0.00712702482570711,0.011707519741753773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29570700048842197,0.0,0.16141903454525858,0.0,0.020105245223440274,0.0,0.14747537207060385,0.0,0.3041512273384667,0.0,0.0
93,shap,7,0.024760928513998574,0.005561930595164793,0.015841842477307192,0.0,0.0018406061482226517,0.0018980384501512217,0.0015252094706301852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31554063734217397,0.0,0.17296761147860049,0.0,0.032053301236133085,0.0,0.1487303937169655,0.0,0.2792795005706524,0.0,0.0
94,support_impurity_centrality,7,0.08253097089515612,0.025103732177053792,0.01326120346375797,0.0,0.029172755935630745,0.0016361353227732365,0.039127733940920895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2909355326112364,0.0,0.14556376251039604,0.0,0.060258025696269216,0.0,0.20213017229238026,0.0,0.11027997515442534,0.0,0.0
95,confidence_impurity_centrality,7,0.1133991034157357,0.07169647802638429,0.008565431993640113,0.0,0.0038524383688842154,0.0024526761448565243,0.107191362571097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24750986935839153,0.0,0.1595420508480363,0.0,0.07177156882108446,0.0,0.1348448658606364,0.0,0.0791741545912536,0.0,0.0
96,lift_impurity_centrality,7,0.044375180083068906,0.18634535242875386,0.01782531360053414,0.0,0.013165838045090542,0.00833501570721193,0.08754413803415892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258650780215455,0.0,0.1165776013744624,0.0,0.06727070616661009,0.0,0.11020532512971204,0.0,0.08970474921494227,0.0,0.0
97,equal_impurity_centrality,7,0.1116737292157833,0.07060561178769222,0.00843510842909575,0.0,0.004466629019090885,0.002415358529340113,0.10747949060911798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24811786899613814,0.0,0.15929564842850386,0.0,0.07319802428801384,0.0,0.1345563607900411,0.0,0.0797561699071828,0.0,0.0
98,relevance_impurity_centrality,7,0.08729566615298018,0.025740245732747708,0.0015450319233503967,0.0,0.03755855544771373,0.0004350513724200672,0.03987261090441064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36401300650245083,0.0,0.07905466411392204,0.0,0.07102860473816672,0.0,0.1599029365544448,0.0,0.1335536265573929,0.0,0.0
99,support_relevance_centrality,7,0.018377090103709748,2.6934034038631107e-10,3.6079701104365216e-08,0.0,1.3063107730778657e-05,1.3796160747809762e-08,5.094886864486308e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9632970225250316,0.0,0.0010619751792052899,0.0,1.4151089677881578e-06,0.0,0.00014412294675607558,0.0,0.017105260373907902,0.0,0.0
100,confidence_relevance_centrality,7,0.017149986486421163,1.1635583613053195e-07,1.829495841253153e-06,0.0,0.00024497915098050147,5.90137368922247e-07,1.1635583613053195e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8983537045259281,0.0,0.006074334938228849,0.0,2.23448812552909e-05,0.0,0.001638979778241445,0.0,0.07651301789406217,0.0,0.0
101,lift_relevance_centrality,7,0.010748590580531767,1.414855609081974e-06,1.713858735753906e-06,0.0,0.003031041842541606,2.6364792118296367e-06,1.2160233476187342e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6292951264076784,0.0,0.023983105319469254,0.0,2.355437375020908e-05,0.0,0.013426678944347042,0.0,0.3194849213147775,0.0,0.0
102,equal_relevance_centrality,7,0.01706276665893838,1.1576408235247014e-07,1.8201915286203478e-06,0.0,0.0002851909211312475,5.871360925853779e-07,1.1719781891181285e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947488122899342,0.0,0.006077306197721362,0.0,2.323888116417921e-05,0.0,0.001777899195353154,0.0,0.080022145566235,0.0,0.0
103,relevance_relevance_centrality,7,0.017827474560458474,5.1235958685239855e-09,3.568879439279298e-08,0.0,0.0002515444151184676,1.6121752458719796e-08,8.569247787858622e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940179931700631,0.0,0.0015705178373455727,0.0,1.3692810782077642e-06,0.0,0.001023031874060337,0.0,0.03914606482791751,0.0,0.0
104,perm,8,0.027777777777777915,-0.0027777777777777918,0.0055555555555555835,0.0,0.0027777777777777918,-0.013888888888888958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.0,0.21666666666666667,0.0,0.01666666666666675,0.0,0.1305555555555553,0.0,0.36666666666666653,0.0,0.0
105,gini,8,0.042053601163602475,0.008271497317454945,0.008018887669265623,0.0,0.01859823131766537,0.004345046970696976,0.011847253363797982,0.0,0.0,0.011275253357567402,0.0,0.0,0.0,0.0,0.16350216650744193,0.0,0.16635467805771845,0.0,0.016012328130149803,0.0,0.14754614804475366,0.0,0.40217490809988543,0.0,0.0
106,shap,8,0.04877574322927477,0.012394139732378429,0.003951054375733219,0.0,0.0002413832688652536,0.013936975098439719,0.0006661158510993196,0.0,0.0,0.002933534806355319,0.0,0.0,0.0,0.0,0.2940529493557671,0.0,0.1805790319179973,0.0,0.018099229407079743,0.0,0.11517032466669773,0.0,0.30919951829031217,0.0,0.0
107,support_impurity_centrality,8,0.08913592862113243,0.008115747165955825,0.028346192700764834,0.0,0.0304441199420635,0.003574964509040768,0.010276259412851813,0.0,0.0,0.04712978313045983,0.0,0.0,0.0,0.0,0.3380996912068689,0.0,0.06024526047367108,0.0,0.006976619485726186,0.0,0.207752656152444,0.0,0.16990277719902083,0.0,0.0
108,confidence_impurity_centrality,8,0.16981799680339751,0.034354074618672945,0.031881973332086394,0.0,0.004162975005900437,0.005693074397948058,0.07541817223752767,0.0,0.0,0.045911360549602674,0.0,0.0,0.0,0.0,0.24493756149504634,0.0,0.09621288900043319,0.0,0.0038234113114541932,0.0,0.1408114880773732,0.0,0.14697502317055716,0.0,0.0
109,lift_impurity_centrality,8,0.12269259400039884,0.08376972608778581,0.08844661459134123,0.0,0.012507198040522256,0.01410026637891106,0.15115752101231203,0.0,0.0,0.14780874258837637,0.0,0.0,0.0,0.0,0.03870437739127941,0.0,0.1009213769254963,0.0,0.0021072218003291366,0.0,0.0964944428163376,0.0,0.14128991836691013,0.0,0.0
110,equal_impurity_centrality,8,0.1688559304294689,0.03415257437790483,0.03168617199417717,0.0,0.004796118787272433,0.005658216749594221,0.07509716156035319,0.0,0.0,0.0456293985227479,0.0,0.0,0.0,0.0,0.24580095023012882,0.0,0.09576911132050663,0.0,0.0037999300469050332,0.0,0.14115584298611866,0.0,0.1475985929948223,0.0,0.0
111,relevance_impurity_centrality,8,0.07073078609755705,0.0038094806460898705,0.035973861989202396,0.0,0.03898644223223523,0.0007693373197805456,0.007523957006111189,0.0,0.0,0.06042307575999332,0.0,0.0,0.0,0.0,0.397017241036718,0.0,0.04404294894415089,0.0,0.0005134767761632945,0.0,0.15476693085534288,0.0,0.18544246133665537,0.0,0.0
112,support_relevance_centrality,8,6.715158663646477e-05,2.7869066464052253e-09,2.695798065256917e-09,0.0,1.7792445690353234e-05,6.702174055004229e-05,1.0185913598516447e-07,0.0,0.0,5.509486192079656e-09,0.0,0.0,0.0,0.0,0.9566682836276468,0.0,0.022730097208443927,0.0,8.262620232057443e-05,0.0,0.010667234340142773,0.0,0.00969967999724221,0.0,0.0
113,confidence_relevance_centrality,8,0.00032619801311789396,2.6806245929553033e-07,4.160335124262465e-07,0.0,0.0003543710672680447,0.0003176825695330201,4.732072579430257e-06,0.0,0.0,8.848006227162277e-07,0.0,0.0,0.0,0.0,0.8741528756979099,0.0,0.038820913279229166,0.0,0.00030313290909098436,0.0,0.010909995713460713,0.0,0.07480852978121635,0.0,0.0
114,lift_relevance_centrality,8,0.0001792748814988441,4.949618939559563e-07,3.553086030440557e-06,0.0,0.003047265382116061,0.00013789144131392847,4.657024496810255e-06,0.0,0.0,7.129047253444545e-06,0.0,0.0,0.0,0.0,0.4677548649911266,0.0,0.13184436879895609,0.0,0.00021252558192547675,0.0,0.015517817197572637,0.0,0.3812901576058157,0.0,0.0
115,equal_relevance_centrality,8,0.00032355595672347947,2.658912745972708e-07,4.126638291124513e-07,0.0,0.00040417045580644925,0.00031510948438082635,5.387281396712256e-06,0.0,0.0,8.776341377928984e-07,0.0,0.0,0.0,0.0,0.8686715791718823,0.0,0.038546104350478505,0.0,0.0003006776696087872,0.0,0.01093893632922504,0.0,0.0804929231112564,0.0,0.0
116,relevance_relevance_centrality,8,6.381369447044562e-05,3.1792392181287075e-09,5.079434826833149e-08,0.0,0.0003343058269643629,6.343026339997882e-05,1.0338941390610302e-07,0.0,0.0,1.0170026877985008e-07,0.0,0.0,0.0,0.0,0.9152632362681988,0.0,0.025752625658871365,0.0,7.831429205787158e-05,0.0,0.010936222846478553,0.0,0.04750779208628845,0.0,0.0
117,perm,9,0.010723860589812386,0.0,0.0,0.0,0.0026809651474530966,-0.026809651474530967,0.0,0.0,0.0,0.005361930294906193,0.0,0.0,0.0,0.0,0.2841823056300267,0.0,0.25201072386059004,0.0,0.05898123324396794,0.0,0.1152815013404824,0.0,0.2975871313672922,0.0,0.0
118,gini,9,0.01535376591451477,0.007508061650824011,0.0,0.0,0.012570898255608112,0.007276346790363565,0.006479391350997089,0.0,0.0,0.008984180741677155,0.0,0.0,0.0,0.0,0.32320392663289294,0.002725360525585084,0.12099542815128513,0.0,0.04804148123440212,0.0,0.10133420576171787,0.0,0.3455269529901322,0.0,0.0
119,shap,9,0.017626005678806105,0.010892058593557845,0.0,0.0,0.0017050200682795487,0.016015532972130007,9.349406519271273e-05,0.0,0.0,0.0049913958446016465,0.0,0.0,0.0,0.0,0.3465408673520741,0.00916865131869395,0.16780712874501966,0.0,0.05471524936573517,0.0,0.0839750917539262,0.0,0.28646950424198314,0.0,0.0
120,support_impurity_centrality,9,0.06365245154355959,0.03749613841569495,0.0,0.0,0.08050960734937297,0.0005811134875186799,0.01856425683561753,0.0,0.0,0.028943212957516642,0.0,0.0,0.0,0.0,0.3200017889855012,0.0074126550049941845,0.08036960667331558,0.0,0.06549118454363599,0.0,0.14312121361519847,0.0,0.15385677058807423,0.0,0.0
121,confidence_impurity_centrality,9,0.05621463342116485,0.08416236384381219,0.0,0.0,0.06743294779897048,0.0025481146637490186,0.07448401330519225,0.0,0.0,0.02147256545580848,0.0,0.0,0.0,0.0,0.19577279863952715,0.04022356155641336,0.09873789456038295,0.0,0.1143968489075792,0.0,0.10133794573012726,0.0,0.14321631211727276,0.0,0.0
122,lift_impurity_centrality,9,0.07006984770929972,0.032334409804392346,0.0,0.0,0.0754188408696219,0.007404450679770532,-0.006574473596831147,0.0,0.0,0.04880187475917979,0.0,0.0,0.0,0.0,0.32394210778828947,0.06797838950687898,0.08235955284913331,0.0,0.08007861404887819,0.0,0.07042715610759219,0.0,0.14775922947379472,0.0,0.0
123,equal_impurity_centrality,9,0.05569768923564188,0.08337097431282774,0.0,0.0,0.0667988671185542,0.002524154413863675,0.07378363054901364,0.0,0.0,0.02359735152735563,0.0,0.0,0.0,0.0,0.1952863193343682,0.03984533423411846,0.0991280660843906,0.0,0.11440732357269967,0.0,0.1017015148875137,0.0,0.14385877472965258,0.0,0.0
124,relevance_impurity_centrality,9,0.04186538115824392,0.0383281981177499,0.0,0.0,0.0878058511237483,0.0004938566219070595,0.013795363974652268,0.0,0.0,0.03232839419960316,0.0,0.0,0.0,0.0,0.3521085475872219,0.0053259215793894955,0.07215389171130812,0.0,0.06266595811164409,0.0,0.1234572468145615,0.0,0.16967138899997034,0.0,0.0
125,support_relevance_centrality,9,1.459474437994833e-08,1.6348357250624842e-10,0.0,0.0,1.359989763146013e-06,4.269896984601266e-05,4.411557180859186e-11,0.0,0.0,2.2066564322681254e-09,0.0,0.0,0.0,0.0,0.9414206926766746,1.2532558848645124e-12,0.019793893790713533,0.0,0.0002080396263431754,0.0,0.009510871255553093,0.0,0.029022426680853183,0.0,0.0
126,confidence_relevance_centrality,9,2.8430477172204106e-06,9.257937093912686e-08,0.0,0.0,5.4980013752604496e-05,0.00022440325956869033,5.98769154465716e-08,0.0,0.0,4.987997266934856e-07,0.0,0.0,0.0,0.0,0.8578955317825359,1.9493451295893633e-09,0.021945828698953403,0.0,0.0007774054292915266,0.0,0.008842843576813343,0.0,0.11025551098600911,0.0,0.0
127,lift_relevance_centrality,9,4.5537049139592e-05,1.6405900435151928e-06,0.0,0.0,0.000986505009907066,0.0002060775427970601,1.0231861290316193e-06,0.0,0.0,6.016125630930031e-06,0.0,0.0,0.0,0.0,0.7924407758156158,3.444907402477396e-08,0.029789379871376184,0.0,0.001428586862380849,0.0,0.010696547572571963,0.0,0.16439787592533403,0.0,0.0
128,equal_relevance_centrality,9,2.9165434699779474e-06,9.255175312432802e-08,0.0,0.0,5.496361238994612e-05,0.00022433631671090078,5.985905326469723e-08,0.0,0.0,5.729948226597339e-07,0.0,0.0,0.0,0.0,0.8576770506689135,1.948763610702144e-09,0.021941679529625013,0.0,0.0007773632315886186,0.0,0.008842051842718877,0.0,0.11047891090019048,0.0,0.0
129,relevance_relevance_centrality,9,2.4209435483782134e-07,3.2044745145643006e-09,0.0,0.0,2.7023274842705288e-05,4.2608304832764184e-05,8.312217966909319e-10,0.0,0.0,3.527718006305847e-08,0.0,0.0,0.0,0.0,0.9396402900515676,2.4225983795313597e-11,0.01987872582561503,0.0,0.00022695213768684475,0.0,0.009516836901079444,0.0,0.030667282072918425,0.0,0.0
