,method,fold,age,sex,on_thyroxine,query_on_thyroxine,on_antithyroid_medication,thyroid_surgery,query_hypothyroid,query_hyperthyroid,pregnant,sick,tumor,lithium,goitre,TSH_measured,TSH,T3_measured,T3,TT4_measured,TT4,T4U_measured,T4U,FTI_measured,FTI,TBG_measured,TBG
67,shap,5,0.016338333454789262,0.0,0.0,0.0,0.004809920750630178,0.0014175882599775837,0.011371450732153928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299630001153765,0.0,0.13075058226142494,0.0,0.12269784150768548,0.0,0.14380768077489886,0.0,0.2691766011046747,0.0,0.0
68,support_impurity_centrality,5,0.030911288948000763,0.0,0.0,0.0,0.02266311796629134,0.0014179212623580287,0.039960261891465045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28445578620711853,0.0,0.10216442884698718,0.0,0.1545067820540037,0.0,0.1567824475922026,0.0,0.20713796523157282,0.0,0.0
69,confidence_impurity_centrality,5,0.09511636171931154,0.0,0.0,0.0,0.011380043871372985,0.0016383748327467274,0.024568401031873924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22901819351155397,0.0,0.1325572678447453,0.0,0.19706065262691624,0.0,0.14079522192474814,0.0,0.16786548263673112,0.0,0.0
70,lift_impurity_centrality,5,0.15434147215326974,0.0,0.0,0.0,0.021004636703365786,0.00740438050072316,0.06133215298417264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13486240466235255,0.0,0.1209403630197673,0.0,0.20219926044774086,0.0,0.14748437738527678,0.0,0.15043095214333116,0.0,0.0
71,equal_impurity_centrality,5,0.09430626060076464,0.0,0.0,0.0,0.011256772138428375,0.001620627510580986,0.02581579289060838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2286957928064135,0.0,0.13286075595055452,0.0,0.1958279071761294,0.0,0.14171853018561156,0.0,0.16789756074090856,0.0,0.0
72,relevance_impurity_centrality,5,0.026340299058738408,0.0,0.0,0.0,0.027106662224024473,0.00036935924798845875,0.039608412041826226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3656922530754614,0.0,0.06734300589841304,0.0,0.1397695776524984,0.0,0.11384798511463681,0.0,0.21992244568641278,0.0,0.0
73,support_relevance_centrality,5,0.01744886760607201,0.0,0.0,0.0,7.291201628351857e-07,1.406146701919006e-08,2.9423326167600665e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9665331559060897,0.0,0.0011087562480993761,0.0,4.156900444341017e-06,0.0,0.00022589986699287444,0.0,0.014678126057410206,0.0,0.0
74,confidence_relevance_centrality,5,0.01675500476632536,0.0,0.0,0.0,2.683030072982152e-05,5.765660203197079e-07,1.7676531772556963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210705889524796,0.0,0.007175340164975122,0.0,0.0001524335241750707,0.0,0.0013562154939277937,0.0,0.05344533369959435,0.0,0.0
75,lift_relevance_centrality,5,0.015636753102049927,0.0,0.0,0.0,0.00047650779237861214,3.492328024535642e-06,0.0002914038811926843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8425525321511832,0.0,0.048212443798234146,0.0,0.0024657891182062555,0.0,0.0055308439699671705,0.0,0.08483023385876345,0.0,0.0
76,equal_relevance_centrality,5,0.016754880473528223,0.0,0.0,0.0,2.6830101695970305e-05,5.765617432094116e-07,1.8026971876939417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210650852109195,0.0,0.0071755667386672675,0.0,0.0001547461571473731,0.0,0.0013567883218224327,0.0,0.05344749946259917,0.0,0.0
