,method,fold,deg-malig,age_20-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,menopause_ge40,menopause_lt40,menopause_premeno,tumor-size_0-4,tumor-size_14-Oct,tumor-size_15-19,tumor-size_20-24,tumor-size_25-29,tumor-size_30-34,tumor-size_35-39,tumor-size_40-44,tumor-size_45-49,tumor-size_50-54,tumor-size_9-May,inv-nodes_0-2,inv-nodes_11-Sep,inv-nodes_14-Dec,inv-nodes_15-17,inv-nodes_24-26,inv-nodes_5-Mar,inv-nodes_8-Jun,node-caps_no,node-caps_yes,breast_left,breast_right,breast-quad_central,breast-quad_left_low,breast-quad_left_up,breast-quad_right_low,breast-quad_right_up,irradiat_no,irradiat_yes
59,relevance_impurity_centrality,4,0.273866963549102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044678709306947735,0.0,0.024916113789319384,0.0,0.08333292609338958,0.0,0.04936250982965628,0.0,0.0009528644058892848,0.0,0.35458448149907734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024223898395302642,0.0,0.0,0.0,0.17940163541644885,0.0,0.00489073609111989,0.0,0.0,0.0
60,support_relevance_centrality,4,0.9517306512116999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015198327094412403,0.0,7.489224417253408e-05,0.0,4.795113275200845e-05,0.0,7.911016582621498e-05,0.0,0.00011181952366866436,0.0,0.002165706594953567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918465304883085e-05,0.0,0.0,0.0,0.00021742307978793457,0.0,0.03029493429967795,0.0,0.0,0.0
61,confidence_relevance_centrality,4,0.8604098985881181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07490075718723944,0.0,0.0013181633556136462,0.0,0.0004923206526482028,0.0,0.0007952085667420125,0.0,0.0027553581848155334,0.0,0.01221167886654093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006869269669739751,0.0,0.0,0.0,0.002026485147152555,0.0,0.04440320248415562,0.0,0.0,0.0
62,lift_relevance_centrality,4,0.8517966884734761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07365007659528391,0.0,0.0012961528795164567,0.0,0.0011529222801085928,0.0,0.0015025158817759186,0.0,0.002709349664541338,0.0,0.018729424409966236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000728623578944649,0.0,0.0,0.0,0.004723576297725979,0.0,0.043710669938660816,0.0,0.0,0.0
63,equal_relevance_centrality,4,0.8806037004391598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057152113942975404,0.0,0.0010058085542067204,0.0,0.0003756593002964158,0.0,0.0007754134645462354,0.0,0.0021024426300341272,0.0,0.01539824058539467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005241512871339515,0.0,0.0,0.0,0.0017164033789918555,0.0,0.04034606641726084,0.0,0.0,0.0
64,relevance_relevance_centrality,4,0.9339030432272282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027562331047266585,0.0,0.0001358178971853778,0.0,0.00020710186563345989,0.0,0.00031810959273898286,0.0,0.00020278591911669606,0.0,0.004981001419684256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014439812243256027,0.0,0.0,0.0,0.0009296572369189347,0.0,0.031615753671795005,0.0,0.0,0.0
65,perm,5,1.833333333333355,-0.0,-0.0,-0.0,-1.1666666666666843,1.333333333333349,-0.0,-0.0,1.333333333333349,-0.0,-0.0,0.16666666666666863,0.33333333333333726,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1666666666666976,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6666666666666767,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
66,gini,5,0.3390033248272369,0.0,0.0,0.0,0.06992420857416623,0.052123716914454034,0.0,0.0,0.0406217450336343,0.09445496038492049,0.0,0.03185797966989628,0.0277581924396501,0.0,0.0,0.0,0.0,0.0,0.029157765167699728,0.0338385584026211,0.0,0.1900347565646817,0.0,0.0,0.0,0.0,0.0,0.04069526855405716,0.0,0.0,0.0,0.05052952346698212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,shap,5,0.27115566068430436,0.0,0.0,0.0,0.060661001968387446,0.07385715139754263,0.0,0.0,0.06734694522017891,0.07252143780897848,0.0,0.08458777112213103,0.02060816575266439,0.0,0.0,0.0,0.0,0.0,0.000562951408914237,0.0034481637971002545,0.0,0.23910199195324205,0.0,0.0,0.0,0.0,0.0,0.024213818869277263,0.0,0.0,0.0,0.08193494001727898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,support_impurity_centrality,5,0.2784967016048846,0.0,0.0,0.0,0.08269807482172951,0.12557074283342273,0.0,0.0,0.006934456299725228,0.07682030314761228,0.0,0.015977849170398135,0.024636912730821692,0.0,0.0,0.0,0.0,0.0,0.09098738398906059,0.01997508868718123,0.0,0.18326151727066356,0.0,0.0,0.0,0.0,0.0,0.027152569867443764,0.0,0.0,0.0,0.06748839957705667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,confidence_impurity_centrality,5,0.2998833512070282,0.0,0.0,0.0,0.11611998185938345,0.09541920795640182,0.0,0.0,0.0030509969834867394,0.04073856098207087,0.0,0.036807847392853386,0.04517528817377739,0.0,0.0,0.0,0.0,0.0,0.10113607216325919,0.019822525492336315,0.0,0.1500246962721606,0.0,0.0,0.0,0.0,0.0,0.024391672662530832,0.0,0.0,0.0,0.06742979885471131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,lift_impurity_centrality,5,0.33048516146573464,0.0,0.0,0.0,0.11236186738796208,0.06034530690001588,0.0,0.0,0.0035042090567275713,0.02145317946904004,0.0,0.04596435057832208,0.04154268017344634,0.0,0.0,0.0,0.0,0.0,0.12635196144935237,0.01886759734444596,0.0,0.13241067740543366,0.0,0.0,0.0,0.0,0.0,0.030574154804618142,0.0,0.0,0.0,0.07613885396490137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,equal_impurity_centrality,5,0.3004044667963976,0.0,0.0,0.0,0.12158650007346121,0.0911647631131315,0.0,0.0,0.003889353621567065,0.043330918477952916,0.0,0.048243741862555076,0.0466908564192657,0.0,0.0,0.0,0.0,0.0,0.08853889190359931,0.019156464901668942,0.0,0.14480967247682328,0.0,0.0,0.0,0.0,0.0,0.02249960491464177,0.0,0.0,0.0,0.06968476543893568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,relevance_impurity_centrality,5,0.3377415401150893,0.0,0.0,0.0,0.0939493978793674,0.08275592579506216,0.0,0.0,0.0038314903443870093,0.04329991882587026,0.0,0.01872519566642109,0.032071674533612,0.0,0.0,0.0,0.0,0.0,0.12663209152079566,0.012164001414772953,0.0,0.13728860822318165,0.0,0.0,0.0,0.0,0.0,0.03730080831520022,0.0,0.0,0.0,0.07423934736624033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,support_relevance_centrality,5,0.541573497969643,0.0,0.0,0.0,6.760633246146049e-05,0.0009179676806714838,0.0,0.0,0.06317983833304751,0.0011265685713788664,0.0,0.004562397731742652,1.0813838469643777e-05,0.0,0.0,0.0,0.0,0.0,8.972860321843542e-06,9.618271229582983e-05,0.0,0.38749944047904034,0.0,0.0,0.0,0.0,0.0,7.5031308360009e-05,0.0,0.0,0.0,0.00088168218256732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,confidence_relevance_centrality,5,0.5056539176776954,0.0,0.0,0.0,0.0010809825573870507,0.0078666989310252,0.0,0.0,0.059239136253556104,0.007495679231542619,0.0,0.023267526798712346,0.00014860739319175371,0.0,0.0,0.0,0.0,0.0,0.0001795264209286022,0.0005459170924724489,0.0,0.38670304791909066,0.0,0.0,0.0,0.0,0.0,0.0010033448801622163,0.0,0.0,0.0,0.006815614844235587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,lift_relevance_centrality,5,0.4860856731718328,0.0,0.0,0.0,0.0021509663682338963,0.011604083037873468,0.0,0.0,0.05816509993531287,0.0068801207543211125,0.0,0.021394691021548902,0.0003190573728882452,0.0,0.0,0.0,0.0,0.0,0.00030615721753522805,0.0005430559455874918,0.0,0.40004656731574073,0.0,0.0,0.0,0.0,0.0,0.002193312900885486,0.0,0.0,0.0,0.010311214958239757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,equal_relevance_centrality,5,0.5067733329856304,0.0,0.0,0.0,0.0010544713172965883,0.007701593489450647,0.0,0.0,0.05952934442863077,0.006725489990604726,0.0,0.019254231235326165,0.00016260072986246576,0.0,0.0,0.0,0.0,0.0,0.00014846543424804735,0.0005574881551304632,0.0,0.39043815928537695,0.0,0.0,0.0,0.0,0.0,0.0008297499196125612,0.0,0.0,0.0,0.006825073028830219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,relevance_relevance_centrality,5,0.5351878662083133,0.0,0.0,0.0,0.00019740955040707518,0.001665282869279392,0.0,0.0,0.06172643446227333,0.0014654675092556605,0.0,0.006033179337503302,3.359497437540135e-05,0.0,0.0,0.0,0.0,0.0,2.7089644396911243e-05,0.00012105129630387533,0.0,0.3918089039528965,0.0,0.0,0.0,0.0,0.0,0.00023623888099130364,0.0,0.0,0.0,0.0014974813140039586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,perm,6,0.8382352941176465,0.0,0.0,0.0,0.0,0.147058823529412,0.0,0.0,0.0,0.058823529411764816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882408,0.0,0.0,0.0,-0.07352941176470579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,gini,6,0.27816226141887956,0.0,0.0,0.0,0.0,0.0930144038703772,0.0,0.0,0.0,0.03976766391586676,0.0,0.1636802192485682,0.0,0.0,0.0,0.0,0.0,0.047036648461387366,0.0,0.0,0.0,0.11216845617629274,0.0,0.0,0.0,0.0,0.0,0.048569788381586196,0.0,0.0,0.0,0.0,0.037990018048293724,0.04652724923392474,0.0,0.09752188177186788,0.0,0.035561409472955725,0.0
80,shap,6,0.3413582134643357,0.0,0.0,0.0,0.0,0.061598896368474085,0.0,0.0,0.0,0.08302373123480773,0.0,0.08264449899554718,0.0,0.0,0.0,0.0,0.0,0.025874535092848934,0.0,0.0,0.0,0.16062043279556448,0.0,0.0,0.0,0.0,0.0,0.028893641083799538,0.0,0.0,0.0,0.0,0.016564834398966034,0.058604212579516875,0.0,0.11493588897235602,0.0,0.025881115013783373,0.0
81,support_impurity_centrality,6,0.3221920347778671,0.0,0.0,0.0,0.0,0.08801617632000382,0.0,0.0,0.0,0.1261055320574302,0.0,0.011445094180952516,0.0,0.0,0.0,0.0,0.0,0.026854620723427813,0.0,0.0,0.0,0.256556101303615,0.0,0.0,0.0,0.0,0.0,0.005127546889037891,0.0,0.0,0.0,0.0,0.0160322757661863,0.11753751244084208,0.0,0.011285001455960522,0.0,0.01884810408467675,0.0
82,confidence_impurity_centrality,6,0.24902494798004743,0.0,0.0,0.0,0.0,0.04210613371406123,0.0,0.0,0.0,0.20525003408276773,0.0,0.0006763889326205253,0.0,0.0,0.0,0.0,0.0,0.04608569552668942,0.0,0.0,0.0,0.15753436632796936,0.0,0.0,0.0,0.0,0.0,0.001910140843181208,0.0,0.0,0.0,0.0,0.023065037418128157,0.25476769745218975,0.0,0.0025227147955950925,0.0,0.01705684292675016,0.0
83,lift_impurity_centrality,6,0.2665399843911382,0.0,0.0,0.0,0.0,0.03977055675302561,0.0,0.0,0.0,0.15623028056478322,0.0,0.0005055767652250933,0.0,0.0,0.0,0.0,0.0,0.04151906448923584,0.0,0.0,0.0,0.20552596281047836,0.0,0.0,0.0,0.0,0.0,0.0014277649412860203,0.0,0.0,0.0,0.0,0.020550776372337237,0.23617886516532208,0.0,0.0018856046896327863,0.0,0.029865563057535724,0.0
84,equal_impurity_centrality,6,0.25054024133967195,0.0,0.0,0.0,0.0,0.048698532538582605,0.0,0.0,0.0,0.1999009968912513,0.0,0.0008363118239251825,0.0,0.0,0.0,0.0,0.0,0.047628469062536705,0.0,0.0,0.0,0.16178996851291927,0.0,0.0,0.0,0.0,0.0,0.0018820805483828612,0.0,0.0,0.0,0.0,0.02454108976089817,0.2437735412279445,0.0,0.002526288115768432,0.0,0.017882480178119095,0.0
85,relevance_impurity_centrality,6,0.32813016768063574,0.0,0.0,0.0,0.0,0.07101241610462046,0.0,0.0,0.0,0.09699427531782144,0.0,0.00424351108847901,0.0,0.0,0.0,0.0,0.0,0.03226454521705926,0.0,0.0,0.0,0.27521367602277524,0.0,0.0,0.0,0.0,0.0,0.0023561024641607703,0.0,0.0,0.0,0.0,0.019856700791964162,0.133645745268946,0.0,0.005468970877600603,0.0,0.030813889165937306,0.0
86,support_relevance_centrality,6,0.9625986904329953,0.0,0.0,0.0,0.0,0.000600599966164426,0.0,0.0,0.0,0.003506290699692335,0.0,0.02634902409536567,0.0,0.0,0.0,0.0,0.0,5.549498608823556e-05,0.0,0.0,0.0,0.0020126729886398623,0.0,0.0,0.0,0.0,0.0,0.0004217618947410088,0.0,0.0,0.0,0.0,0.00026557947715558013,8.540060851632328e-05,0.0,0.004094871325259654,0.0,9.613525381616036e-06,0.0
87,confidence_relevance_centrality,6,0.8027682001376013,0.0,0.0,0.0,0.0,0.004715884209427207,0.0,0.0,0.0,0.020835895701016658,0.0,0.11310280997268811,0.0,0.0,0.0,0.0,0.0,0.00047178233187992975,0.0,0.0,0.0,0.014240204384497418,0.0,0.0,0.0,0.0,0.0,0.007543362147232464,0.0,0.0,0.0,0.0,0.0014895103602236097,0.0008827095126640678,0.0,0.03380226295520496,0.0,0.00014737828756421572,0.0
88,lift_relevance_centrality,6,0.7916236646819844,0.0,0.0,0.0,0.0,0.005601934556512664,0.0,0.0,0.0,0.03478330114127373,0.0,0.10334156295276009,0.0,0.0,0.0,0.0,0.0,0.0009464719178871393,0.0,0.0,0.0,0.02062495007410387,0.0,0.0,0.0,0.0,0.0,0.006892338345986762,0.0,0.0,0.0,0.0,0.003110673923371853,0.001873580650304008,0.0,0.030884985845839777,0.0,0.0003165359099757205,0.0
89,equal_relevance_centrality,6,0.839507600521662,0.0,0.0,0.0,0.0,0.004332532249083246,0.0,0.0,0.0,0.023726995818858357,0.0,0.08425218977052167,0.0,0.0,0.0,0.0,0.0,0.0005242772709601077,0.0,0.0,0.0,0.013905681188088114,0.0,0.0,0.0,0.0,0.0,0.005619177625117091,0.0,0.0,0.0,0.0,0.0019736945429676338,0.0008681909475531072,0.0,0.025179875494364047,0.0,0.00010978457082466156,0.0
90,relevance_relevance_centrality,6,0.9228506084999253,0.0,0.0,0.0,0.0,0.0012990208492491496,0.0,0.0,0.0,0.011788662365688691,0.0,0.04833981171636709,0.0,0.0,0.0,0.0,0.0,0.0002303305751637456,0.0,0.0,0.0,0.00571815057038743,0.0,0.0,0.0,0.0,0.0,0.0007737626451397355,0.0,0.0,0.0,0.0,0.0010853362383464885,0.00036042412514789257,0.0,0.007512434166434987,0.0,4.1458248149517965e-05,0.0
91,perm,7,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
92,gini,7,0.3643749899990374,0.0,0.0,0.08246858073683956,0.03626858335372134,0.0,0.0,0.0,0.0,0.047253097895708765,0.0,0.13933108902977043,0.0,0.0,0.0,0.09409320966907472,0.0,0.0,0.0,0.0,0.0,0.11240077535476634,0.040928633264781446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03537364061429841,0.0,0.0,0.0,0.0,0.04750740008200167,0.0,0.0,0.0
93,shap,7,0.287380189066227,0.0,0.0,0.007138152063851183,0.15073237090697064,0.0,0.0,0.0,0.0,0.023117956774142176,0.0,0.11523016193323739,0.0,0.0,0.0,0.11968186640529249,0.0,0.0,0.0,0.0,0.0,0.17668933374458218,0.026947632271827223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043828943938986724,0.0,0.0,0.0,0.0,0.04925339289488292,0.0,0.0,0.0
94,support_impurity_centrality,7,0.3711068241850279,0.0,0.0,0.22168281247137792,0.03423464976541377,0.0,0.0,0.0,0.0,0.022450741063988984,0.0,0.012576847513572053,0.0,0.0,0.0,0.07021834151895341,0.0,0.0,0.0,0.0,0.0,0.16539239080508553,0.016586607650680728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07521095911952909,0.0,0.0,0.0,0.0,0.010539825906370651,0.0,0.0,0.0
95,confidence_impurity_centrality,7,0.3730065975612099,0.0,0.0,0.37971969986807624,0.018142029805928973,0.0,0.0,0.0,0.0,0.010728473492498234,0.0,0.0007740044158637493,0.0,0.0,0.0,0.05821966433127366,0.0,0.0,0.0,0.0,0.0,0.09865394368775042,0.013963400824306567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043255786419437676,0.0,0.0,0.0,0.0,0.0035363995936546254,0.0,0.0,0.0
96,lift_impurity_centrality,7,0.3444239499922309,0.0,0.0,0.362033858645608,0.012808306781389832,0.0,0.0,0.0,0.0,0.017786579692185233,0.0,0.0005465080707597396,0.0,0.0,0.0,0.05682063598861606,0.0,0.0,0.0,0.0,0.0,0.11457664525634834,0.02062360470477206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06580088255175902,0.0,0.0,0.0,0.0,0.004579028316330848,0.0,0.0,0.0
97,equal_impurity_centrality,7,0.3700599428269486,0.0,0.0,0.36481400382457224,0.018304129105022084,0.0,0.0,0.0,0.0,0.010990867662257642,0.0,0.0008472867951266619,0.0,0.0,0.0,0.06937864206432143,0.0,0.0,0.0,0.0,0.0,0.10180251510318586,0.013485832542178966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04624402857773469,0.0,0.0,0.0,0.0,0.004072751498651799,0.0,0.0,0.0
98,relevance_impurity_centrality,7,0.3505968523693471,0.0,0.0,0.23792866626073106,0.021509907730018707,0.0,0.0,0.0,0.0,0.034183970685699894,0.0,0.005361022093796424,0.0,0.0,0.0,0.05194087973271592,0.0,0.0,0.0,0.0,0.0,0.1731362233334497,0.015434827180865193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041204598071789,0.0,0.0,0.0,0.0,0.0057871908061971076,0.0,0.0,0.0
99,support_relevance_centrality,7,0.8797704963848049,0.0,0.0,2.900069560194299e-06,0.0002153971471358169,0.0,0.0,0.0,0.0,1.86992286267431e-05,0.0,0.010507797788258924,0.0,0.0,0.0,1.2687946964634309e-05,0.0,0.0,0.0,0.0,0.0,0.0013867593600417033,0.07990703727293402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1845727018370204e-05,0.0,0.0,0.0,0.0,0.028126379074654772,0.0,0.0,0.0
100,confidence_relevance_centrality,7,0.8173345320471589,0.0,0.0,0.00012903032432355066,0.0016136302052605076,0.0,0.0,0.0,0.0,0.0003006305732349385,0.0,0.056311864249331864,0.0,0.0,0.0,0.00023452503348862832,0.0,0.0,0.0,0.0,0.0,0.00711129411889771,0.07818751393639002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006677019171894739,0.0,0.0,0.0,0.0,0.0381092775947244,0.0,0.0,0.0
101,lift_relevance_centrality,7,0.8101313846933892,0.0,0.0,0.0002815416217262463,0.0015981292798380676,0.0,0.0,0.0,0.0,0.0006998907057010581,0.0,0.05577109056072678,0.0,0.0,0.0,0.00025779963977610234,0.0,0.0,0.0,0.0,0.0,0.00839992510824666,0.08388902609389409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011821874224528215,0.0,0.0,0.0,0.0,0.03778902487424899,0.0,0.0,0.0
102,equal_relevance_centrality,7,0.8291943795387646,0.0,0.0,0.00010077241674940775,0.0017370762594129555,0.0,0.0,0.0,0.0,0.0002347918566621402,0.0,0.0439794496512321,0.0,0.0,0.0,0.00020991390818329684,0.0,0.0,0.0,0.0,0.0,0.00932607546943414,0.07802727249934553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007397400548634067,0.0,0.0,0.0,0.0,0.036450528345352375,0.0,0.0,0.0
103,relevance_relevance_centrality,7,0.871227908910258,0.0,0.0,1.1036039505878905e-05,0.000316439522588654,0.0,0.0,0.0,0.0,7.438844495847193e-05,0.0,0.01778302526362637,0.0,0.0,0.0,2.1887531564008785e-05,0.0,0.0,0.0,0.0,0.0,0.002199993220824914,0.07936872048904897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015842312285549613,0.0,0.0,0.0,0.0,0.028838177454769152,0.0,0.0,0.0
104,perm,8,0.19148936170212771,0.0,0.0,-0.0851063829787234,0.0,0.1702127659574468,0.0,0.0,-0.10638297872340426,0.0,0.0,0.19148936170212763,0.0,0.0,-0.1276595744680851,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.0,0.0,0.0,0.14893617021276595,0.0,0.0,0.14893617021276595,0.0,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,gini,8,0.2603755791084481,0.0,0.03091159675280717,0.022860843109631625,0.01638920737639045,0.031539854070593995,0.0,0.021432040415279647,0.0256505642074273,0.0,0.0,0.041601374905775465,0.0,0.0,0.055632640748945576,0.0,0.07501214145347877,0.03429126466444743,0.0,0.0,0.0,0.022860843109631608,0.05134930586964964,0.0,0.0,0.0,0.09868966320307164,0.0,0.0,0.13139013012071085,0.0,0.01928883637375168,0.0285760538870395,0.0,0.0,0.0,0.0,0.03214806062291947,0.0
106,shap,8,0.323623358038874,0.0,0.01804555376215622,0.01048154821904098,0.051815631913559465,0.021146799099849525,0.0,0.019906254768696445,0.04667838627460201,0.0,0.0,0.08868609230857896,0.0,0.0,0.07485099802355787,0.0,0.04350421500776603,0.011038923255395098,0.0,0.0,0.0,0.008862506256390899,0.03230746414449311,0.0,0.0,0.0,0.08830870454301239,0.0,0.0,0.11290461158061285,0.0,0.01859425154830572,0.014088802719018646,0.0,0.0,0.0,0.0,0.015155898536089812,0.0
107,support_impurity_centrality,8,0.19681686880450028,0.0,0.020380124799293606,0.015371763898948126,0.005927954530432531,0.035706147399100954,0.0,0.016546587771513296,0.028210324274973615,0.0,0.0,0.002659458411771731,0.0,0.0,0.09508639337720456,0.0,0.08909545041693925,0.02949055660403757,0.0,0.0,0.0,0.062869005462617,0.005496148437126001,0.0,0.0,0.0,0.09807364868630188,0.0,0.0,0.2192937252619169,0.0,0.015643760448782372,0.0426959059788132,0.0,0.0,0.0,0.0,0.020636175435727096,0.0
108,confidence_impurity_centrality,8,0.2032544161669073,0.0,0.0037718348361376846,0.03552266026197817,0.0017077355567536214,0.01356893732138827,0.0,0.019848412749854983,0.01187083181941353,0.0,0.0,0.00021217487116618962,0.0,0.0,0.09676667482226571,0.0,0.1760982730411313,0.046156143593120015,0.0,0.0,0.0,0.08371404395607844,0.004198071010605317,0.0,0.0,0.0,0.059752355844793416,0.0,0.0,0.1647483222820064,0.0,0.03249331623130679,0.014767168457741706,0.0,0.0,0.0,0.0,0.03154862717735104,0.0
109,lift_impurity_centrality,8,0.21878702904165293,0.0,0.002771880529163048,0.03385275034423768,0.0012551486967813407,0.018312480631476176,0.0,0.020131840653448974,0.01266700854365648,0.0,0.0,0.00015595107174382842,0.0,0.0,0.10250915690556166,0.0,0.15578250972281318,0.0591456207263884,0.0,0.0,0.0,0.07037758504711701,0.0046839579573595014,0.0,0.0,0.0,0.054265522484136984,0.0,0.0,0.14566930370855327,0.0,0.03526992462826017,0.0242529378000227,0.0,0.0,0.0,0.0,0.04010939150762671,0.0
110,equal_impurity_centrality,8,0.20058763337954919,0.0,0.004411371757265928,0.0362677384675413,0.0022786516681805773,0.016434591239856373,0.0,0.02372966001450701,0.011477852161180763,0.0,0.0,0.0002403842816361883,0.0,0.0,0.0994582760105596,0.0,0.17022126988102237,0.04461575482569668,0.0,0.0,0.0,0.08092021927864701,0.004137685768491143,0.0,0.0,0.0,0.05940502725695907,0.0,0.0,0.1613822173593409,0.0,0.035222584139392464,0.01427433741406794,0.0,0.0,0.0,0.0,0.03493474509610536,0.0
111,relevance_impurity_centrality,8,0.25057050451325813,0.0,0.011991509556185689,0.01695911971204032,0.0034571294592150377,0.027382880255038065,0.0,0.013215274740483236,0.018759870731617792,0.0,0.0,0.0013079254244983702,0.0,0.0,0.07953437138912023,0.0,0.09060160103131781,0.038813360058409276,0.0,0.0,0.0,0.06294468350255253,0.0038183259432258776,0.0,0.0,0.0,0.07623789888237346,0.0,0.0,0.20548231088782748,0.0,0.01860694828175625,0.06121647262607764,0.0,0.0,0.0,0.0,0.01909981300500277,0.0
112,support_relevance_centrality,8,0.5276009347673492,0.0,0.002719740668282911,1.1350465817219525e-06,0.1968507065866408,0.002726303377776442,0.0,5.651083026841936e-06,0.00040941169523682215,0.0,0.0,0.02700058489990735,0.0,0.0,0.0036454052144497674,0.0,8.88918578559415e-06,4.80583555259465e-06,0.0,0.0,0.0,0.0001669725979632906,0.0519460067136806,0.0,0.0,0.0,0.17741862588326432,0.0,0.0,0.009408991564877022,0.0,1.104859179125502e-06,8.367949860683682e-05,0.0,0.0,0.0,0.0,1.0505218387760388e-06,0.0
113,confidence_relevance_centrality,8,0.46533210998261676,0.0,0.0071903298570183335,2.13119519299946e-05,0.18407270867148054,0.00731807080915398,0.0,0.0001248488310964775,0.0027819999831222458,0.0,0.0,0.08417669133887874,0.0,0.0,0.01003791265697803,0.0,0.0002185027172377164,8.447483760205644e-05,0.0,0.0,0.0,0.0008563426591694222,0.06486899164995001,0.0,0.0,0.0,0.1463851964828539,0.0,0.0,0.02602107054153823,0.0,2.267155517706651e-05,0.00046378335092410873,0.0,0.0,0.0,0.0,2.298212327239924e-05,0.0
114,lift_relevance_centrality,8,0.448695305168422,0.0,0.006850451521103315,3.849272873619321e-05,0.17533599241555367,0.0071543743401863156,0.0,0.000262818606368821,0.003872493817197183,0.0,0.0,0.08019776608263703,0.0,0.0,0.0101492222486718,0.0,0.0004762011484483879,0.00018563215978626424,0.0,0.0,0.0,0.001902889825260873,0.09290223382273374,0.0,0.0,0.0,0.14344057649646655,0.0,0.0,0.027492425700633927,0.0,4.4379511868824436e-05,0.000964060067308319,0.0,0.0,0.0,0.0,3.468433861677993e-05,0.0
115,equal_relevance_centrality,8,0.4762790482526517,0.0,0.006679771290545629,2.0373445701167464e-05,0.1899122029254128,0.006806419082471895,0.0,0.00010594190988173173,0.002281251529474595,0.0,0.0,0.06902523617107081,0.0,0.0,0.009268636177901602,0.0,0.00017917313476525364,6.926971734397073e-05,0.0,0.0,0.0,0.0007022045337297706,0.062226237651465094,0.0,0.0,0.0,0.15211603860726852,0.0,0.0,0.023902051046438392,0.0,2.34294626680114e-05,0.00038030427212766283,0.0,0.0,0.0,0.0,2.2410789081370568e-05,0.0
116,relevance_relevance_centrality,8,0.5192370817860456,0.0,0.0033587784442295184,3.2297525267999844e-06,0.19530264363236774,0.003381498520427338,0.0,1.5736932594932536e-05,0.0005741685287823774,0.0,0.0,0.0346965297753748,0.0,0.0,0.004538169628115892,0.0,2.639705722374545e-05,1.4446898965360113e-05,0.0,0.0,0.0,0.0005037793238972209,0.052688998557890394,0.0,0.0,0.0,0.17316062249779948,0.0,0.0,0.012241584378910382,0.0,3.1944201741067875e-06,0.0002512996271563647,0.0,0.0,0.0,0.0,1.840237517938323e-06,0.0
